TRN_REF_NO,TRN_DT,TXN_BRANCH,PRODUCT_CODE,VALUE_DATE,AC_BRANCH,ACCOUNT_NO,TRN_CODE,LCY_AMOUNT,AMOUNT,DRCR_IND,MODULE,INSTRUMENT_NO,EXTENDED_CODE,RELATED_CUSTOMER,TXN_INIT_DATE,EXTRACTION_DATE,AC_ENTRY_SR_NO,EVENT,AMOUNT_TAG,OFS_ACC,OFS_BRANCH,EVENT_SR_NO,AC_CCY,GROUP_TXN_COUNT,HIDE_TXN_IN_STMT,AUTH_STAT,PERIOD_CODE,TXN_ID,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,REAL_DT_TIME,SOURCE_CODE
TRN000000000321,2026-11-17,021,LOAN,2026-11-17,021,100000000321,ATM,9952.700,20726.300,D,MOD,INSTRUMENT_NO_32,765922,CUST000321,2026-11-17,2026-11-17,699239,EVEN,AMOUNT_TAG_321,100000000321,021,754165,USD,8,N,A,PER,TXN0000000000000321,EXT_OFSTXN_CODE,DATA_1_321,DATA_2_321,DATA_3_321,DATA_4_321,DATA_5_321,DATA_6_321,DATA_7_321,DATA_8_321,DATA_9_321,C,BATCH_REF_NO_321,ATM,2026-11-17 08:20:00,SOURCE_CODE_321
TRN000000000322,2026-11-18,022,TD01,2026-11-18,022,100000000322,DEP,14816.600,5118.900,C,MOD,INSTRUMENT_NO_32,325775,CUST000322,2026-11-18,2026-11-18,847722,EVEN,AMOUNT_TAG_322,100000000322,022,401093,PEN,32,N,A,PER,TXN0000000000000322,EXT_OFSTXN_CODE,DATA_1_322,DATA_2_322,DATA_3_322,DATA_4_322,DATA_5_322,DATA_6_322,DATA_7_322,DATA_8_322,DATA_9_322,C,BATCH_REF_NO_322,DEP,2026-11-18 09:27:00,SOURCE_CODE_322
TRN000000000323,2026-11-19,023,CARD,2026-11-19,023,100000000323,WDR,5554.100,18858.600,D,MOD,INSTRUMENT_NO_32,812795,CUST000323,2026-11-19,2026-11-19,161050,EVEN,AMOUNT_TAG_323,100000000323,023,889791,EUR,19,N,U,PER,TXN0000000000000323,EXT_OFSTXN_CODE,DATA_1_323,DATA_2_323,DATA_3_323,DATA_4_323,DATA_5_323,DATA_6_323,DATA_7_323,DATA_8_323,DATA_9_323,C,BATCH_REF_NO_323,WDR,2026-11-19 10:34:00,SOURCE_CODE_323
TRN000000000324,2026-11-20,024,CLRG,2026-11-20,024,100000000324,TRF,19542.100,18739.800,C,MOD,INSTRUMENT_NO_32,30103,CUST000324,2026-11-20,2026-11-20,593860,EVEN,AMOUNT_TAG_324,100000000324,024,28544,BRL,17,Y,A,PER,TXN0000000000000324,EXT_OFSTXN_CODE,DATA_1_324,DATA_2_324,DATA_3_324,DATA_4_324,DATA_5_324,DATA_6_324,DATA_7_324,DATA_8_324,DATA_9_324,C,BATCH_REF_NO_324,TRF,2026-11-20 11:41:00,SOURCE_CODE_324
TRN000000000325,2026-11-21,025,SAV1,2026-11-21,025,100000000325,FEE,14869.200,18561.800,D,MOD,INSTRUMENT_NO_32,51436,CUST000325,2026-11-21,2026-11-21,473500,EVEN,AMOUNT_TAG_325,100000000325,025,913050,USD,5,N,A,PER,TXN0000000000000325,EXT_OFSTXN_CODE,DATA_1_325,DATA_2_325,DATA_3_325,DATA_4_325,DATA_5_325,DATA_6_325,DATA_7_325,DATA_8_325,DATA_9_325,C,BATCH_REF_NO_325,FEE,2026-11-21 12:48:00,SOURCE_CODE_325
TRN000000000326,2026-11-22,001,CURR,2026-11-22,001,100000000326,INT,9828.900,11051.100,C,MOD,INSTRUMENT_NO_32,962232,CUST000326,2026-11-22,2026-11-22,880434,EVEN,AMOUNT_TAG_326,100000000326,001,750788,PEN,3,N,A,PER,TXN0000000000000326,EXT_OFSTXN_CODE,DATA_1_326,DATA_2_326,DATA_3_326,DATA_4_326,DATA_5_326,DATA_6_326,DATA_7_326,DATA_8_326,DATA_9_326,C,BATCH_REF_NO_326,INT,2026-11-22 13:55:00,SOURCE_CODE_326
TRN000000000327,2026-11-23,002,LOAN,2026-11-23,002,100000000327,REV,3603.400,23131.900,D,MOD,INSTRUMENT_NO_32,7448,CUST000327,2026-11-23,2026-11-23,154906,EVEN,AMOUNT_TAG_327,100000000327,002,120251,EUR,3,N,A,PER,TXN0000000000000327,EXT_OFSTXN_CODE,DATA_1_327,DATA_2_327,DATA_3_327,DATA_4_327,DATA_5_327,DATA_6_327,DATA_7_327,DATA_8_327,DATA_9_327,C,BATCH_REF_NO_327,REV,2026-11-23 14:02:00,SOURCE_CODE_327
TRN000000000328,2026-11-24,003,TD01,2026-11-24,003,100000000328,PAY,18005.300,14557.100,C,MOD,INSTRUMENT_NO_32,413241,CUST000328,2026-11-24,2026-11-24,4585,EVEN,AMOUNT_TAG_328,100000000328,003,925220,BRL,23,N,A,PER,TXN0000000000000328,EXT_OFSTXN_CODE,DATA_1_328,DATA_2_328,DATA_3_328,DATA_4_328,DATA_5_328,DATA_6_328,DATA_7_328,DATA_8_328,DATA_9_328,C,BATCH_REF_NO_328,PAY,2026-11-24 15:09:00,SOURCE_CODE_328
TRN000000000329,2026-11-25,004,CARD,2026-11-25,004,100000000329,ATM,5434.100,10743.500,D,MOD,INSTRUMENT_NO_32,154547,CUST000329,2026-11-25,2026-11-25,511280,EVEN,AMOUNT_TAG_329,100000000329,004,607587,USD,19,N,A,PER,TXN0000000000000329,EXT_OFSTXN_CODE,DATA_1_329,DATA_2_329,DATA_3_329,DATA_4_329,DATA_5_329,DATA_6_329,DATA_7_329,DATA_8_329,DATA_9_329,C,BATCH_REF_NO_329,ATM,2026-11-25 16:16:00,SOURCE_CODE_329
TRN000000000330,2026-11-26,005,CLRG,2026-11-26,005,100000000330,DEP,3120.700,55.000,C,MOD,INSTRUMENT_NO_33,43896,CUST000330,2026-11-26,2026-11-26,436629,EVEN,AMOUNT_TAG_330,100000000330,005,958957,PEN,21,N,A,PER,TXN0000000000000330,EXT_OFSTXN_CODE,DATA_1_330,DATA_2_330,DATA_3_330,DATA_4_330,DATA_5_330,DATA_6_330,DATA_7_330,DATA_8_330,DATA_9_330,C,BATCH_REF_NO_330,DEP,2026-11-26 17:23:00,SOURCE_CODE_330
TRN000000000331,2026-11-27,006,SAV1,2026-11-27,006,100000000331,WDR,11114.600,15974.900,D,MOD,INSTRUMENT_NO_33,630632,CUST000331,2026-11-27,2026-11-27,279067,EVEN,AMOUNT_TAG_331,100000000331,006,411902,EUR,2,N,A,PER,TXN0000000000000331,EXT_OFSTXN_CODE,DATA_1_331,DATA_2_331,DATA_3_331,DATA_4_331,DATA_5_331,DATA_6_331,DATA_7_331,DATA_8_331,DATA_9_331,C,BATCH_REF_NO_331,WDR,2026-11-27 18:30:00,SOURCE_CODE_331
TRN000000000332,2026-11-28,007,CURR,2026-11-28,007,100000000332,TRF,8535.300,1261.600,C,MOD,INSTRUMENT_NO_33,864240,CUST000332,2026-11-28,2026-11-28,172707,EVEN,AMOUNT_TAG_332,100000000332,007,1054,BRL,3,N,A,PER,TXN0000000000000332,EXT_OFSTXN_CODE,DATA_1_332,DATA_2_332,DATA_3_332,DATA_4_332,DATA_5_332,DATA_6_332,DATA_7_332,DATA_8_332,DATA_9_332,C,BATCH_REF_NO_332,TRF,2026-11-28 19:37:00,SOURCE_CODE_332
TRN000000000333,2026-11-29,008,LOAN,2026-11-29,008,100000000333,FEE,18052.800,8164.100,D,MOD,INSTRUMENT_NO_33,129437,CUST000333,2026-11-29,2026-11-29,829756,EVEN,AMOUNT_TAG_333,100000000333,008,463160,USD,33,N,A,PER,TXN0000000000000333,EXT_OFSTXN_CODE,DATA_1_333,DATA_2_333,DATA_3_333,DATA_4_333,DATA_5_333,DATA_6_333,DATA_7_333,DATA_8_333,DATA_9_333,C,BATCH_REF_NO_333,FEE,2026-11-29 20:44:00,SOURCE_CODE_333
TRN000000000334,2026-11-30,009,TD01,2026-11-30,009,100000000334,INT,96669.600,448.800,C,MOD,INSTRUMENT_NO_33,698989,CUST000334,2026-11-30,2026-11-30,219172,EVEN,AMOUNT_TAG_334,100000000334,009,804094,PEN,12,N,A,PER,TXN0000000000000334,EXT_OFSTXN_CODE,DATA_1_334,DATA_2_334,DATA_3_334,DATA_4_334,DATA_5_334,DATA_6_334,DATA_7_334,DATA_8_334,DATA_9_334,C,BATCH_REF_NO_334,INT,2026-11-30 21:51:00,SOURCE_CODE_334
TRN000000000335,2026-12-01,010,CARD,2026-12-01,010,100000000335,REV,15079.700,24955.700,D,MOD,INSTRUMENT_NO_33,921107,CUST000335,2026-12-01,2026-12-01,315778,EVEN,AMOUNT_TAG_335,100000000335,010,710408,EUR,15,N,A,PER,TXN0000000000000335,EXT_OFSTXN_CODE,DATA_1_335,DATA_2_335,DATA_3_335,DATA_4_335,DATA_5_335,DATA_6_335,DATA_7_335,DATA_8_335,DATA_9_335,C,BATCH_REF_NO_335,REV,2026-12-01 22:58:00,SOURCE_CODE_335
TRN000000000336,2026-12-02,011,CLRG,2026-12-02,011,100000000336,PAY,10562.500,14150.000,C,MOD,INSTRUMENT_NO_33,595668,CUST000336,2026-12-02,2026-12-02,523302,EVEN,AMOUNT_TAG_336,100000000336,011,286483,BRL,26,N,A,PER,TXN0000000000000336,EXT_OFSTXN_CODE,DATA_1_336,DATA_2_336,DATA_3_336,DATA_4_336,DATA_5_336,DATA_6_336,DATA_7_336,DATA_8_336,DATA_9_336,C,BATCH_REF_NO_336,PAY,2026-12-02 23:05:00,SOURCE_CODE_336
TRN000000000337,2026-12-03,012,SAV1,2026-12-03,012,100000000337,ATM,10797.000,10251.100,D,MOD,INSTRUMENT_NO_33,364520,CUST000337,2026-12-03,2026-12-03,734594,EVEN,AMOUNT_TAG_337,100000000337,012,662545,USD,31,N,A,PER,TXN0000000000000337,EXT_OFSTXN_CODE,DATA_1_337,DATA_2_337,DATA_3_337,DATA_4_337,DATA_5_337,DATA_6_337,DATA_7_337,DATA_8_337,DATA_9_337,C,BATCH_REF_NO_337,ATM,2026-12-03 00:12:00,SOURCE_CODE_337
TRN000000000338,2026-12-04,013,CURR,2026-12-04,013,100000000338,DEP,18493.200,16888.900,C,MOD,INSTRUMENT_NO_33,818610,CUST000338,2026-12-04,2026-12-04,729191,EVEN,AMOUNT_TAG_338,100000000338,013,195592,PEN,35,N,A,PER,TXN0000000000000338,EXT_OFSTXN_CODE,DATA_1_338,DATA_2_338,DATA_3_338,DATA_4_338,DATA_5_338,DATA_6_338,DATA_7_338,DATA_8_338,DATA_9_338,C,BATCH_REF_NO_338,DEP,2026-12-04 01:19:00,SOURCE_CODE_338
TRN000000000339,2026-12-05,014,LOAN,2026-12-05,014,100000000339,WDR,6221.700,2924.400,D,MOD,INSTRUMENT_NO_33,372766,CUST000339,2026-12-05,2026-12-05,281282,EVEN,AMOUNT_TAG_339,100000000339,014,535219,EUR,20,N,A,PER,TXN0000000000000339,EXT_OFSTXN_CODE,DATA_1_339,DATA_2_339,DATA_3_339,DATA_4_339,DATA_5_339,DATA_6_339,DATA_7_339,DATA_8_339,DATA_9_339,C,BATCH_REF_NO_339,WDR,2026-12-05 02:26:00,SOURCE_CODE_339
TRN000000000340,2026-12-06,015,TD01,2026-12-06,015,100000000340,TRF,12674.800,24893.800,C,MOD,INSTRUMENT_NO_34,707523,CUST000340,2026-12-06,2026-12-06,66988,EVEN,AMOUNT_TAG_340,100000000340,015,473563,BRL,21,N,A,PER,TXN0000000000000340,EXT_OFSTXN_CODE,DATA_1_340,DATA_2_340,DATA_3_340,DATA_4_340,DATA_5_340,DATA_6_340,DATA_7_340,DATA_8_340,DATA_9_340,C,BATCH_REF_NO_340,TRF,2026-12-06 03:33:00,SOURCE_CODE_340
TRN000000000341,2026-12-07,016,CARD,2026-12-07,016,100000000341,FEE,11054.100,21126.900,D,MOD,INSTRUMENT_NO_34,28043,CUST000341,2026-12-07,2026-12-07,716924,EVEN,AMOUNT_TAG_341,100000000341,016,866112,USD,32,N,A,PER,TXN0000000000000341,EXT_OFSTXN_CODE,DATA_1_341,DATA_2_341,DATA_3_341,DATA_4_341,DATA_5_341,DATA_6_341,DATA_7_341,DATA_8_341,DATA_9_341,C,BATCH_REF_NO_341,FEE,2026-12-07 04:40:00,SOURCE_CODE_341
TRN000000000342,2026-12-08,017,CLRG,2026-12-08,017,100000000342,INT,8980.200,9375.700,C,MOD,INSTRUMENT_NO_34,753929,CUST000342,2026-12-08,2026-12-08,692609,EVEN,AMOUNT_TAG_342,100000000342,017,782904,PEN,3,N,A,PER,TXN0000000000000342,EXT_OFSTXN_CODE,DATA_1_342,DATA_2_342,DATA_3_342,DATA_4_342,DATA_5_342,DATA_6_342,DATA_7_342,DATA_8_342,DATA_9_342,C,BATCH_REF_NO_342,INT,2026-12-08 05:47:00,SOURCE_CODE_342
TRN000000000343,2026-12-09,018,SAV1,2026-12-09,018,100000000343,REV,8447.200,21759.100,D,MOD,INSTRUMENT_NO_34,872241,CUST000343,2026-12-09,2026-12-09,510798,EVEN,AMOUNT_TAG_343,100000000343,018,656125,EUR,35,Y,A,PER,TXN0000000000000343,EXT_OFSTXN_CODE,DATA_1_343,DATA_2_343,DATA_3_343,DATA_4_343,DATA_5_343,DATA_6_343,DATA_7_343,DATA_8_343,DATA_9_343,C,BATCH_REF_NO_343,REV,2026-12-09 06:54:00,SOURCE_CODE_343
TRN000000000344,2026-12-10,019,CURR,2026-12-10,019,100000000344,PAY,10902.500,1935.300,C,MOD,INSTRUMENT_NO_34,252043,CUST000344,2026-12-10,2026-12-10,661435,EVEN,AMOUNT_TAG_344,100000000344,019,29463,BRL,3,N,A,PER,TXN0000000000000344,EXT_OFSTXN_CODE,DATA_1_344,DATA_2_344,DATA_3_344,DATA_4_344,DATA_5_344,DATA_6_344,DATA_7_344,DATA_8_344,DATA_9_344,C,BATCH_REF_NO_344,PAY,2026-12-10 07:01:00,SOURCE_CODE_344
TRN000000000345,2026-12-11,020,LOAN,2026-12-11,020,100000000345,ATM,13256.100,9470.700,D,MOD,INSTRUMENT_NO_34,268154,CUST000345,2026-12-11,2026-12-11,775164,EVEN,AMOUNT_TAG_345,100000000345,020,5259,USD,6,N,A,PER,TXN0000000000000345,EXT_OFSTXN_CODE,DATA_1_345,DATA_2_345,DATA_3_345,DATA_4_345,DATA_5_345,DATA_6_345,DATA_7_345,DATA_8_345,DATA_9_345,C,BATCH_REF_NO_345,ATM,2026-12-11 08:08:00,SOURCE_CODE_345
TRN000000000346,2026-12-12,021,TD01,2026-12-12,021,100000000346,DEP,16673.600,12375.800,C,MOD,INSTRUMENT_NO_34,502772,CUST000346,2026-12-12,2026-12-12,129431,EVEN,AMOUNT_TAG_346,100000000346,021,386631,PEN,13,N,U,PER,TXN0000000000000346,EXT_OFSTXN_CODE,DATA_1_346,DATA_2_346,DATA_3_346,DATA_4_346,DATA_5_346,DATA_6_346,DATA_7_346,DATA_8_346,DATA_9_346,C,BATCH_REF_NO_346,DEP,2026-12-12 09:15:00,SOURCE_CODE_346
TRN000000000347,2026-12-13,022,CARD,2026-12-13,022,100000000347,WDR,9802.900,20816.900,D,MOD,INSTRUMENT_NO_34,741278,CUST000347,2026-12-13,2026-12-13,163814,EVEN,AMOUNT_TAG_347,100000000347,022,326331,EUR,19,N,A,PER,TXN0000000000000347,EXT_OFSTXN_CODE,DATA_1_347,DATA_2_347,DATA_3_347,DATA_4_347,DATA_5_347,DATA_6_347,DATA_7_347,DATA_8_347,DATA_9_347,C,BATCH_REF_NO_347,WDR,2026-12-13 10:22:00,SOURCE_CODE_347
TRN000000000348,2026-12-14,023,CLRG,2026-12-14,023,100000000348,TRF,23220.500,15559.000,C,MOD,INSTRUMENT_NO_34,708126,CUST000348,2026-12-14,2026-12-14,646845,EVEN,AMOUNT_TAG_348,100000000348,023,807846,BRL,33,N,A,PER,TXN0000000000000348,EXT_OFSTXN_CODE,DATA_1_348,DATA_2_348,DATA_3_348,DATA_4_348,DATA_5_348,DATA_6_348,DATA_7_348,DATA_8_348,DATA_9_348,C,BATCH_REF_NO_348,TRF,2026-12-14 11:29:00,SOURCE_CODE_348
TRN000000000349,2026-12-15,024,SAV1,2026-12-15,024,100000000349,FEE,600.700,21968.000,D,MOD,INSTRUMENT_NO_34,163117,CUST000349,2026-12-15,2026-12-15,815931,EVEN,AMOUNT_TAG_349,100000000349,024,543809,USD,36,N,A,PER,TXN0000000000000349,EXT_OFSTXN_CODE,DATA_1_349,DATA_2_349,DATA_3_349,DATA_4_349,DATA_5_349,DATA_6_349,DATA_7_349,DATA_8_349,DATA_9_349,C,BATCH_REF_NO_349,FEE,2026-12-15 12:36:00,SOURCE_CODE_349
TRN000000000350,2026-12-16,025,CURR,2026-12-16,025,100000000350,INT,9970.500,8035.100,C,MOD,INSTRUMENT_NO_35,169676,CUST000350,2026-12-16,2026-12-16,150984,EVEN,AMOUNT_TAG_350,100000000350,025,363999,PEN,7,N,A,PER,TXN0000000000000350,EXT_OFSTXN_CODE,DATA_1_350,DATA_2_350,DATA_3_350,DATA_4_350,DATA_5_350,DATA_6_350,DATA_7_350,DATA_8_350,DATA_9_350,C,BATCH_REF_NO_350,INT,2026-12-16 13:43:00,SOURCE_CODE_350
TRN000000000351,2026-12-17,001,LOAN,2026-12-17,001,100000000351,REV,15195.100,10160.700,D,MOD,INSTRUMENT_NO_35,4487,CUST000351,2026-12-17,2026-12-17,652694,EVEN,AMOUNT_TAG_351,100000000351,001,287123,EUR,28,N,A,PER,TXN0000000000000351,EXT_OFSTXN_CODE,DATA_1_351,DATA_2_351,DATA_3_351,DATA_4_351,DATA_5_351,DATA_6_351,DATA_7_351,DATA_8_351,DATA_9_351,C,BATCH_REF_NO_351,REV,2026-12-17 14:50:00,SOURCE_CODE_351
TRN000000000352,2026-12-18,002,TD01,2026-12-18,002,100000000352,PAY,17176.200,20960.700,C,MOD,INSTRUMENT_NO_35,485698,CUST000352,2026-12-18,2026-12-18,45778,EVEN,AMOUNT_TAG_352,100000000352,002,208526,BRL,8,N,A,PER,TXN0000000000000352,EXT_OFSTXN_CODE,DATA_1_352,DATA_2_352,DATA_3_352,DATA_4_352,DATA_5_352,DATA_6_352,DATA_7_352,DATA_8_352,DATA_9_352,C,BATCH_REF_NO_352,PAY,2026-12-18 15:57:00,SOURCE_CODE_352
TRN000000000353,2026-12-19,003,CARD,2026-12-19,003,100000000353,ATM,23971.100,5271.800,D,MOD,INSTRUMENT_NO_35,83543,CUST000353,2026-12-19,2026-12-19,913450,EVEN,AMOUNT_TAG_353,100000000353,003,281265,USD,8,N,A,PER,TXN0000000000000353,EXT_OFSTXN_CODE,DATA_1_353,DATA_2_353,DATA_3_353,DATA_4_353,DATA_5_353,DATA_6_353,DATA_7_353,DATA_8_353,DATA_9_353,C,BATCH_REF_NO_353,ATM,2026-12-19 16:04:00,SOURCE_CODE_353
TRN000000000354,2026-12-20,004,CLRG,2026-12-20,004,100000000354,DEP,23074.900,19314.700,C,MOD,INSTRUMENT_NO_35,954596,CUST000354,2026-12-20,2026-12-20,184957,EVEN,AMOUNT_TAG_354,100000000354,004,107565,PEN,2,N,A,PER,TXN0000000000000354,EXT_OFSTXN_CODE,DATA_1_354,DATA_2_354,DATA_3_354,DATA_4_354,DATA_5_354,DATA_6_354,DATA_7_354,DATA_8_354,DATA_9_354,C,BATCH_REF_NO_354,DEP,2026-12-20 17:11:00,SOURCE_CODE_354
TRN000000000355,2026-12-21,005,SAV1,2026-12-21,005,100000000355,WDR,16566.100,2085.400,D,MOD,INSTRUMENT_NO_35,354919,CUST000355,2026-12-21,2026-12-21,474158,EVEN,AMOUNT_TAG_355,100000000355,005,259912,EUR,17,N,A,PER,TXN0000000000000355,EXT_OFSTXN_CODE,DATA_1_355,DATA_2_355,DATA_3_355,DATA_4_355,DATA_5_355,DATA_6_355,DATA_7_355,DATA_8_355,DATA_9_355,C,BATCH_REF_NO_355,WDR,2026-12-21 18:18:00,SOURCE_CODE_355
TRN000000000356,2026-12-22,006,CURR,2026-12-22,006,100000000356,TRF,8850.300,3849.100,C,MOD,INSTRUMENT_NO_35,75317,CUST000356,2026-12-22,2026-12-22,511637,EVEN,AMOUNT_TAG_356,100000000356,006,120633,BRL,21,N,A,PER,TXN0000000000000356,EXT_OFSTXN_CODE,DATA_1_356,DATA_2_356,DATA_3_356,DATA_4_356,DATA_5_356,DATA_6_356,DATA_7_356,DATA_8_356,DATA_9_356,C,BATCH_REF_NO_356,TRF,2026-12-22 19:25:00,SOURCE_CODE_356
TRN000000000357,2026-12-23,007,LOAN,2026-12-23,007,100000000357,FEE,21996.600,15766.400,D,MOD,INSTRUMENT_NO_35,909929,CUST000357,2026-12-23,2026-12-23,643940,EVEN,AMOUNT_TAG_357,100000000357,007,85253,USD,25,N,A,PER,TXN0000000000000357,EXT_OFSTXN_CODE,DATA_1_357,DATA_2_357,DATA_3_357,DATA_4_357,DATA_5_357,DATA_6_357,DATA_7_357,DATA_8_357,DATA_9_357,C,BATCH_REF_NO_357,FEE,2026-12-23 20:32:00,SOURCE_CODE_357
TRN000000000358,2026-12-24,008,TD01,2026-12-24,008,100000000358,INT,3937.100,15695.100,C,MOD,INSTRUMENT_NO_35,984039,CUST000358,2026-12-24,2026-12-24,526275,EVEN,AMOUNT_TAG_358,100000000358,008,933471,PEN,17,N,A,PER,TXN0000000000000358,EXT_OFSTXN_CODE,DATA_1_358,DATA_2_358,DATA_3_358,DATA_4_358,DATA_5_358,DATA_6_358,DATA_7_358,DATA_8_358,DATA_9_358,C,BATCH_REF_NO_358,INT,2026-12-24 21:39:00,SOURCE_CODE_358
TRN000000000359,2026-12-25,009,CARD,2026-12-25,009,100000000359,REV,7112.100,4770.600,D,MOD,INSTRUMENT_NO_35,535846,CUST000359,2026-12-25,2026-12-25,709228,EVEN,AMOUNT_TAG_359,100000000359,009,587825,EUR,18,N,A,PER,TXN0000000000000359,EXT_OFSTXN_CODE,DATA_1_359,DATA_2_359,DATA_3_359,DATA_4_359,DATA_5_359,DATA_6_359,DATA_7_359,DATA_8_359,DATA_9_359,C,BATCH_REF_NO_359,REV,2026-12-25 22:46:00,SOURCE_CODE_359
TRN000000000360,2026-12-26,010,CLRG,2026-12-26,010,100000000360,PAY,8647.300,1382.100,C,MOD,INSTRUMENT_NO_36,85000,CUST000360,2026-12-26,2026-12-26,918048,EVEN,AMOUNT_TAG_360,100000000360,010,10661,BRL,2,N,A,PER,TXN0000000000000360,EXT_OFSTXN_CODE,DATA_1_360,DATA_2_360,DATA_3_360,DATA_4_360,DATA_5_360,DATA_6_360,DATA_7_360,DATA_8_360,DATA_9_360,C,BATCH_REF_NO_360,PAY,2026-12-26 23:53:00,SOURCE_CODE_360
TRN000000000361,2026-12-27,011,SAV1,2026-12-27,011,100000000361,ATM,14231.400,22176.400,D,MOD,INSTRUMENT_NO_36,55755,CUST000361,2026-12-27,2026-12-27,202506,EVEN,AMOUNT_TAG_361,100000000361,011,56025,USD,33,N,A,PER,TXN0000000000000361,EXT_OFSTXN_CODE,DATA_1_361,DATA_2_361,DATA_3_361,DATA_4_361,DATA_5_361,DATA_6_361,DATA_7_361,DATA_8_361,DATA_9_361,C,BATCH_REF_NO_361,ATM,2026-12-27 00:00:00,SOURCE_CODE_361
TRN000000000362,2026-12-28,012,CURR,2026-12-28,012,100000000362,DEP,2615.500,5174.700,C,MOD,INSTRUMENT_NO_36,679151,CUST000362,2026-12-28,2026-12-28,395112,EVEN,AMOUNT_TAG_362,100000000362,012,480526,PEN,6,Y,A,PER,TXN0000000000000362,EXT_OFSTXN_CODE,DATA_1_362,DATA_2_362,DATA_3_362,DATA_4_362,DATA_5_362,DATA_6_362,DATA_7_362,DATA_8_362,DATA_9_362,C,BATCH_REF_NO_362,DEP,2026-12-28 01:07:00,SOURCE_CODE_362
TRN000000000363,2026-12-29,013,LOAN,2026-12-29,013,100000000363,WDR,12915.600,21074.800,D,MOD,INSTRUMENT_NO_36,829478,CUST000363,2026-12-29,2026-12-29,719733,EVEN,AMOUNT_TAG_363,100000000363,013,436497,EUR,4,N,A,PER,TXN0000000000000363,EXT_OFSTXN_CODE,DATA_1_363,DATA_2_363,DATA_3_363,DATA_4_363,DATA_5_363,DATA_6_363,DATA_7_363,DATA_8_363,DATA_9_363,C,BATCH_REF_NO_363,WDR,2026-12-29 02:14:00,SOURCE_CODE_363
TRN000000000364,2026-12-30,014,TD01,2026-12-30,014,100000000364,TRF,16745.000,6791.600,C,MOD,INSTRUMENT_NO_36,842855,CUST000364,2026-12-30,2026-12-30,442453,EVEN,AMOUNT_TAG_364,100000000364,014,910631,BRL,19,N,A,PER,TXN0000000000000364,EXT_OFSTXN_CODE,DATA_1_364,DATA_2_364,DATA_3_364,DATA_4_364,DATA_5_364,DATA_6_364,DATA_7_364,DATA_8_364,DATA_9_364,C,BATCH_REF_NO_364,TRF,2026-12-30 03:21:00,SOURCE_CODE_364
TRN000000000365,2026-12-31,015,CARD,2026-12-31,015,100000000365,FEE,3444.100,22757.300,D,MOD,INSTRUMENT_NO_36,719297,CUST000365,2026-12-31,2026-12-31,232760,EVEN,AMOUNT_TAG_365,100000000365,015,777351,USD,12,N,A,PER,TXN0000000000000365,EXT_OFSTXN_CODE,DATA_1_365,DATA_2_365,DATA_3_365,DATA_4_365,DATA_5_365,DATA_6_365,DATA_7_365,DATA_8_365,DATA_9_365,C,BATCH_REF_NO_365,FEE,2026-12-31 04:28:00,SOURCE_CODE_365
TRN000000000366,2026-01-01,016,CLRG,2026-01-01,016,100000000366,INT,11784.200,10509.000,C,MOD,INSTRUMENT_NO_36,880043,CUST000366,2026-01-01,2026-01-01,769756,EVEN,AMOUNT_TAG_366,100000000366,016,329346,PEN,10,N,A,PER,TXN0000000000000366,EXT_OFSTXN_CODE,DATA_1_366,DATA_2_366,DATA_3_366,DATA_4_366,DATA_5_366,DATA_6_366,DATA_7_366,DATA_8_366,DATA_9_366,C,BATCH_REF_NO_366,INT,2026-01-01 05:35:00,SOURCE_CODE_366
TRN000000000367,2026-01-02,017,SAV1,2026-01-02,017,100000000367,REV,24942.600,22271.100,D,MOD,INSTRUMENT_NO_36,628232,CUST000367,2026-01-02,2026-01-02,76921,EVEN,AMOUNT_TAG_367,100000000367,017,422371,EUR,14,N,A,PER,TXN0000000000000367,EXT_OFSTXN_CODE,DATA_1_367,DATA_2_367,DATA_3_367,DATA_4_367,DATA_5_367,DATA_6_367,DATA_7_367,DATA_8_367,DATA_9_367,C,BATCH_REF_NO_367,REV,2026-01-02 06:42:00,SOURCE_CODE_367
TRN000000000368,2026-01-03,018,CURR,2026-01-03,018,100000000368,PAY,11801.000,19275.700,C,MOD,INSTRUMENT_NO_36,708048,CUST000368,2026-01-03,2026-01-03,207648,EVEN,AMOUNT_TAG_368,100000000368,018,512190,BRL,9,N,A,PER,TXN0000000000000368,EXT_OFSTXN_CODE,DATA_1_368,DATA_2_368,DATA_3_368,DATA_4_368,DATA_5_368,DATA_6_368,DATA_7_368,DATA_8_368,DATA_9_368,C,BATCH_REF_NO_368,PAY,2026-01-03 07:49:00,SOURCE_CODE_368
TRN000000000369,2026-01-04,019,LOAN,2026-01-04,019,100000000369,ATM,12085.800,3754.500,D,MOD,INSTRUMENT_NO_36,608179,CUST000369,2026-01-04,2026-01-04,892094,EVEN,AMOUNT_TAG_369,100000000369,019,583218,USD,31,N,U,PER,TXN0000000000000369,EXT_OFSTXN_CODE,DATA_1_369,DATA_2_369,DATA_3_369,DATA_4_369,DATA_5_369,DATA_6_369,DATA_7_369,DATA_8_369,DATA_9_369,C,BATCH_REF_NO_369,ATM,2026-01-04 08:56:00,SOURCE_CODE_369
