MODULE,TRN_REF_NO,EVENT_SR_NO,EVENT,AC_ENTRY_SR_NO,AC_BRANCH,AC_NO,AC_CCY,DRCR_IND,TRN_CODE,AMOUNT_TAG,FCY_AMOUNT,EXCH_RATE,LCY_AMOUNT,RELATED_CUSTOMER,RELATED_ACCOUNT,RELATED_REFERENCE,MIS_FLAG,MIS_HEAD,TRN_DT,VALUE_DT,TXN_INIT_DATE,FINANCIAL_CYCLE,PERIOD_CODE,INSTRUMENT_CODE,BATCH_NO,CURR_NO,USER_ID,BANK_CODE,AVLDAYS,BALANCE_UPD,TYPE,AUTH_ID,PRINT_STAT,AUTH_STAT,CATEGORY,CUST_GL,DISTRIBUTED,NODE,DELETE_STAT,ON_LINE,UPDACT,NODE_SR_NO,NETTING_IND,IB,FLG_POSITION_STATUS,GLMIS_UPDATE_FLAG,PRODUCT_ACCRUAL,TRANSACTION_COUNT,VDBAL_UPDATE_FLAG,GLMIS_UPDATE_STATUS,DEPARTMENT_CODE,CUSTOM_REF_NO,INTERFACE_REF_NO,CUSTOMER_REF_NO,PROCESSED_FLAG,MIS_SPREAD,AML_EXCEPTION,HIDE_TXN_IN_STMT,PNL_HIST_IND,ECA_ALLOWED,ECA_STATUS,INTERNAL_GL_TYPE,SYSTEM_AC_NO,MIS_UNIT_TYPE,MIS_UNIT_REF_NO,SYS_AC_VDBAL_UPD,EOD_WASH_STATUS,UNCOL_PROCESS_STATUS,RECV_ORIG_AC_NO,GAAP_INDICATOR,BAL_CHK_ONLINE,BAL_CHK_BATCH,REVL_ONLINE,DELINQUENCY_PRODUCT,EXTERNAL_REF_NO,PRODUCT,TXN_ID,REAL_DT_TIME,SOURCE_CODE,DD_CREATION_DT,DD_LAST_UPD,DD_ID
MO,TRN000000000196,245137,EVEN,165229,021,100000000196,BRL,C,TRF,AMOUNT_TAG_196,22314.800,2.61000000,6269.000,CUST000196,100000000196,RELATED_REFERENC,Y,MIS_HEAD_,2026-07-15,2026-07-15,2026-07-15,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,218428,USER_ID_196,BANK_CODE_19,34,B,T,AUTH_ID_196,P,A,C,C,D,NODE_196,Y,O,U,191115,Y,I,F,Y,1,16,Y,G,DEP,CUSTOM_REF_NO_19,INTERFACE_REF_NO_196,CUST000196,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_196,M,MIS_UNIT_REF_NO_196,S,E,U,RECV_ORIG_AC_NO_196,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000196,2026-07-15 03:45:00,SOURCE_CODE_196,2026-07-15 03:45:00,2026-07-15 03:45:00,196
MO,TRN000000000197,798644,EVEN,419938,022,100000000197,USD,D,FEE,AMOUNT_TAG_197,14015.800,3.71000000,24446.900,CUST000197,100000000197,RELATED_REFERENC,N,MIS_HEAD_,2026-07-16,2026-07-16,2026-07-16,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,818707,USER_ID_197,BANK_CODE_19,22,B,T,AUTH_ID_197,P,A,C,C,D,NODE_197,Y,O,U,822044,N,I,F,N,1,14,N,G,DEP,CUSTOM_REF_NO_19,INTERFACE_REF_NO_197,CUST000197,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_197,M,MIS_UNIT_REF_NO_197,S,E,U,RECV_ORIG_AC_NO_197,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000197,2026-07-16 04:52:00,SOURCE_CODE_197,2026-07-16 04:52:00,2026-07-16 04:52:00,197
MO,TRN000000000198,959446,EVEN,619714,023,100000000198,PEN,C,INT,AMOUNT_TAG_198,3360.300,3.30000000,4063.400,CUST000198,100000000198,RELATED_REFERENC,N,MIS_HEAD_,2026-07-17,2026-07-17,2026-07-17,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,441026,USER_ID_198,BANK_CODE_19,5,B,T,AUTH_ID_198,P,A,C,C,D,NODE_198,Y,O,U,492448,N,I,F,N,1,35,N,G,DEP,CUSTOM_REF_NO_19,INTERFACE_REF_NO_198,CUST000198,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_198,M,MIS_UNIT_REF_NO_198,S,E,U,RECV_ORIG_AC_NO_198,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000198,2026-07-17 05:59:00,SOURCE_CODE_198,2026-07-17 05:59:00,2026-07-17 05:59:00,198
MO,TRN000000000199,642236,EVEN,880256,024,100000000199,EUR,D,REV,AMOUNT_TAG_199,7526.800,1.00000000,2866.000,CUST000199,100000000199,RELATED_REFERENC,N,MIS_HEAD_,2026-07-18,2026-07-18,2026-07-18,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,28794,USER_ID_199,BANK_CODE_19,24,B,T,AUTH_ID_199,P,A,C,C,D,NODE_199,Y,O,U,758460,N,I,F,N,1,24,N,G,DEP,CUSTOM_REF_NO_19,INTERFACE_REF_NO_199,CUST000199,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_199,M,MIS_UNIT_REF_NO_199,S,E,U,RECV_ORIG_AC_NO_199,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000199,2026-07-18 06:06:00,SOURCE_CODE_199,2026-07-18 06:06:00,2026-07-18 06:06:00,199
MO,TRN000000000200,934790,EVEN,843231,025,100000000200,BRL,C,PAY,AMOUNT_TAG_200,24828.100,1.18000000,16191.400,CUST000200,100000000200,RELATED_REFERENC,N,MIS_HEAD_,2026-07-19,2026-07-19,2026-07-19,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,575086,USER_ID_200,BANK_CODE_20,21,B,T,AUTH_ID_200,P,A,C,C,D,NODE_200,Y,O,U,369972,N,I,F,N,1,2,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_200,CUST000200,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_200,M,MIS_UNIT_REF_NO_200,S,E,U,RECV_ORIG_AC_NO_200,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000200,2026-07-19 07:13:00,SOURCE_CODE_200,2026-07-19 07:13:00,2026-07-19 07:13:00,200
MO,TRN000000000201,938561,EVEN,766331,001,100000000201,USD,D,ATM,AMOUNT_TAG_201,17701.000,1.78000000,12130.000,CUST000201,100000000201,RELATED_REFERENC,Y,MIS_HEAD_,2026-07-20,2026-07-20,2026-07-20,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,457006,USER_ID_201,BANK_CODE_20,8,B,T,AUTH_ID_201,P,A,C,C,D,NODE_201,Y,O,U,896837,Y,I,F,Y,1,33,Y,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_201,CUST000201,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_201,M,MIS_UNIT_REF_NO_201,S,E,U,RECV_ORIG_AC_NO_201,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000201,2026-07-20 08:20:00,SOURCE_CODE_201,2026-07-20 08:20:00,2026-07-20 08:20:00,201
MO,TRN000000000202,451376,EVEN,812270,002,100000000202,PEN,C,DEP,AMOUNT_TAG_202,19410.800,4.02000000,24904.700,CUST000202,100000000202,RELATED_REFERENC,N,MIS_HEAD_,2026-07-21,2026-07-21,2026-07-21,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,630647,USER_ID_202,BANK_CODE_20,1,B,T,AUTH_ID_202,P,A,C,C,D,NODE_202,Y,O,U,931700,N,I,F,N,1,34,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_202,CUST000202,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_202,M,MIS_UNIT_REF_NO_202,S,E,U,RECV_ORIG_AC_NO_202,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000202,2026-07-21 09:27:00,SOURCE_CODE_202,2026-07-21 09:27:00,2026-07-21 09:27:00,202
MO,TRN000000000203,181268,EVEN,465440,003,100000000203,EUR,D,WDR,AMOUNT_TAG_203,24957.600,2.15000000,1273.600,CUST000203,100000000203,RELATED_REFERENC,N,MIS_HEAD_,2026-07-22,2026-07-22,2026-07-22,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,961855,USER_ID_203,BANK_CODE_20,30,B,T,AUTH_ID_203,P,A,C,C,D,NODE_203,Y,O,U,314807,N,I,F,N,1,32,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_203,CUST000203,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_203,M,MIS_UNIT_REF_NO_203,S,E,U,RECV_ORIG_AC_NO_203,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000203,2026-07-22 10:34:00,SOURCE_CODE_203,2026-07-22 10:34:00,2026-07-22 10:34:00,203
MO,TRN000000000204,80187,EVEN,435205,004,100000000204,BRL,C,TRF,AMOUNT_TAG_204,20886.900,1.71000000,21579.900,CUST000204,100000000204,RELATED_REFERENC,N,MIS_HEAD_,2026-07-23,2026-07-23,2026-07-23,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,467679,USER_ID_204,BANK_CODE_20,29,B,T,AUTH_ID_204,P,A,C,C,D,NODE_204,Y,O,U,525201,N,I,F,N,1,32,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_204,CUST000204,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_204,M,MIS_UNIT_REF_NO_204,S,E,U,RECV_ORIG_AC_NO_204,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000204,2026-07-23 11:41:00,SOURCE_CODE_204,2026-07-23 11:41:00,2026-07-23 11:41:00,204
MO,TRN000000000205,812178,EVEN,694857,005,100000000205,USD,D,FEE,AMOUNT_TAG_205,7278.500,4.39000000,4751.600,CUST000205,100000000205,RELATED_REFERENC,N,MIS_HEAD_,2026-07-24,2026-07-24,2026-07-24,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,910957,USER_ID_205,BANK_CODE_20,30,B,T,AUTH_ID_205,P,A,C,C,D,NODE_205,Y,O,U,818504,N,I,F,N,1,1,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_205,CUST000205,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_205,M,MIS_UNIT_REF_NO_205,S,E,U,RECV_ORIG_AC_NO_205,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000205,2026-07-24 12:48:00,SOURCE_CODE_205,2026-07-24 12:48:00,2026-07-24 12:48:00,205
MO,TRN000000000206,450145,EVEN,873367,006,100000000206,PEN,C,INT,AMOUNT_TAG_206,4007.100,2.73000000,24427.000,CUST000206,100000000206,RELATED_REFERENC,Y,MIS_HEAD_,2026-07-25,2026-07-25,2026-07-25,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,757658,USER_ID_206,BANK_CODE_20,19,B,T,AUTH_ID_206,P,A,C,C,D,NODE_206,Y,O,U,96254,Y,I,F,Y,1,25,Y,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_206,CUST000206,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_206,M,MIS_UNIT_REF_NO_206,S,E,U,RECV_ORIG_AC_NO_206,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000206,2026-07-25 13:55:00,SOURCE_CODE_206,2026-07-25 13:55:00,2026-07-25 13:55:00,206
MO,TRN000000000207,291685,EVEN,686975,007,100000000207,EUR,D,REV,AMOUNT_TAG_207,20798.700,2.72000000,1288.200,CUST000207,100000000207,RELATED_REFERENC,N,MIS_HEAD_,2026-07-26,2026-07-26,2026-07-26,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,295030,USER_ID_207,BANK_CODE_20,26,B,T,AUTH_ID_207,P,A,C,C,D,NODE_207,Y,O,U,92680,N,I,F,N,1,9,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_207,CUST000207,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_207,M,MIS_UNIT_REF_NO_207,S,E,U,RECV_ORIG_AC_NO_207,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000207,2026-07-26 14:02:00,SOURCE_CODE_207,2026-07-26 14:02:00,2026-07-26 14:02:00,207
MO,TRN000000000208,623433,EVEN,269080,008,100000000208,BRL,C,PAY,AMOUNT_TAG_208,11300.500,3.86000000,20958.400,CUST000208,100000000208,RELATED_REFERENC,N,MIS_HEAD_,2026-07-27,2026-07-27,2026-07-27,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,724798,USER_ID_208,BANK_CODE_20,16,B,T,AUTH_ID_208,P,U,C,C,D,NODE_208,Y,O,U,176217,N,I,F,N,1,36,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_208,CUST000208,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_208,M,MIS_UNIT_REF_NO_208,S,E,U,RECV_ORIG_AC_NO_208,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000208,2026-07-27 15:09:00,SOURCE_CODE_208,2026-07-27 15:09:00,2026-07-27 15:09:00,208
MO,TRN000000000209,621670,EVEN,26103,009,100000000209,USD,D,ATM,AMOUNT_TAG_209,23595.900,2.99000000,5217.800,CUST000209,100000000209,RELATED_REFERENC,N,MIS_HEAD_,2026-07-28,2026-07-28,2026-07-28,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,115144,USER_ID_209,BANK_CODE_20,18,B,T,AUTH_ID_209,P,A,C,C,D,NODE_209,Y,O,U,226233,N,I,F,N,1,17,N,G,DEP,CUSTOM_REF_NO_20,INTERFACE_REF_NO_209,CUST000209,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_209,M,MIS_UNIT_REF_NO_209,S,E,U,RECV_ORIG_AC_NO_209,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000209,2026-07-28 16:16:00,SOURCE_CODE_209,2026-07-28 16:16:00,2026-07-28 16:16:00,209
MO,TRN000000000210,410492,EVEN,422172,010,100000000210,PEN,C,DEP,AMOUNT_TAG_210,22194.000,1.67000000,6278.300,CUST000210,100000000210,RELATED_REFERENC,N,MIS_HEAD_,2026-07-29,2026-07-29,2026-07-29,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,496039,USER_ID_210,BANK_CODE_21,9,B,T,AUTH_ID_210,P,A,C,C,D,NODE_210,Y,O,U,253611,N,I,F,N,1,27,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_210,CUST000210,N,M,A,Y,N,E,E,I,SYSTEM_AC_NO_210,M,MIS_UNIT_REF_NO_210,S,E,U,RECV_ORIG_AC_NO_210,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000210,2026-07-29 17:23:00,SOURCE_CODE_210,2026-07-29 17:23:00,2026-07-29 17:23:00,210
MO,TRN000000000211,622657,EVEN,424884,011,100000000211,EUR,D,WDR,AMOUNT_TAG_211,17643.800,3.65000000,21838.200,CUST000211,100000000211,RELATED_REFERENC,Y,MIS_HEAD_,2026-07-30,2026-07-30,2026-07-30,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,354549,USER_ID_211,BANK_CODE_21,28,B,T,AUTH_ID_211,P,A,C,C,D,NODE_211,Y,O,U,842927,Y,I,F,Y,1,14,Y,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_211,CUST000211,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_211,M,MIS_UNIT_REF_NO_211,S,E,U,RECV_ORIG_AC_NO_211,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000211,2026-07-30 18:30:00,SOURCE_CODE_211,2026-07-30 18:30:00,2026-07-30 18:30:00,211
MO,TRN000000000212,836006,EVEN,804648,012,100000000212,BRL,C,TRF,AMOUNT_TAG_212,21188.800,4.49000000,3315.200,CUST000212,100000000212,RELATED_REFERENC,N,MIS_HEAD_,2026-07-31,2026-07-31,2026-07-31,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,728568,USER_ID_212,BANK_CODE_21,18,B,T,AUTH_ID_212,P,A,C,C,D,NODE_212,Y,O,U,243813,N,I,F,N,1,14,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_212,CUST000212,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_212,M,MIS_UNIT_REF_NO_212,S,E,U,RECV_ORIG_AC_NO_212,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000212,2026-07-31 19:37:00,SOURCE_CODE_212,2026-07-31 19:37:00,2026-07-31 19:37:00,212
MO,TRN000000000213,935049,EVEN,791734,013,100000000213,USD,D,FEE,AMOUNT_TAG_213,7094.000,3.45000000,15320.900,CUST000213,100000000213,RELATED_REFERENC,N,MIS_HEAD_,2026-08-01,2026-08-01,2026-08-01,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,785929,USER_ID_213,BANK_CODE_21,25,B,T,AUTH_ID_213,P,A,C,C,D,NODE_213,Y,O,U,642659,N,I,F,N,1,22,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_213,CUST000213,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_213,M,MIS_UNIT_REF_NO_213,S,E,U,RECV_ORIG_AC_NO_213,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000213,2026-08-01 20:44:00,SOURCE_CODE_213,2026-08-01 20:44:00,2026-08-01 20:44:00,213
MO,TRN000000000214,889408,EVEN,718084,014,100000000214,PEN,C,INT,AMOUNT_TAG_214,1984.200,1.90000000,2068.600,CUST000214,100000000214,RELATED_REFERENC,N,MIS_HEAD_,2026-08-02,2026-08-02,2026-08-02,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,984580,USER_ID_214,BANK_CODE_21,17,B,T,AUTH_ID_214,P,A,C,C,D,NODE_214,Y,O,U,86570,N,I,F,N,1,32,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_214,CUST000214,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_214,M,MIS_UNIT_REF_NO_214,S,E,U,RECV_ORIG_AC_NO_214,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000214,2026-08-02 21:51:00,SOURCE_CODE_214,2026-08-02 21:51:00,2026-08-02 21:51:00,214
MO,TRN000000000215,650748,EVEN,25109,015,100000000215,EUR,D,REV,AMOUNT_TAG_215,4678.400,2.51000000,10592.600,CUST000215,100000000215,RELATED_REFERENC,N,MIS_HEAD_,2026-08-03,2026-08-03,2026-08-03,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,4155,USER_ID_215,BANK_CODE_21,21,B,T,AUTH_ID_215,P,A,C,C,D,NODE_215,Y,O,U,244860,N,I,F,N,1,28,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_215,CUST000215,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_215,M,MIS_UNIT_REF_NO_215,S,E,U,RECV_ORIG_AC_NO_215,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000215,2026-08-03 22:58:00,SOURCE_CODE_215,2026-08-03 22:58:00,2026-08-03 22:58:00,215
MO,TRN000000000216,223797,EVEN,597960,016,100000000216,BRL,C,PAY,AMOUNT_TAG_216,17930.200,0.84000000,18749.900,CUST000216,100000000216,RELATED_REFERENC,Y,MIS_HEAD_,2026-08-04,2026-08-04,2026-08-04,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,278037,USER_ID_216,BANK_CODE_21,24,B,T,AUTH_ID_216,P,A,C,C,D,NODE_216,Y,O,U,957607,Y,I,F,Y,1,35,Y,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_216,CUST000216,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_216,M,MIS_UNIT_REF_NO_216,S,E,U,RECV_ORIG_AC_NO_216,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000216,2026-08-04 23:05:00,SOURCE_CODE_216,2026-08-04 23:05:00,2026-08-04 23:05:00,216
MO,TRN000000000217,216316,EVEN,740091,017,100000000217,USD,D,ATM,AMOUNT_TAG_217,3342.200,1.44000000,378.200,CUST000217,100000000217,RELATED_REFERENC,N,MIS_HEAD_,2026-08-05,2026-08-05,2026-08-05,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,235092,USER_ID_217,BANK_CODE_21,19,B,T,AUTH_ID_217,P,A,C,C,D,NODE_217,Y,O,U,977482,N,I,F,N,1,16,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_217,CUST000217,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_217,M,MIS_UNIT_REF_NO_217,S,E,U,RECV_ORIG_AC_NO_217,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000217,2026-08-05 00:12:00,SOURCE_CODE_217,2026-08-05 00:12:00,2026-08-05 00:12:00,217
MO,TRN000000000218,566393,EVEN,301408,018,100000000218,PEN,C,DEP,AMOUNT_TAG_218,7823.200,4.23000000,12765.200,CUST000218,100000000218,RELATED_REFERENC,N,MIS_HEAD_,2026-08-06,2026-08-06,2026-08-06,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,62694,USER_ID_218,BANK_CODE_21,24,B,T,AUTH_ID_218,P,A,C,C,D,NODE_218,Y,O,U,259999,N,I,F,N,1,25,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_218,CUST000218,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_218,M,MIS_UNIT_REF_NO_218,S,E,U,RECV_ORIG_AC_NO_218,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000218,2026-08-06 01:19:00,SOURCE_CODE_218,2026-08-06 01:19:00,2026-08-06 01:19:00,218
MO,TRN000000000219,497221,EVEN,76058,019,100000000219,EUR,D,WDR,AMOUNT_TAG_219,12794.700,0.85000000,3826.300,CUST000219,100000000219,RELATED_REFERENC,N,MIS_HEAD_,2026-08-07,2026-08-07,2026-08-07,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,29048,USER_ID_219,BANK_CODE_21,22,B,T,AUTH_ID_219,P,A,C,C,D,NODE_219,Y,O,U,184918,N,I,F,N,1,8,N,G,DEP,CUSTOM_REF_NO_21,INTERFACE_REF_NO_219,CUST000219,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_219,M,MIS_UNIT_REF_NO_219,S,E,U,RECV_ORIG_AC_NO_219,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000219,2026-08-07 02:26:00,SOURCE_CODE_219,2026-08-07 02:26:00,2026-08-07 02:26:00,219
MO,TRN000000000220,544107,EVEN,830580,020,100000000220,BRL,C,TRF,AMOUNT_TAG_220,254.600,2.79000000,2589.600,CUST000220,100000000220,RELATED_REFERENC,N,MIS_HEAD_,2026-08-08,2026-08-08,2026-08-08,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,745302,USER_ID_220,BANK_CODE_22,4,B,T,AUTH_ID_220,P,A,C,C,D,NODE_220,Y,O,U,436348,N,I,F,N,1,36,N,G,DEP,CUSTOM_REF_NO_22,INTERFACE_REF_NO_220,CUST000220,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_220,M,MIS_UNIT_REF_NO_220,S,E,U,RECV_ORIG_AC_NO_220,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000220,2026-08-08 03:33:00,SOURCE_CODE_220,2026-08-08 03:33:00,2026-08-08 03:33:00,220
MO,TRN000000000221,738911,EVEN,712994,021,100000000221,USD,D,FEE,AMOUNT_TAG_221,18605.100,1.62000000,15556.500,CUST000221,100000000221,RELATED_REFERENC,Y,MIS_HEAD_,2026-08-09,2026-08-09,2026-08-09,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,266107,USER_ID_221,BANK_CODE_22,20,B,T,AUTH_ID_221,P,A,C,C,D,NODE_221,Y,O,U,466133,Y,I,F,Y,1,10,Y,G,DEP,CUSTOM_REF_NO_22,INTERFACE_REF_NO_221,CUST000221,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_221,M,MIS_UNIT_REF_NO_221,S,E,U,RECV_ORIG_AC_NO_221,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000221,2026-08-09 04:40:00,SOURCE_CODE_221,2026-08-09 04:40:00,2026-08-09 04:40:00,221
MO,TRN000000000222,951621,EVEN,826971,022,100000000222,PEN,C,INT,AMOUNT_TAG_222,6429.900,3.88000000,20793.100,CUST000222,100000000222,RELATED_REFERENC,N,MIS_HEAD_,2026-08-10,2026-08-10,2026-08-10,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,968191,USER_ID_222,BANK_CODE_22,7,B,T,AUTH_ID_222,P,A,C,C,D,NODE_222,Y,O,U,203820,N,I,F,N,1,3,N,G,DEP,CUSTOM_REF_NO_22,INTERFACE_REF_NO_222,CUST000222,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_222,M,MIS_UNIT_REF_NO_222,S,E,U,RECV_ORIG_AC_NO_222,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000222,2026-08-10 05:47:00,SOURCE_CODE_222,2026-08-10 05:47:00,2026-08-10 05:47:00,222
MO,TRN000000000223,552186,EVEN,322272,023,100000000223,EUR,D,REV,AMOUNT_TAG_223,55724.800,2.87000000,128507.200,CUST000223,100000000223,RELATED_REFERENC,N,MIS_HEAD_,2026-08-11,2026-08-11,2026-08-11,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,11443,USER_ID_223,BANK_CODE_22,31,B,T,AUTH_ID_223,P,A,C,C,D,NODE_223,Y,O,U,749247,N,I,F,N,1,16,N,G,DEP,CUSTOM_REF_NO_22,INTERFACE_REF_NO_223,CUST000223,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_223,M,MIS_UNIT_REF_NO_223,S,E,U,RECV_ORIG_AC_NO_223,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000223,2026-08-11 06:54:00,SOURCE_CODE_223,2026-08-11 06:54:00,2026-08-11 06:54:00,223
MO,TRN000000000224,183557,EVEN,335394,024,100000000224,BRL,C,PAY,AMOUNT_TAG_224,7626.000,1.69000000,4225.200,CUST000224,100000000224,RELATED_REFERENC,N,MIS_HEAD_,2026-08-12,2026-08-12,2026-08-12,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,319799,USER_ID_224,BANK_CODE_22,23,B,T,AUTH_ID_224,P,A,C,C,D,NODE_224,Y,O,U,298406,N,I,F,N,1,10,N,G,DEP,CUSTOM_REF_NO_22,INTERFACE_REF_NO_224,CUST000224,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_224,M,MIS_UNIT_REF_NO_224,S,E,U,RECV_ORIG_AC_NO_224,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000224,2026-08-12 07:01:00,SOURCE_CODE_224,2026-08-12 07:01:00,2026-08-12 07:01:00,224
