XREF,PRODUCT_CODE,BRANCH_CODE,TRN_REF_NO,TXN_ACC,TXN_CCY,TXN_AMOUNT,TXN_BRANCH,TXN_TRN_CODE,OFS_ACC,OFS_CCY,OFS_AMOUNT,OFS_BRANCH,OFS_TRN_CODE,EXCH_RATE,LCY_AMOUNT,TRN_DT,VALUE_DT,DR_INSTRUMENT_CODE,CR_INSTRUMENT_CODE,REL_CUSTOMER,CHARGE_ACCOUNT,CHG_GL,CHG_CCY,CHG_AMT,CHG_IN_ACY,CHG_IN_LCY,CHG_CCY_ACY_RATE,ACY_LCY_RATE,NETTING_IND,TXN_CODE,MIS_HEAD_1,CHG_GL_1,CHG_CCY_1,CHG_AMT_1,CHG_IN_ACY_1,CHG_IN_LCY_1,CHG_CCY_ACY_RATE_1,ACY_LCY_RATE_1,NETTING_IND_1,TXN_CODE_1,MIS_HEAD_2,CHG_GL_2,CHG_CCY_2,CHG_AMT_2,CHG_IN_ACY_2,CHG_IN_LCY_2,CHG_CCY_ACY_RATE_2,ACY_LCY_RATE_2,NETTING_IND_2,TXN_CODE_2,MIS_HEAD_3,CHG_GL_3,CHG_CCY_3,CHG_AMT_3,CHG_IN_ACY_3,CHG_IN_LCY_3,CHG_CCY_ACY_RATE_3,ACY_LCY_RATE_3,NETTING_IND_3,TXN_CODE_3,MIS_HEAD_4,CHG_GL_4,CHG_CCY_4,CHG_AMT_4,CHG_IN_ACY_4,CHG_IN_LCY_4,CHG_CCY_ACY_RATE_4,ACY_LCY_RATE_4,NETTING_IND_4,TXN_CODE_4,MIS_HEAD_5,REM_ACC,REM_BANK,REM_BRANCH,ROUTING_NO,END_POINT,SERIAL_NO,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REPAIR_REASON,MOD_NO,SCODE,MIS_HEAD,NARRATIVE,DR_ACC,MODULE,ESN,EVENT_CODE,ROUTE_CODE,FT_PROBLEM,TRACK_RECEIVABLE,TIME_RECEIVED,THEIR_CHGS2,THEIR_CHGS3,THEIR_CHGS4,THEIR_CHGS,THEIR_CHGS1,THEIR_ACC,THEIR_ACC1,THEIR_ACC2,THEIR_ACC3,THEIR_ACC4,LCY_EXCH_RATE,CR_CUST_NO,TXN_ID,UDF_1,UDF_2,UDF_3,UDF_4,UDF_5,JOB_NO,BEN_ACC,ADJ_AMT,HOUSE_LOCATION,PASSBOOK_NO,PASSBOOK_AMT,REG_FLAG,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,ACTUAL_TXN_AMOUNT,SAV_CODE,SAV_VAL_STAT,DD_CREATION_DT,DD_LAST_UPD,DD_ID
XREF_167,CARD,017,TRN000000000167,100000000167,EUR,13072.900,017,REV,100000000167,EUR,21956.400,017,REV,4.3400,21630.500,2026-06-16,2026-06-16,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000167,100000000167,CHG_GL_16,EUR,5801.800,515701,787935,3.0100,2.0600,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,2559.400,911589,323402,2.7500,1.0200,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,7493.600,876075,325301,3.5300,2.5300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,799.000,181469,221084,3.7600,4.4400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16230.800,769709,310222,3.5800,2.8800,N,TXN,MIS_HEAD_,100000000167,REM_BANK_167,017,ROUTING_NO_167,END_POINT,SERIAL_NO_167,O,A,MAKER_ID_167,2026-06-16,CHECKER_ID_1,2026-06-16,REPAIR_REASON_167,802175,SCODE_167,MIS_HEAD_,Synthetic banking narrative row 167,100,MO,167,EVEN,ROUTE_CODE_167,F,T,2026-06-16 22:22:00,T,T,T,T,T,100000000167,100000000167,100000000167,100000000167,100000000167,3.990000000000,CUST000167,TXN0000000000000167,UDF_1_167,UDF_2_167,UDF_3_167,UDF_4_167,UDF_5_167,67,100000000167,18094.900,HOUS,PASSBOOK_NO_167,2999.300,N,EXT_OFSTXN_CODE,DATA_1_167,DATA_2_167,DATA_3_167,DATA_4_167,DATA_5_167,DATA_6_167,DATA_7_167,DATA_8_167,DATA_9_167,C,BATCH_REF_NO_167,REV,14482.900,SAV_,S,2026-06-16 22:22:00,2026-06-16 22:22:00,167
XREF_168,CLRG,018,TRN000000000168,100000000168,BRL,17884.900,018,PAY,100000000168,BRL,15678.100,018,PAY,1.9200,5286.500,2026-06-17,2026-06-17,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000168,100000000168,CHG_GL_16,BRL,9566.400,468749,60682,2.6100,1.7500,N,PAY,MIS_HEAD_,CHG_GL_1_,CHG,12130.600,337205,573062,2.4600,1.3900,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19157.900,619036,920299,1.9200,2.2500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,13093.400,65685,221258,1.9900,3.8300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,17977.000,739617,540579,3.0900,1.2300,N,TXN,MIS_HEAD_,100000000168,REM_BANK_168,018,ROUTING_NO_168,END_POINT,SERIAL_NO_168,O,A,MAKER_ID_168,2026-06-17,CHECKER_ID_1,2026-06-17,REPAIR_REASON_168,415426,SCODE_168,MIS_HEAD_,Synthetic banking narrative row 168,100,MO,168,EVEN,ROUTE_CODE_168,F,T,2026-06-17 23:29:00,T,T,T,T,T,100000000168,100000000168,100000000168,100000000168,100000000168,3.090000000000,CUST000168,TXN0000000000000168,UDF_1_168,UDF_2_168,UDF_3_168,UDF_4_168,UDF_5_168,68,100000000168,23838.200,HOUS,PASSBOOK_NO_168,19604.700,N,EXT_OFSTXN_CODE,DATA_1_168,DATA_2_168,DATA_3_168,DATA_4_168,DATA_5_168,DATA_6_168,DATA_7_168,DATA_8_168,DATA_9_168,C,BATCH_REF_NO_168,PAY,15434.300,SAV_,S,2026-06-17 23:29:00,2026-06-17 23:29:00,168
XREF_169,SAV1,019,TRN000000000169,100000000169,USD,12653.200,019,ATM,100000000169,USD,21113.100,019,ATM,1.4300,1740.500,2026-06-18,2026-06-18,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000169,100000000169,CHG_GL_16,USD,24837.300,348420,520878,4.0900,4.0300,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,8475.200,512268,458619,1.9000,4.1400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,3067.100,595428,69264,1.3300,0.8400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,20553.600,341664,917398,4.0000,2.2400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,22747.500,857562,246526,2.3700,1.1600,N,TXN,MIS_HEAD_,100000000169,REM_BANK_169,019,ROUTING_NO_169,END_POINT,SERIAL_NO_169,O,A,MAKER_ID_169,2026-06-18,CHECKER_ID_1,2026-06-18,REPAIR_REASON_169,501071,SCODE_169,MIS_HEAD_,Synthetic banking narrative row 169,100,MO,169,EVEN,ROUTE_CODE_169,F,T,2026-06-18 00:36:00,T,T,T,T,T,100000000169,100000000169,100000000169,100000000169,100000000169,2.080000000000,CUST000169,TXN0000000000000169,UDF_1_169,UDF_2_169,UDF_3_169,UDF_4_169,UDF_5_169,69,100000000169,6602.200,HOUS,PASSBOOK_NO_169,162.800,N,EXT_OFSTXN_CODE,DATA_1_169,DATA_2_169,DATA_3_169,DATA_4_169,DATA_5_169,DATA_6_169,DATA_7_169,DATA_8_169,DATA_9_169,C,BATCH_REF_NO_169,ATM,16167.900,SAV_,S,2026-06-18 00:36:00,2026-06-18 00:36:00,169
XREF_170,CURR,020,TRN000000000170,100000000170,PEN,12404.300,020,DEP,100000000170,PEN,3576.500,020,DEP,2.0700,14311.300,2026-06-19,2026-06-19,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000170,100000000170,CHG_GL_17,PEN,19382.100,687757,987224,2.2800,0.9900,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,15998.600,486175,222679,2.5900,1.5600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,8469.600,416925,661236,1.2200,1.7200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,17201.400,277804,485574,3.0600,1.3700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,3733.100,250699,735388,2.5300,3.3500,N,TXN,MIS_HEAD_,100000000170,REM_BANK_170,020,ROUTING_NO_170,END_POINT,SERIAL_NO_170,O,A,MAKER_ID_170,2026-06-19,CHECKER_ID_1,2026-06-19,REPAIR_REASON_170,442354,SCODE_170,MIS_HEAD_,Synthetic banking narrative row 170,100,MO,170,EVEN,ROUTE_CODE_170,F,T,2026-06-19 01:43:00,T,T,T,T,T,100000000170,100000000170,100000000170,100000000170,100000000170,4.410000000000,CUST000170,TXN0000000000000170,UDF_1_170,UDF_2_170,UDF_3_170,UDF_4_170,UDF_5_170,70,100000000170,4497.400,HOUS,PASSBOOK_NO_170,5004.000,N,EXT_OFSTXN_CODE,DATA_1_170,DATA_2_170,DATA_3_170,DATA_4_170,DATA_5_170,DATA_6_170,DATA_7_170,DATA_8_170,DATA_9_170,C,BATCH_REF_NO_170,DEP,11121.100,SAV_,S,2026-06-19 01:43:00,2026-06-19 01:43:00,170
XREF_171,LOAN,021,TRN000000000171,100000000171,EUR,2022.700,021,WDR,100000000171,EUR,8531.200,021,WDR,0.9900,8292.400,2026-06-20,2026-06-20,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000171,100000000171,CHG_GL_17,EUR,24572.500,937557,78516,1.3700,4.4500,Y,WDR,MIS_HEAD_,CHG_GL_1_,CHG,14582.100,729894,416890,3.1100,1.7400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,8195.200,242957,263119,2.5300,2.3900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,24163.600,864866,94880,3.3800,2.2100,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,7483.700,446598,681407,1.3300,1.7400,N,TXN,MIS_HEAD_,100000000171,REM_BANK_171,021,ROUTING_NO_171,END_POINT,SERIAL_NO_171,O,A,MAKER_ID_171,2026-06-20,CHECKER_ID_1,2026-06-20,REPAIR_REASON_171,962095,SCODE_171,MIS_HEAD_,Synthetic banking narrative row 171,100,MO,171,EVEN,ROUTE_CODE_171,F,T,2026-06-20 02:50:00,T,T,T,T,T,100000000171,100000000171,100000000171,100000000171,100000000171,3.210000000000,CUST000171,TXN0000000000000171,UDF_1_171,UDF_2_171,UDF_3_171,UDF_4_171,UDF_5_171,71,100000000171,24655.000,HOUS,PASSBOOK_NO_171,7724.600,Y,EXT_OFSTXN_CODE,DATA_1_171,DATA_2_171,DATA_3_171,DATA_4_171,DATA_5_171,DATA_6_171,DATA_7_171,DATA_8_171,DATA_9_171,C,BATCH_REF_NO_171,WDR,17120.100,SAV_,S,2026-06-20 02:50:00,2026-06-20 02:50:00,171
XREF_172,TD01,022,TRN000000000172,100000000172,BRL,21114.800,022,TRF,100000000172,BRL,12426.200,022,TRF,1.5000,4594.800,2026-06-21,2026-06-21,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000172,100000000172,CHG_GL_17,BRL,20578.200,544729,745262,1.2000,4.2100,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,1833.800,959815,101509,3.8700,4.3200,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,18723.700,310618,793456,2.1000,2.8400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,18089.000,485845,178692,1.1400,2.3500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,4668.100,517214,26493,1.5000,4.0600,N,TXN,MIS_HEAD_,100000000172,REM_BANK_172,022,ROUTING_NO_172,END_POINT,SERIAL_NO_172,O,A,MAKER_ID_172,2026-06-21,CHECKER_ID_1,2026-06-21,REPAIR_REASON_172,600784,SCODE_172,MIS_HEAD_,Synthetic banking narrative row 172,100,MO,172,EVEN,ROUTE_CODE_172,F,T,2026-06-21 03:57:00,T,T,T,T,T,100000000172,100000000172,100000000172,100000000172,100000000172,2.500000000000,CUST000172,TXN0000000000000172,UDF_1_172,UDF_2_172,UDF_3_172,UDF_4_172,UDF_5_172,72,100000000172,5828.000,HOUS,PASSBOOK_NO_172,12455.200,N,EXT_OFSTXN_CODE,DATA_1_172,DATA_2_172,DATA_3_172,DATA_4_172,DATA_5_172,DATA_6_172,DATA_7_172,DATA_8_172,DATA_9_172,C,BATCH_REF_NO_172,TRF,18146.300,SAV_,S,2026-06-21 03:57:00,2026-06-21 03:57:00,172
XREF_173,CARD,023,TRN000000000173,100000000173,USD,20235.100,023,FEE,100000000173,USD,20451.400,023,FEE,3.2900,10380.300,2026-06-22,2026-06-22,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000173,100000000173,CHG_GL_17,USD,24373.100,454708,133460,1.3000,0.8600,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,4242.500,163205,471821,2.9100,1.4700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,12580.400,11843,14135,2.5000,2.2200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,8577.700,107429,67899,3.8500,3.2000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,2807.000,898512,224144,3.6800,3.1300,N,TXN,MIS_HEAD_,100000000173,REM_BANK_173,023,ROUTING_NO_173,END_POINT,SERIAL_NO_173,O,A,MAKER_ID_173,2026-06-22,CHECKER_ID_1,2026-06-22,REPAIR_REASON_173,407367,SCODE_173,MIS_HEAD_,Synthetic banking narrative row 173,100,MO,173,EVEN,ROUTE_CODE_173,F,T,2026-06-22 04:04:00,T,T,T,T,T,100000000173,100000000173,100000000173,100000000173,100000000173,4.050000000000,CUST000173,TXN0000000000000173,UDF_1_173,UDF_2_173,UDF_3_173,UDF_4_173,UDF_5_173,73,100000000173,11950.100,HOUS,PASSBOOK_NO_173,9056.100,N,EXT_OFSTXN_CODE,DATA_1_173,DATA_2_173,DATA_3_173,DATA_4_173,DATA_5_173,DATA_6_173,DATA_7_173,DATA_8_173,DATA_9_173,C,BATCH_REF_NO_173,FEE,6728.300,SAV_,S,2026-06-22 04:04:00,2026-06-22 04:04:00,173
XREF_174,CLRG,024,TRN000000000174,100000000174,PEN,13851.100,024,INT,100000000174,PEN,20708.100,024,INT,4.3100,13969.500,2026-06-23,2026-06-23,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000174,100000000174,CHG_GL_17,PEN,7098.300,62653,383798,4.0500,3.7100,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,1389.700,113601,597626,1.4100,2.5500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,9870.500,774446,189546,1.9900,3.1300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,9876.600,38704,725287,3.1900,2.2500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,8162.800,399323,297058,2.4100,4.3200,N,TXN,MIS_HEAD_,100000000174,REM_BANK_174,024,ROUTING_NO_174,END_POINT,SERIAL_NO_174,O,A,MAKER_ID_174,2026-06-23,CHECKER_ID_1,2026-06-23,REPAIR_REASON_174,908504,SCODE_174,MIS_HEAD_,Synthetic banking narrative row 174,100,MO,174,EVEN,ROUTE_CODE_174,F,T,2026-06-23 05:11:00,T,T,T,T,T,100000000174,100000000174,100000000174,100000000174,100000000174,4.380000000000,CUST000174,TXN0000000000000174,UDF_1_174,UDF_2_174,UDF_3_174,UDF_4_174,UDF_5_174,74,100000000174,19011.700,HOUS,PASSBOOK_NO_174,2432.700,N,EXT_OFSTXN_CODE,DATA_1_174,DATA_2_174,DATA_3_174,DATA_4_174,DATA_5_174,DATA_6_174,DATA_7_174,DATA_8_174,DATA_9_174,C,BATCH_REF_NO_174,INT,16409.000,SAV_,S,2026-06-23 05:11:00,2026-06-23 05:11:00,174
XREF_175,SAV1,025,TRN000000000175,100000000175,EUR,6968.900,025,REV,100000000175,EUR,3385.600,025,REV,0.9600,22090.400,2026-06-24,2026-06-24,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000175,100000000175,CHG_GL_17,EUR,14408.200,151166,825504,3.0100,1.5800,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,3735.300,927676,874050,2.1700,0.8000,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,18834.000,228431,660282,2.9000,4.2900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,8190.500,75307,374069,0.8700,3.9000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16750.100,206214,605461,1.8500,1.9500,N,TXN,MIS_HEAD_,100000000175,REM_BANK_175,025,ROUTING_NO_175,END_POINT,SERIAL_NO_175,O,A,MAKER_ID_175,2026-06-24,CHECKER_ID_1,2026-06-24,REPAIR_REASON_175,299311,SCODE_175,MIS_HEAD_,Synthetic banking narrative row 175,100,MO,175,EVEN,ROUTE_CODE_175,F,T,2026-06-24 06:18:00,T,T,T,T,T,100000000175,100000000175,100000000175,100000000175,100000000175,1.300000000000,CUST000175,TXN0000000000000175,UDF_1_175,UDF_2_175,UDF_3_175,UDF_4_175,UDF_5_175,75,100000000175,4092.700,HOUS,PASSBOOK_NO_175,3043.900,N,EXT_OFSTXN_CODE,DATA_1_175,DATA_2_175,DATA_3_175,DATA_4_175,DATA_5_175,DATA_6_175,DATA_7_175,DATA_8_175,DATA_9_175,C,BATCH_REF_NO_175,REV,16813.500,SAV_,S,2026-06-24 06:18:00,2026-06-24 06:18:00,175
XREF_176,CURR,001,TRN000000000176,100000000176,BRL,3838.400,001,PAY,100000000176,BRL,7787.900,001,PAY,1.2400,5199.400,2026-06-25,2026-06-25,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000176,100000000176,CHG_GL_17,BRL,6138.000,628357,846088,4.2700,2.8400,Y,PAY,MIS_HEAD_,CHG_GL_1_,CHG,7490.600,445547,523343,3.9800,0.9800,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,23448.700,763103,838595,3.9600,1.1900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,6198.800,106145,768711,3.0400,3.8600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,11935.700,143891,18235,2.1700,1.1700,N,TXN,MIS_HEAD_,100000000176,REM_BANK_176,001,ROUTING_NO_176,END_POINT,SERIAL_NO_176,O,A,MAKER_ID_176,2026-06-25,CHECKER_ID_1,2026-06-25,REPAIR_REASON_176,293901,SCODE_176,MIS_HEAD_,Synthetic banking narrative row 176,100,MO,176,EVEN,ROUTE_CODE_176,F,T,2026-06-25 07:25:00,T,T,T,T,T,100000000176,100000000176,100000000176,100000000176,100000000176,0.870000000000,CUST000176,TXN0000000000000176,UDF_1_176,UDF_2_176,UDF_3_176,UDF_4_176,UDF_5_176,76,100000000176,1422.900,HOUS,PASSBOOK_NO_176,9476.000,Y,EXT_OFSTXN_CODE,DATA_1_176,DATA_2_176,DATA_3_176,DATA_4_176,DATA_5_176,DATA_6_176,DATA_7_176,DATA_8_176,DATA_9_176,C,BATCH_REF_NO_176,PAY,17320.400,SAV_,S,2026-06-25 07:25:00,2026-06-25 07:25:00,176
XREF_177,LOAN,002,TRN000000000177,100000000177,USD,24934.400,002,ATM,100000000177,USD,11345.000,002,ATM,3.7000,23957.100,2026-06-26,2026-06-26,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000177,100000000177,CHG_GL_17,USD,13611.800,974056,674484,4.0200,1.0800,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,18886.700,501081,84566,1.0700,3.5700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,22909.600,269321,725286,3.7900,1.8500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,20394.800,312666,374030,1.2700,1.1600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,19671.700,492278,527724,3.3600,3.7400,N,TXN,MIS_HEAD_,100000000177,REM_BANK_177,002,ROUTING_NO_177,END_POINT,SERIAL_NO_177,O,A,MAKER_ID_177,2026-06-26,CHECKER_ID_1,2026-06-26,REPAIR_REASON_177,434444,SCODE_177,MIS_HEAD_,Synthetic banking narrative row 177,100,MO,177,EVEN,ROUTE_CODE_177,F,T,2026-06-26 08:32:00,T,T,T,T,T,100000000177,100000000177,100000000177,100000000177,100000000177,3.000000000000,CUST000177,TXN0000000000000177,UDF_1_177,UDF_2_177,UDF_3_177,UDF_4_177,UDF_5_177,77,100000000177,1340.400,HOUS,PASSBOOK_NO_177,12645.200,N,EXT_OFSTXN_CODE,DATA_1_177,DATA_2_177,DATA_3_177,DATA_4_177,DATA_5_177,DATA_6_177,DATA_7_177,DATA_8_177,DATA_9_177,C,BATCH_REF_NO_177,ATM,2038.300,SAV_,S,2026-06-26 08:32:00,2026-06-26 08:32:00,177
XREF_178,TD01,003,TRN000000000178,100000000178,PEN,655.700,003,DEP,100000000178,PEN,19738.300,003,DEP,1.5600,5494.000,2026-06-27,2026-06-27,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000178,100000000178,CHG_GL_17,PEN,10515.100,581726,672998,1.7000,4.1800,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,20840.400,687509,234926,2.5000,3.2800,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,14708.700,594547,770904,3.8100,3.8500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,11172.200,470975,777452,4.2800,1.2100,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,22716.800,800535,489461,3.2100,1.0400,N,TXN,MIS_HEAD_,100000000178,REM_BANK_178,003,ROUTING_NO_178,END_POINT,SERIAL_NO_178,O,A,MAKER_ID_178,2026-06-27,CHECKER_ID_1,2026-06-27,REPAIR_REASON_178,417376,SCODE_178,MIS_HEAD_,Synthetic banking narrative row 178,100,MO,178,EVEN,ROUTE_CODE_178,F,T,2026-06-27 09:39:00,T,T,T,T,T,100000000178,100000000178,100000000178,100000000178,100000000178,2.810000000000,CUST000178,TXN0000000000000178,UDF_1_178,UDF_2_178,UDF_3_178,UDF_4_178,UDF_5_178,78,100000000178,23734.400,HOUS,PASSBOOK_NO_178,17476.800,N,EXT_OFSTXN_CODE,DATA_1_178,DATA_2_178,DATA_3_178,DATA_4_178,DATA_5_178,DATA_6_178,DATA_7_178,DATA_8_178,DATA_9_178,C,BATCH_REF_NO_178,DEP,5705.600,SAV_,S,2026-06-27 09:39:00,2026-06-27 09:39:00,178
XREF_179,CARD,004,TRN000000000179,100000000179,EUR,24895.600,004,WDR,100000000179,EUR,16637.800,004,WDR,1.0700,22638.900,2026-06-28,2026-06-28,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000179,100000000179,CHG_GL_17,EUR,11416.100,229793,341391,1.3300,3.9900,N,WDR,MIS_HEAD_,CHG_GL_1_,CHG,17947.000,526304,996846,1.1300,1.5700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19976.600,351532,790758,4.3900,1.0300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,2046.200,322351,496603,2.0000,2.5700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,15813.100,276551,917636,1.7300,1.8600,N,TXN,MIS_HEAD_,100000000179,REM_BANK_179,004,ROUTING_NO_179,END_POINT,SERIAL_NO_179,O,A,MAKER_ID_179,2026-06-28,CHECKER_ID_1,2026-06-28,REPAIR_REASON_179,59016,SCODE_179,MIS_HEAD_,Synthetic banking narrative row 179,100,MO,179,EVEN,ROUTE_CODE_179,F,T,2026-06-28 10:46:00,T,T,T,T,T,100000000179,100000000179,100000000179,100000000179,100000000179,1.210000000000,CUST000179,TXN0000000000000179,UDF_1_179,UDF_2_179,UDF_3_179,UDF_4_179,UDF_5_179,79,100000000179,4621.700,HOUS,PASSBOOK_NO_179,9671.200,N,EXT_OFSTXN_CODE,DATA_1_179,DATA_2_179,DATA_3_179,DATA_4_179,DATA_5_179,DATA_6_179,DATA_7_179,DATA_8_179,DATA_9_179,C,BATCH_REF_NO_179,WDR,13926.800,SAV_,S,2026-06-28 10:46:00,2026-06-28 10:46:00,179
XREF_180,CLRG,005,TRN000000000180,100000000180,BRL,5788.600,005,TRF,100000000180,BRL,125.400,005,TRF,0.9200,23696.900,2026-06-29,2026-06-29,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000180,100000000180,CHG_GL_18,BRL,17294.600,247055,122267,2.6800,1.8600,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,7231.400,165289,980773,2.3700,1.4700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,24200.800,179442,751392,4.1700,3.4700,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,4032.600,276190,722707,0.8300,1.2300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,6682.200,383932,610904,4.0200,1.4200,N,TXN,MIS_HEAD_,100000000180,REM_BANK_180,005,ROUTING_NO_180,END_POINT,SERIAL_NO_180,O,A,MAKER_ID_180,2026-06-29,CHECKER_ID_1,2026-06-29,REPAIR_REASON_180,995431,SCODE_180,MIS_HEAD_,Synthetic banking narrative row 180,100,MO,180,EVEN,ROUTE_CODE_180,F,T,2026-06-29 11:53:00,T,T,T,T,T,100000000180,100000000180,100000000180,100000000180,100000000180,1.240000000000,CUST000180,TXN0000000000000180,UDF_1_180,UDF_2_180,UDF_3_180,UDF_4_180,UDF_5_180,80,100000000180,3588.000,HOUS,PASSBOOK_NO_180,7563.500,N,EXT_OFSTXN_CODE,DATA_1_180,DATA_2_180,DATA_3_180,DATA_4_180,DATA_5_180,DATA_6_180,DATA_7_180,DATA_8_180,DATA_9_180,C,BATCH_REF_NO_180,TRF,16512.500,SAV_,S,2026-06-29 11:53:00,2026-06-29 11:53:00,180
XREF_181,SAV1,006,TRN000000000181,100000000181,USD,21130.300,006,FEE,100000000181,USD,17713.800,006,FEE,3.0300,5636.400,2026-06-30,2026-06-30,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000181,100000000181,CHG_GL_18,USD,24336.100,151674,404521,1.3700,1.4600,Y,FEE,MIS_HEAD_,CHG_GL_1_,CHG,16259.900,952385,630849,2.1800,3.9700,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,8902.700,763464,871111,3.8200,2.8300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,13516.900,160928,193543,4.3500,2.5900,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,23182.000,633173,963005,2.7000,2.7600,N,TXN,MIS_HEAD_,100000000181,REM_BANK_181,006,ROUTING_NO_181,END_POINT,SERIAL_NO_181,O,A,MAKER_ID_181,2026-06-30,CHECKER_ID_1,2026-06-30,REPAIR_REASON_181,452721,SCODE_181,MIS_HEAD_,Synthetic banking narrative row 181,100,MO,181,EVEN,ROUTE_CODE_181,F,T,2026-06-30 12:00:00,T,T,T,T,T,100000000181,100000000181,100000000181,100000000181,100000000181,2.290000000000,CUST000181,TXN0000000000000181,UDF_1_181,UDF_2_181,UDF_3_181,UDF_4_181,UDF_5_181,81,100000000181,7891.800,HOUS,PASSBOOK_NO_181,18835.800,Y,EXT_OFSTXN_CODE,DATA_1_181,DATA_2_181,DATA_3_181,DATA_4_181,DATA_5_181,DATA_6_181,DATA_7_181,DATA_8_181,DATA_9_181,C,BATCH_REF_NO_181,FEE,23476.400,SAV_,S,2026-06-30 12:00:00,2026-06-30 12:00:00,181
