MODULE,TRN_REF_NO,EVENT_SR_NO,EVENT,AC_ENTRY_SR_NO,AC_BRANCH,AC_NO,AC_CCY,DRCR_IND,TRN_CODE,AMOUNT_TAG,FCY_AMOUNT,EXCH_RATE,LCY_AMOUNT,RELATED_CUSTOMER,RELATED_ACCOUNT,RELATED_REFERENCE,MIS_FLAG,MIS_HEAD,TRN_DT,VALUE_DT,TXN_INIT_DATE,FINANCIAL_CYCLE,PERIOD_CODE,INSTRUMENT_CODE,BATCH_NO,CURR_NO,USER_ID,BANK_CODE,AVLDAYS,BALANCE_UPD,TYPE,AUTH_ID,PRINT_STAT,AUTH_STAT,CATEGORY,CUST_GL,DISTRIBUTED,NODE,DELETE_STAT,ON_LINE,UPDACT,NODE_SR_NO,NETTING_IND,IB,FLG_POSITION_STATUS,GLMIS_UPDATE_FLAG,PRODUCT_ACCRUAL,TRANSACTION_COUNT,VDBAL_UPDATE_FLAG,GLMIS_UPDATE_STATUS,DEPARTMENT_CODE,CUSTOM_REF_NO,INTERFACE_REF_NO,CUSTOMER_REF_NO,PROCESSED_FLAG,MIS_SPREAD,AML_EXCEPTION,HIDE_TXN_IN_STMT,PNL_HIST_IND,ECA_ALLOWED,ECA_STATUS,INTERNAL_GL_TYPE,SYSTEM_AC_NO,MIS_UNIT_TYPE,MIS_UNIT_REF_NO,SYS_AC_VDBAL_UPD,EOD_WASH_STATUS,UNCOL_PROCESS_STATUS,RECV_ORIG_AC_NO,GAAP_INDICATOR,BAL_CHK_ONLINE,BAL_CHK_BATCH,REVL_ONLINE,DELINQUENCY_PRODUCT,EXTERNAL_REF_NO,PRODUCT,TXN_ID,REAL_DT_TIME,SOURCE_CODE,DD_CREATION_DT,DD_LAST_UPD,DD_ID
MO,TRN000000000361,235188,EVEN,302700,011,100000000361,USD,D,ATM,AMOUNT_TAG_361,22907.500,4.42000000,16218.200,CUST000361,100000000361,RELATED_REFERENC,Y,MIS_HEAD_,2026-12-27,2026-12-27,2026-12-27,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,663761,USER_ID_361,BANK_CODE_36,20,B,T,AUTH_ID_361,P,A,C,C,D,NODE_361,Y,O,U,451991,Y,I,F,Y,1,2,Y,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_361,CUST000361,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_361,M,MIS_UNIT_REF_NO_361,S,E,U,RECV_ORIG_AC_NO_361,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000361,2026-12-27 00:00:00,SOURCE_CODE_361,2026-12-27 00:00:00,2026-12-27 00:00:00,361
MO,TRN000000000362,996880,EVEN,574661,012,100000000362,PEN,C,DEP,AMOUNT_TAG_362,2418.700,0.84000000,7137.900,CUST000362,100000000362,RELATED_REFERENC,N,MIS_HEAD_,2026-12-28,2026-12-28,2026-12-28,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,537034,USER_ID_362,BANK_CODE_36,22,B,T,AUTH_ID_362,P,A,C,C,D,NODE_362,Y,O,U,713402,N,I,F,N,1,21,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_362,CUST000362,N,M,A,Y,N,E,E,I,SYSTEM_AC_NO_362,M,MIS_UNIT_REF_NO_362,S,E,U,RECV_ORIG_AC_NO_362,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000362,2026-12-28 01:07:00,SOURCE_CODE_362,2026-12-28 01:07:00,2026-12-28 01:07:00,362
MO,TRN000000000363,477509,EVEN,312032,013,100000000363,EUR,D,WDR,AMOUNT_TAG_363,12210.100,1.96000000,24567.000,CUST000363,100000000363,RELATED_REFERENC,N,MIS_HEAD_,2026-12-29,2026-12-29,2026-12-29,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,535281,USER_ID_363,BANK_CODE_36,31,B,T,AUTH_ID_363,P,A,C,C,D,NODE_363,Y,O,U,416011,N,I,F,N,1,25,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_363,CUST000363,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_363,M,MIS_UNIT_REF_NO_363,S,E,U,RECV_ORIG_AC_NO_363,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000363,2026-12-29 02:14:00,SOURCE_CODE_363,2026-12-29 02:14:00,2026-12-29 02:14:00,363
MO,TRN000000000364,429846,EVEN,636682,014,100000000364,BRL,C,TRF,AMOUNT_TAG_364,18495.600,2.40000000,12374.700,CUST000364,100000000364,RELATED_REFERENC,N,MIS_HEAD_,2026-12-30,2026-12-30,2026-12-30,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,991862,USER_ID_364,BANK_CODE_36,10,B,T,AUTH_ID_364,P,A,C,C,D,NODE_364,Y,O,U,617130,N,I,F,N,1,36,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_364,CUST000364,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_364,M,MIS_UNIT_REF_NO_364,S,E,U,RECV_ORIG_AC_NO_364,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000364,2026-12-30 03:21:00,SOURCE_CODE_364,2026-12-30 03:21:00,2026-12-30 03:21:00,364
MO,TRN000000000365,627098,EVEN,197168,015,100000000365,USD,D,FEE,AMOUNT_TAG_365,7526.800,1.36000000,13503.900,CUST000365,100000000365,RELATED_REFERENC,N,MIS_HEAD_,2026-12-31,2026-12-31,2026-12-31,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,431027,USER_ID_365,BANK_CODE_36,8,B,T,AUTH_ID_365,P,A,C,C,D,NODE_365,Y,O,U,994104,N,I,F,N,1,11,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_365,CUST000365,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_365,M,MIS_UNIT_REF_NO_365,S,E,U,RECV_ORIG_AC_NO_365,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000365,2026-12-31 04:28:00,SOURCE_CODE_365,2026-12-31 04:28:00,2026-12-31 04:28:00,365
MO,TRN000000000366,382055,EVEN,798906,016,100000000366,PEN,C,INT,AMOUNT_TAG_366,814.500,0.98000000,15129.500,CUST000366,100000000366,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-01,2026-01-01,2026-01-01,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,600970,USER_ID_366,BANK_CODE_36,18,B,T,AUTH_ID_366,P,A,C,C,D,NODE_366,Y,O,U,624689,Y,I,F,Y,1,36,Y,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_366,CUST000366,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_366,M,MIS_UNIT_REF_NO_366,S,E,U,RECV_ORIG_AC_NO_366,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000366,2026-01-01 05:35:00,SOURCE_CODE_366,2026-01-01 05:35:00,2026-01-01 05:35:00,366
MO,TRN000000000367,158283,EVEN,964598,017,100000000367,EUR,D,REV,AMOUNT_TAG_367,12659.400,0.80000000,22500.000,CUST000367,100000000367,RELATED_REFERENC,N,MIS_HEAD_,2026-01-02,2026-01-02,2026-01-02,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,637334,USER_ID_367,BANK_CODE_36,34,B,T,AUTH_ID_367,P,A,C,C,D,NODE_367,Y,O,U,990074,N,I,F,N,1,29,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_367,CUST000367,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_367,M,MIS_UNIT_REF_NO_367,S,E,U,RECV_ORIG_AC_NO_367,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000367,2026-01-02 06:42:00,SOURCE_CODE_367,2026-01-02 06:42:00,2026-01-02 06:42:00,367
MO,TRN000000000368,832063,EVEN,682761,018,100000000368,BRL,C,PAY,AMOUNT_TAG_368,6253.900,1.95000000,21160.100,CUST000368,100000000368,RELATED_REFERENC,N,MIS_HEAD_,2026-01-03,2026-01-03,2026-01-03,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,171864,USER_ID_368,BANK_CODE_36,0,B,T,AUTH_ID_368,P,A,C,C,D,NODE_368,Y,O,U,889043,N,I,F,N,1,17,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_368,CUST000368,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_368,M,MIS_UNIT_REF_NO_368,S,E,U,RECV_ORIG_AC_NO_368,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000368,2026-01-03 07:49:00,SOURCE_CODE_368,2026-01-03 07:49:00,2026-01-03 07:49:00,368
MO,TRN000000000369,745132,EVEN,223967,019,100000000369,USD,D,ATM,AMOUNT_TAG_369,23849.200,2.18000000,21955.100,CUST000369,100000000369,RELATED_REFERENC,N,MIS_HEAD_,2026-01-04,2026-01-04,2026-01-04,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,631370,USER_ID_369,BANK_CODE_36,17,B,T,AUTH_ID_369,P,U,C,C,D,NODE_369,Y,O,U,604213,N,I,F,N,1,15,N,G,DEP,CUSTOM_REF_NO_36,INTERFACE_REF_NO_369,CUST000369,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_369,M,MIS_UNIT_REF_NO_369,S,E,U,RECV_ORIG_AC_NO_369,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000369,2026-01-04 08:56:00,SOURCE_CODE_369,2026-01-04 08:56:00,2026-01-04 08:56:00,369
MO,TRN000000000370,852730,EVEN,754247,020,100000000370,PEN,C,DEP,AMOUNT_TAG_370,2112.700,4.13000000,5309.600,CUST000370,100000000370,RELATED_REFERENC,N,MIS_HEAD_,2026-01-05,2026-01-05,2026-01-05,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,646095,USER_ID_370,BANK_CODE_37,25,B,T,AUTH_ID_370,P,A,C,C,D,NODE_370,Y,O,U,126380,N,I,F,N,1,35,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_370,CUST000370,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_370,M,MIS_UNIT_REF_NO_370,S,E,U,RECV_ORIG_AC_NO_370,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000370,2026-01-05 09:03:00,SOURCE_CODE_370,2026-01-05 09:03:00,2026-01-05 09:03:00,370
MO,TRN000000000371,372944,EVEN,883098,021,100000000371,EUR,D,WDR,AMOUNT_TAG_371,186468.000,2.44000000,127430.400,CUST000371,100000000371,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-06,2026-01-06,2026-01-06,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,11137,USER_ID_371,BANK_CODE_37,11,B,T,AUTH_ID_371,P,A,C,C,D,NODE_371,Y,O,U,112054,Y,I,F,Y,1,7,Y,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_371,CUST000371,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_371,M,MIS_UNIT_REF_NO_371,S,E,U,RECV_ORIG_AC_NO_371,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000371,2026-01-06 10:10:00,SOURCE_CODE_371,2026-01-06 10:10:00,2026-01-06 10:10:00,371
MO,TRN000000000372,704224,EVEN,804167,022,100000000372,BRL,C,TRF,AMOUNT_TAG_372,15424.600,4.42000000,12811.400,CUST000372,100000000372,RELATED_REFERENC,N,MIS_HEAD_,2026-01-07,2026-01-07,2026-01-07,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,881169,USER_ID_372,BANK_CODE_37,9,B,T,AUTH_ID_372,P,A,C,C,D,NODE_372,Y,O,U,234155,N,I,F,N,1,18,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_372,CUST000372,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_372,M,MIS_UNIT_REF_NO_372,S,E,U,RECV_ORIG_AC_NO_372,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000372,2026-01-07 11:17:00,SOURCE_CODE_372,2026-01-07 11:17:00,2026-01-07 11:17:00,372
MO,TRN000000000373,580351,EVEN,661662,023,100000000373,USD,D,FEE,AMOUNT_TAG_373,19704.300,0.81000000,18816.500,CUST000373,100000000373,RELATED_REFERENC,N,MIS_HEAD_,2026-01-08,2026-01-08,2026-01-08,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,708084,USER_ID_373,BANK_CODE_37,6,B,T,AUTH_ID_373,P,A,C,C,D,NODE_373,Y,O,U,675686,N,I,F,N,1,36,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_373,CUST000373,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_373,M,MIS_UNIT_REF_NO_373,S,E,U,RECV_ORIG_AC_NO_373,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000373,2026-01-08 12:24:00,SOURCE_CODE_373,2026-01-08 12:24:00,2026-01-08 12:24:00,373
MO,TRN000000000374,896791,EVEN,577030,024,100000000374,PEN,C,INT,AMOUNT_TAG_374,1880.200,1.31000000,1949.600,CUST000374,100000000374,RELATED_REFERENC,N,MIS_HEAD_,2026-01-09,2026-01-09,2026-01-09,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,788720,USER_ID_374,BANK_CODE_37,12,B,T,AUTH_ID_374,P,A,C,C,D,NODE_374,Y,O,U,678028,N,I,F,N,1,15,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_374,CUST000374,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_374,M,MIS_UNIT_REF_NO_374,S,E,U,RECV_ORIG_AC_NO_374,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000374,2026-01-09 13:31:00,SOURCE_CODE_374,2026-01-09 13:31:00,2026-01-09 13:31:00,374
MO,TRN000000000375,530895,EVEN,718703,025,100000000375,EUR,D,REV,AMOUNT_TAG_375,15002.400,2.02000000,2709.600,CUST000375,100000000375,RELATED_REFERENC,N,MIS_HEAD_,2026-01-10,2026-01-10,2026-01-10,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,981935,USER_ID_375,BANK_CODE_37,13,B,T,AUTH_ID_375,P,A,C,C,D,NODE_375,Y,O,U,712331,N,I,F,N,1,29,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_375,CUST000375,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_375,M,MIS_UNIT_REF_NO_375,S,E,U,RECV_ORIG_AC_NO_375,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000375,2026-01-10 14:38:00,SOURCE_CODE_375,2026-01-10 14:38:00,2026-01-10 14:38:00,375
MO,TRN000000000376,118768,EVEN,951082,001,100000000376,BRL,C,PAY,AMOUNT_TAG_376,23237.700,2.68000000,4668.400,CUST000376,100000000376,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-11,2026-01-11,2026-01-11,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,586324,USER_ID_376,BANK_CODE_37,28,B,T,AUTH_ID_376,P,A,C,C,D,NODE_376,Y,O,U,766763,Y,I,F,Y,1,10,Y,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_376,CUST000376,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_376,M,MIS_UNIT_REF_NO_376,S,E,U,RECV_ORIG_AC_NO_376,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000376,2026-01-11 15:45:00,SOURCE_CODE_376,2026-01-11 15:45:00,2026-01-11 15:45:00,376
MO,TRN000000000377,204157,EVEN,33747,002,100000000377,USD,D,ATM,AMOUNT_TAG_377,21561.900,4.14000000,20522.100,CUST000377,100000000377,RELATED_REFERENC,N,MIS_HEAD_,2026-01-12,2026-01-12,2026-01-12,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,454483,USER_ID_377,BANK_CODE_37,8,B,T,AUTH_ID_377,P,A,C,C,D,NODE_377,Y,O,U,232662,N,I,F,N,1,27,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_377,CUST000377,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_377,M,MIS_UNIT_REF_NO_377,S,E,U,RECV_ORIG_AC_NO_377,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000377,2026-01-12 16:52:00,SOURCE_CODE_377,2026-01-12 16:52:00,2026-01-12 16:52:00,377
MO,TRN000000000378,635423,EVEN,804895,003,100000000378,PEN,C,DEP,AMOUNT_TAG_378,893.600,1.60000000,10676.000,CUST000378,100000000378,RELATED_REFERENC,N,MIS_HEAD_,2026-01-13,2026-01-13,2026-01-13,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,488013,USER_ID_378,BANK_CODE_37,8,B,T,AUTH_ID_378,P,A,C,C,D,NODE_378,Y,O,U,622560,N,I,F,N,1,16,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_378,CUST000378,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_378,M,MIS_UNIT_REF_NO_378,S,E,U,RECV_ORIG_AC_NO_378,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000378,2026-01-13 17:59:00,SOURCE_CODE_378,2026-01-13 17:59:00,2026-01-13 17:59:00,378
MO,TRN000000000379,224237,EVEN,92528,004,100000000379,EUR,D,WDR,AMOUNT_TAG_379,7312.800,1.66000000,24955.000,CUST000379,100000000379,RELATED_REFERENC,N,MIS_HEAD_,2026-01-14,2026-01-14,2026-01-14,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,185032,USER_ID_379,BANK_CODE_37,24,B,T,AUTH_ID_379,P,A,C,C,D,NODE_379,Y,O,U,986193,N,I,F,N,1,17,N,G,DEP,CUSTOM_REF_NO_37,INTERFACE_REF_NO_379,CUST000379,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_379,M,MIS_UNIT_REF_NO_379,S,E,U,RECV_ORIG_AC_NO_379,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000379,2026-01-14 18:06:00,SOURCE_CODE_379,2026-01-14 18:06:00,2026-01-14 18:06:00,379
MO,TRN000000000380,264930,EVEN,800911,005,100000000380,BRL,C,TRF,AMOUNT_TAG_380,17100.000,1.85000000,6404.600,CUST000380,100000000380,RELATED_REFERENC,N,MIS_HEAD_,2026-01-15,2026-01-15,2026-01-15,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,377406,USER_ID_380,BANK_CODE_38,8,B,T,AUTH_ID_380,P,A,C,C,D,NODE_380,Y,O,U,747704,N,I,F,N,1,18,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_380,CUST000380,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_380,M,MIS_UNIT_REF_NO_380,S,E,U,RECV_ORIG_AC_NO_380,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000380,2026-01-15 19:13:00,SOURCE_CODE_380,2026-01-15 19:13:00,2026-01-15 19:13:00,380
MO,TRN000000000381,646836,EVEN,991088,006,100000000381,USD,D,FEE,AMOUNT_TAG_381,3685.500,0.97000000,7862.600,CUST000381,100000000381,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-16,2026-01-16,2026-01-16,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,180895,USER_ID_381,BANK_CODE_38,14,B,T,AUTH_ID_381,P,A,C,C,D,NODE_381,Y,O,U,527047,Y,I,F,Y,1,8,Y,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_381,CUST000381,Y,M,A,Y,Y,E,E,I,SYSTEM_AC_NO_381,M,MIS_UNIT_REF_NO_381,S,E,U,RECV_ORIG_AC_NO_381,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000381,2026-01-16 20:20:00,SOURCE_CODE_381,2026-01-16 20:20:00,2026-01-16 20:20:00,381
MO,TRN000000000382,593710,EVEN,484358,007,100000000382,PEN,C,INT,AMOUNT_TAG_382,24040.800,2.61000000,14345.600,CUST000382,100000000382,RELATED_REFERENC,N,MIS_HEAD_,2026-01-17,2026-01-17,2026-01-17,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,253104,USER_ID_382,BANK_CODE_38,9,B,T,AUTH_ID_382,P,A,C,C,D,NODE_382,Y,O,U,158212,N,I,F,N,1,2,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_382,CUST000382,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_382,M,MIS_UNIT_REF_NO_382,S,E,U,RECV_ORIG_AC_NO_382,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000382,2026-01-17 21:27:00,SOURCE_CODE_382,2026-01-17 21:27:00,2026-01-17 21:27:00,382
MO,TRN000000000383,744053,EVEN,171584,008,100000000383,EUR,D,REV,AMOUNT_TAG_383,11817.500,4.30000000,17000.600,CUST000383,100000000383,RELATED_REFERENC,N,MIS_HEAD_,2026-01-18,2026-01-18,2026-01-18,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,837858,USER_ID_383,BANK_CODE_38,36,B,T,AUTH_ID_383,P,A,C,C,D,NODE_383,Y,O,U,337181,N,I,F,N,1,17,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_383,CUST000383,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_383,M,MIS_UNIT_REF_NO_383,S,E,U,RECV_ORIG_AC_NO_383,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000383,2026-01-18 22:34:00,SOURCE_CODE_383,2026-01-18 22:34:00,2026-01-18 22:34:00,383
MO,TRN000000000384,616226,EVEN,704375,009,100000000384,BRL,C,PAY,AMOUNT_TAG_384,16404.300,1.33000000,20061.500,CUST000384,100000000384,RELATED_REFERENC,N,MIS_HEAD_,2026-01-19,2026-01-19,2026-01-19,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,258570,USER_ID_384,BANK_CODE_38,4,B,T,AUTH_ID_384,P,A,C,C,D,NODE_384,Y,O,U,475522,N,I,F,N,1,8,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_384,CUST000384,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_384,M,MIS_UNIT_REF_NO_384,S,E,U,RECV_ORIG_AC_NO_384,GA,B,B,R,CLRG,EXTERNAL_REF_NO_,CLRG,TXN0000000000000384,2026-01-19 23:41:00,SOURCE_CODE_384,2026-01-19 23:41:00,2026-01-19 23:41:00,384
MO,TRN000000000385,116100,EVEN,963120,010,100000000385,USD,D,ATM,AMOUNT_TAG_385,16307.300,2.86000000,16852.400,CUST000385,100000000385,RELATED_REFERENC,N,MIS_HEAD_,2026-01-20,2026-01-20,2026-01-20,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,966778,USER_ID_385,BANK_CODE_38,19,B,T,AUTH_ID_385,P,A,C,C,D,NODE_385,Y,O,U,198721,N,I,F,N,1,4,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_385,CUST000385,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_385,M,MIS_UNIT_REF_NO_385,S,E,U,RECV_ORIG_AC_NO_385,GA,B,B,R,SAV1,EXTERNAL_REF_NO_,SAV1,TXN0000000000000385,2026-01-20 00:48:00,SOURCE_CODE_385,2026-01-20 00:48:00,2026-01-20 00:48:00,385
MO,TRN000000000386,723391,EVEN,619692,011,100000000386,PEN,C,DEP,AMOUNT_TAG_386,22029.900,1.65000000,19596.100,CUST000386,100000000386,RELATED_REFERENC,Y,MIS_HEAD_,2026-01-21,2026-01-21,2026-01-21,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,877059,USER_ID_386,BANK_CODE_38,15,B,T,AUTH_ID_386,P,A,C,C,D,NODE_386,Y,O,U,459311,Y,I,F,Y,1,6,Y,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_386,CUST000386,Y,M,A,N,Y,E,E,I,SYSTEM_AC_NO_386,M,MIS_UNIT_REF_NO_386,S,E,U,RECV_ORIG_AC_NO_386,GA,B,B,R,CURR,EXTERNAL_REF_NO_,CURR,TXN0000000000000386,2026-01-21 01:55:00,SOURCE_CODE_386,2026-01-21 01:55:00,2026-01-21 01:55:00,386
MO,TRN000000000387,335951,EVEN,393116,012,100000000387,EUR,D,WDR,AMOUNT_TAG_387,17742.200,1.14000000,7566.800,CUST000387,100000000387,RELATED_REFERENC,N,MIS_HEAD_,2026-01-22,2026-01-22,2026-01-22,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,691559,USER_ID_387,BANK_CODE_38,16,B,T,AUTH_ID_387,P,A,C,C,D,NODE_387,Y,O,U,280611,N,I,F,N,1,5,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_387,CUST000387,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_387,M,MIS_UNIT_REF_NO_387,S,E,U,RECV_ORIG_AC_NO_387,GA,B,B,R,LOAN,EXTERNAL_REF_NO_,LOAN,TXN0000000000000387,2026-01-22 02:02:00,SOURCE_CODE_387,2026-01-22 02:02:00,2026-01-22 02:02:00,387
MO,TRN000000000388,362182,EVEN,407615,013,100000000388,BRL,C,TRF,AMOUNT_TAG_388,21614.900,0.87000000,20688.600,CUST000388,100000000388,RELATED_REFERENC,N,MIS_HEAD_,2026-01-23,2026-01-23,2026-01-23,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,230425,USER_ID_388,BANK_CODE_38,20,B,T,AUTH_ID_388,P,A,C,C,D,NODE_388,Y,O,U,543300,N,I,F,N,1,1,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_388,CUST000388,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_388,M,MIS_UNIT_REF_NO_388,S,E,U,RECV_ORIG_AC_NO_388,GA,B,B,R,TD01,EXTERNAL_REF_NO_,TD01,TXN0000000000000388,2026-01-23 03:09:00,SOURCE_CODE_388,2026-01-23 03:09:00,2026-01-23 03:09:00,388
MO,TRN000000000389,717859,EVEN,478656,014,100000000389,USD,D,FEE,AMOUNT_TAG_389,18862.200,2.24000000,12187.000,CUST000389,100000000389,RELATED_REFERENC,N,MIS_HEAD_,2026-01-24,2026-01-24,2026-01-24,FINANCIAL,PER,INSTRUMENT_CODE_,BATC,45803,USER_ID_389,BANK_CODE_38,18,B,T,AUTH_ID_389,P,A,C,C,D,NODE_389,Y,O,U,850598,N,I,F,N,1,15,N,G,DEP,CUSTOM_REF_NO_38,INTERFACE_REF_NO_389,CUST000389,N,M,A,N,N,E,E,I,SYSTEM_AC_NO_389,M,MIS_UNIT_REF_NO_389,S,E,U,RECV_ORIG_AC_NO_389,GA,B,B,R,CARD,EXTERNAL_REF_NO_,CARD,TXN0000000000000389,2026-01-24 04:16:00,SOURCE_CODE_389,2026-01-24 04:16:00,2026-01-24 04:16:00,389
