BRN,ACC,PROD,UDE_EFF_DT,UDE_ID,UDE_VALUE,RATE_CODE,AUTH_STAT,RECORD_STAT,VERSION_NO,WAIVE_NOTARY_CHARGE,VALIDATE_MCR
011,100000000261,PROD,2026-09-18,UDE_ID_261,261948.00000,RATE_CODE_,A,O,4478,W,V
012,100000000262,PROD,2026-09-19,UDE_ID_262,446809.00000,RATE_CODE_,A,O,5346,W,V
013,100000000263,PROD,2026-09-20,UDE_ID_263,237953.00000,RATE_CODE_,A,O,5051,W,V
014,100000000264,PROD,2026-09-21,UDE_ID_264,651963.00000,RATE_CODE_,A,O,5003,W,V
015,100000000265,PROD,2026-09-22,UDE_ID_265,466867.00000,RATE_CODE_,A,O,8376,W,V
016,100000000266,PROD,2026-09-23,UDE_ID_266,325282.00000,RATE_CODE_,A,O,2651,W,V
017,100000000267,PROD,2026-09-24,UDE_ID_267,689741.00000,RATE_CODE_,A,O,8193,W,V
018,100000000268,PROD,2026-09-25,UDE_ID_268,928517.00000,RATE_CODE_,A,O,2405,W,V
019,100000000269,PROD,2026-09-26,UDE_ID_269,726733.00000,RATE_CODE_,A,O,9381,W,V
020,100000000270,PROD,2026-09-27,UDE_ID_270,679624.00000,RATE_CODE_,A,O,707,W,V
021,100000000271,PROD,2026-09-28,UDE_ID_271,69443.00000,RATE_CODE_,A,O,3593,W,V
022,100000000272,PROD,2026-09-29,UDE_ID_272,666504.00000,RATE_CODE_,A,O,807,W,V
023,100000000273,PROD,2026-09-30,UDE_ID_273,265002.00000,RATE_CODE_,A,O,7363,W,V
024,100000000274,PROD,2026-10-01,UDE_ID_274,109846.00000,RATE_CODE_,A,O,1661,W,V
025,100000000275,PROD,2026-10-02,UDE_ID_275,899231.00000,RATE_CODE_,A,O,1924,W,V
001,100000000276,PROD,2026-10-03,UDE_ID_276,838912.00000,RATE_CODE_,A,O,9259,W,V
002,100000000277,PROD,2026-10-04,UDE_ID_277,924129.00000,RATE_CODE_,U,O,1029,W,V
003,100000000278,PROD,2026-10-05,UDE_ID_278,630126.00000,RATE_CODE_,A,O,8072,W,V
004,100000000279,PROD,2026-10-06,UDE_ID_279,219729.00000,RATE_CODE_,A,O,6699,W,V
005,100000000280,PROD,2026-10-07,UDE_ID_280,575063.00000,RATE_CODE_,A,O,3956,W,V
006,100000000281,PROD,2026-10-08,UDE_ID_281,431938.00000,RATE_CODE_,A,O,2235,W,V
007,100000000282,PROD,2026-10-09,UDE_ID_282,980018.00000,RATE_CODE_,A,O,383,W,V
008,100000000283,PROD,2026-10-10,UDE_ID_283,624345.00000,RATE_CODE_,A,O,8078,W,V
009,100000000284,PROD,2026-10-11,UDE_ID_284,995079.00000,RATE_CODE_,A,O,4571,W,V
010,100000000285,PROD,2026-10-12,UDE_ID_285,273192.00000,RATE_CODE_,A,O,5346,W,V
011,100000000286,PROD,2026-10-13,UDE_ID_286,90228.00000,RATE_CODE_,A,O,5602,W,V
012,100000000287,PROD,2026-10-14,UDE_ID_287,943144.00000,RATE_CODE_,A,O,9224,W,V
013,100000000288,PROD,2026-10-15,UDE_ID_288,7497.00000,RATE_CODE_,A,O,4293,W,V
014,100000000289,PROD,2026-10-16,UDE_ID_289,370110.00000,RATE_CODE_,A,O,4949,W,V
015,100000000290,PROD,2026-10-17,UDE_ID_290,506856.00000,RATE_CODE_,A,O,272,W,V
016,100000000291,PROD,2026-10-18,UDE_ID_291,192171.00000,RATE_CODE_,A,O,4337,W,V
017,100000000292,PROD,2026-10-19,UDE_ID_292,357024.00000,RATE_CODE_,A,O,1930,W,V
018,100000000293,PROD,2026-10-20,UDE_ID_293,173403.00000,RATE_CODE_,A,O,5717,W,V
019,100000000294,PROD,2026-10-21,UDE_ID_294,808407.00000,RATE_CODE_,A,O,9938,W,V
020,100000000295,PROD,2026-10-22,UDE_ID_295,793389.00000,RATE_CODE_,A,O,838,W,V
021,100000000296,PROD,2026-10-23,UDE_ID_296,7406.00000,RATE_CODE_,A,O,2808,W,V
022,100000000297,PROD,2026-10-24,UDE_ID_297,660712.00000,RATE_CODE_,A,O,5462,W,V
023,100000000298,PROD,2026-10-25,UDE_ID_298,554924.00000,RATE_CODE_,A,O,4743,W,V
024,100000000299,PROD,2026-10-26,UDE_ID_299,520635.00000,RATE_CODE_,A,O,5083,W,V
025,100000000300,PROD,2026-10-27,UDE_ID_300,709720.00000,RATE_CODE_,U,O,1317,W,V
001,100000000301,PROD,2026-10-28,UDE_ID_301,521018.00000,RATE_CODE_,A,O,643,W,V
002,100000000302,PROD,2026-10-29,UDE_ID_302,97286.00000,RATE_CODE_,A,O,1013,W,V
003,100000000303,PROD,2026-10-30,UDE_ID_303,430029.00000,RATE_CODE_,A,O,5575,W,V
004,100000000304,PROD,2026-10-31,UDE_ID_304,496778.00000,RATE_CODE_,A,O,8009,W,V
005,100000000305,PROD,2026-11-01,UDE_ID_305,782442.00000,RATE_CODE_,A,O,3513,W,V
006,100000000306,PROD,2026-11-02,UDE_ID_306,246176.00000,RATE_CODE_,A,O,3083,W,V
007,100000000307,PROD,2026-11-03,UDE_ID_307,436488.00000,RATE_CODE_,A,O,2289,W,V
008,100000000308,PROD,2026-11-04,UDE_ID_308,799561.00000,RATE_CODE_,A,O,3758,W,V
009,100000000309,PROD,2026-11-05,UDE_ID_309,313751.00000,RATE_CODE_,A,O,1373,W,V
010,100000000310,PROD,2026-11-06,UDE_ID_310,7143.00000,RATE_CODE_,A,O,1291,W,V
011,100000000311,PROD,2026-11-07,UDE_ID_311,610322.00000,RATE_CODE_,A,O,7290,W,V
012,100000000312,PROD,2026-11-08,UDE_ID_312,826204.00000,RATE_CODE_,A,O,2131,W,V
013,100000000313,PROD,2026-11-09,UDE_ID_313,902290.00000,RATE_CODE_,A,O,2498,W,V
014,100000000314,PROD,2026-11-10,UDE_ID_314,299412.00000,RATE_CODE_,A,O,4940,W,V
015,100000000315,PROD,2026-11-11,UDE_ID_315,925557.00000,RATE_CODE_,A,O,4982,W,V
016,100000000316,PROD,2026-11-12,UDE_ID_316,577618.00000,RATE_CODE_,A,O,5788,W,V
017,100000000317,PROD,2026-11-13,UDE_ID_317,426318.00000,RATE_CODE_,A,O,8852,W,V
018,100000000318,PROD,2026-11-14,UDE_ID_318,4361.00000,RATE_CODE_,A,O,5353,W,V
019,100000000319,PROD,2026-11-15,UDE_ID_319,438491.00000,RATE_CODE_,A,O,7273,W,V
020,100000000320,PROD,2026-11-16,UDE_ID_320,936162.00000,RATE_CODE_,A,O,5729,W,V
021,100000000321,PROD,2026-11-17,UDE_ID_321,812433.00000,RATE_CODE_,A,O,3967,W,V
022,100000000322,PROD,2026-11-18,UDE_ID_322,603101.00000,RATE_CODE_,A,O,3796,W,V
023,100000000323,PROD,2026-11-19,UDE_ID_323,206492.00000,RATE_CODE_,U,O,5346,W,V
024,100000000324,PROD,2026-11-20,UDE_ID_324,947981.00000,RATE_CODE_,A,O,6385,W,V
025,100000000325,PROD,2026-11-21,UDE_ID_325,702172.00000,RATE_CODE_,A,O,7505,W,V
001,100000000326,PROD,2026-11-22,UDE_ID_326,214166.00000,RATE_CODE_,A,O,5429,W,V
002,100000000327,PROD,2026-11-23,UDE_ID_327,34012.00000,RATE_CODE_,A,O,2575,W,V
003,100000000328,PROD,2026-11-24,UDE_ID_328,549012.00000,RATE_CODE_,A,O,1386,W,V
004,100000000329,PROD,2026-11-25,UDE_ID_329,781518.00000,RATE_CODE_,A,O,2372,W,V
005,100000000330,PROD,2026-11-26,UDE_ID_330,392321.00000,RATE_CODE_,A,O,977,W,V
006,100000000331,PROD,2026-11-27,UDE_ID_331,834027.00000,RATE_CODE_,A,O,8438,W,V
007,100000000332,PROD,2026-11-28,UDE_ID_332,316633.00000,RATE_CODE_,A,O,6535,W,V
008,100000000333,PROD,2026-11-29,UDE_ID_333,325984.00000,RATE_CODE_,A,O,2392,W,V
009,100000000334,PROD,2026-11-30,UDE_ID_334,664009.00000,RATE_CODE_,A,O,7868,W,V
010,100000000335,PROD,2026-12-01,UDE_ID_335,206111.00000,RATE_CODE_,A,O,2144,W,V
011,100000000336,PROD,2026-12-02,UDE_ID_336,274607.00000,RATE_CODE_,A,O,8675,W,V
012,100000000337,PROD,2026-12-03,UDE_ID_337,876173.00000,RATE_CODE_,A,O,1335,W,V
013,100000000338,PROD,2026-12-04,UDE_ID_338,966065.00000,RATE_CODE_,A,O,3261,W,V
014,100000000339,PROD,2026-12-05,UDE_ID_339,315398.00000,RATE_CODE_,A,O,4710,W,V
015,100000000340,PROD,2026-12-06,UDE_ID_340,20459.00000,RATE_CODE_,A,O,1177,W,V
016,100000000341,PROD,2026-12-07,UDE_ID_341,508674.00000,RATE_CODE_,A,O,2968,W,V
017,100000000342,PROD,2026-12-08,UDE_ID_342,175323.00000,RATE_CODE_,A,O,1416,W,V
018,100000000343,PROD,2026-12-09,UDE_ID_343,372152.00000,RATE_CODE_,A,O,4879,W,V
019,100000000344,PROD,2026-12-10,UDE_ID_344,981031.00000,RATE_CODE_,A,O,9837,W,V
020,100000000345,PROD,2026-12-11,UDE_ID_345,515165.00000,RATE_CODE_,A,O,7309,W,V
021,100000000346,PROD,2026-12-12,UDE_ID_346,47747.00000,RATE_CODE_,U,O,9060,W,V
022,100000000347,PROD,2026-12-13,UDE_ID_347,179348.00000,RATE_CODE_,A,O,1482,W,V
023,100000000348,PROD,2026-12-14,UDE_ID_348,70514.00000,RATE_CODE_,A,O,6698,W,V
024,100000000349,PROD,2026-12-15,UDE_ID_349,622641.00000,RATE_CODE_,A,O,5959,W,V
025,100000000350,PROD,2026-12-16,UDE_ID_350,774197.00000,RATE_CODE_,A,O,1154,W,V
001,100000000351,PROD,2026-12-17,UDE_ID_351,483363.00000,RATE_CODE_,A,O,5233,W,V
002,100000000352,PROD,2026-12-18,UDE_ID_352,329941.00000,RATE_CODE_,A,O,1218,W,V
003,100000000353,PROD,2026-12-19,UDE_ID_353,452034.00000,RATE_CODE_,A,O,7846,W,V
004,100000000354,PROD,2026-12-20,UDE_ID_354,412858.00000,RATE_CODE_,A,O,1312,W,V
005,100000000355,PROD,2026-12-21,UDE_ID_355,360074.00000,RATE_CODE_,A,O,6819,W,V
006,100000000356,PROD,2026-12-22,UDE_ID_356,905594.00000,RATE_CODE_,A,O,2528,W,V
007,100000000357,PROD,2026-12-23,UDE_ID_357,84110.00000,RATE_CODE_,A,O,2300,W,V
008,100000000358,PROD,2026-12-24,UDE_ID_358,70289.00000,RATE_CODE_,A,O,2585,W,V
009,100000000359,PROD,2026-12-25,UDE_ID_359,860403.00000,RATE_CODE_,A,O,2841,W,V
010,100000000360,PROD,2026-12-26,UDE_ID_360,353203.00000,RATE_CODE_,A,O,9436,W,V
011,100000000361,PROD,2026-12-27,UDE_ID_361,368375.00000,RATE_CODE_,A,O,6588,W,V
012,100000000362,PROD,2026-12-28,UDE_ID_362,631602.00000,RATE_CODE_,A,O,4186,W,V
013,100000000363,PROD,2026-12-29,UDE_ID_363,107111.00000,RATE_CODE_,A,O,3680,W,V
014,100000000364,PROD,2026-12-30,UDE_ID_364,969237.00000,RATE_CODE_,A,O,3616,W,V
015,100000000365,PROD,2026-12-31,UDE_ID_365,656789.00000,RATE_CODE_,A,O,762,W,V
016,100000000366,PROD,2026-01-01,UDE_ID_366,650343.00000,RATE_CODE_,A,O,1476,W,V
017,100000000367,PROD,2026-01-02,UDE_ID_367,547965.00000,RATE_CODE_,A,O,2887,W,V
