ACCOUNT_NUMBER,BRANCH_CODE,EVENT_SEQ_NO,VALUE_DATE,EXECUTION_DATE,PAYMENT_STATUS,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REV_MAKER_ID,REV_MAKER_DT_STAMP,REV_CHECKER_ID,REV_CHECKER_DT_STAMP,REVP_ESN,MLIQ_ESN,PROCESS_NO,PREPMNT_RECOMP_BASIS,PREPMNT_RECOMP_FROM,INSTALLMENT_PAYMENT,LIMIT_DATE,SIMULATED,CURR_ACBAL_CHK,LIQD_WOFF_LOAN
100000000343,018,175897,2026-12-09,2026-12-09,P,A,MAKER_ID_343,2026-12-09,CHECKER_ID_3,2026-12-09,REV_MAKER_ID,2026-12-09,REV_CHECKER_,2026-12-09,383902,818249,9,P,P,I,2026-12-09,S,C,L
100000000344,019,931845,2026-12-10,2026-12-10,P,A,MAKER_ID_344,2026-12-10,CHECKER_ID_3,2026-12-10,REV_MAKER_ID,2026-12-10,REV_CHECKER_,2026-12-10,749737,930547,84,P,P,I,2026-12-10,S,C,L
100000000345,020,950205,2026-12-11,2026-12-11,P,A,MAKER_ID_345,2026-12-11,CHECKER_ID_3,2026-12-11,REV_MAKER_ID,2026-12-11,REV_CHECKER_,2026-12-11,474740,838544,51,P,P,I,2026-12-11,S,C,L
100000000346,021,59279,2026-12-12,2026-12-12,P,U,MAKER_ID_346,2026-12-12,CHECKER_ID_3,2026-12-12,REV_MAKER_ID,2026-12-12,REV_CHECKER_,2026-12-12,953715,581265,1,P,P,I,2026-12-12,S,C,L
100000000347,022,318113,2026-12-13,2026-12-13,P,A,MAKER_ID_347,2026-12-13,CHECKER_ID_3,2026-12-13,REV_MAKER_ID,2026-12-13,REV_CHECKER_,2026-12-13,120653,516133,13,P,P,I,2026-12-13,S,C,L
100000000348,023,72826,2026-12-14,2026-12-14,P,A,MAKER_ID_348,2026-12-14,CHECKER_ID_3,2026-12-14,REV_MAKER_ID,2026-12-14,REV_CHECKER_,2026-12-14,39777,59699,88,P,P,I,2026-12-14,S,C,L
100000000349,024,659315,2026-12-15,2026-12-15,P,A,MAKER_ID_349,2026-12-15,CHECKER_ID_3,2026-12-15,REV_MAKER_ID,2026-12-15,REV_CHECKER_,2026-12-15,681166,362463,70,P,P,I,2026-12-15,S,C,L
100000000350,025,983286,2026-12-16,2026-12-16,P,A,MAKER_ID_350,2026-12-16,CHECKER_ID_3,2026-12-16,REV_MAKER_ID,2026-12-16,REV_CHECKER_,2026-12-16,272414,808145,68,P,P,I,2026-12-16,S,C,L
100000000351,001,964142,2026-12-17,2026-12-17,P,A,MAKER_ID_351,2026-12-17,CHECKER_ID_3,2026-12-17,REV_MAKER_ID,2026-12-17,REV_CHECKER_,2026-12-17,249652,352060,61,P,P,I,2026-12-17,S,C,L
100000000352,002,518925,2026-12-18,2026-12-18,P,A,MAKER_ID_352,2026-12-18,CHECKER_ID_3,2026-12-18,REV_MAKER_ID,2026-12-18,REV_CHECKER_,2026-12-18,443778,998852,27,P,P,I,2026-12-18,S,C,L
100000000353,003,493192,2026-12-19,2026-12-19,P,A,MAKER_ID_353,2026-12-19,CHECKER_ID_3,2026-12-19,REV_MAKER_ID,2026-12-19,REV_CHECKER_,2026-12-19,213931,871031,42,P,P,I,2026-12-19,S,C,L
100000000354,004,764345,2026-12-20,2026-12-20,P,A,MAKER_ID_354,2026-12-20,CHECKER_ID_3,2026-12-20,REV_MAKER_ID,2026-12-20,REV_CHECKER_,2026-12-20,487847,515971,98,P,P,I,2026-12-20,S,C,L
100000000355,005,572882,2026-12-21,2026-12-21,P,A,MAKER_ID_355,2026-12-21,CHECKER_ID_3,2026-12-21,REV_MAKER_ID,2026-12-21,REV_CHECKER_,2026-12-21,754457,921024,60,P,P,I,2026-12-21,S,C,L
100000000356,006,638171,2026-12-22,2026-12-22,P,A,MAKER_ID_356,2026-12-22,CHECKER_ID_3,2026-12-22,REV_MAKER_ID,2026-12-22,REV_CHECKER_,2026-12-22,389842,434352,61,P,P,I,2026-12-22,S,C,L
100000000357,007,665899,2026-12-23,2026-12-23,P,A,MAKER_ID_357,2026-12-23,CHECKER_ID_3,2026-12-23,REV_MAKER_ID,2026-12-23,REV_CHECKER_,2026-12-23,486039,584703,46,P,P,I,2026-12-23,S,C,L
100000000358,008,980786,2026-12-24,2026-12-24,P,A,MAKER_ID_358,2026-12-24,CHECKER_ID_3,2026-12-24,REV_MAKER_ID,2026-12-24,REV_CHECKER_,2026-12-24,817539,511510,20,P,P,I,2026-12-24,S,C,L
100000000359,009,402750,2026-12-25,2026-12-25,P,A,MAKER_ID_359,2026-12-25,CHECKER_ID_3,2026-12-25,REV_MAKER_ID,2026-12-25,REV_CHECKER_,2026-12-25,435847,504653,30,P,P,I,2026-12-25,S,C,L
100000000360,010,515148,2026-12-26,2026-12-26,P,A,MAKER_ID_360,2026-12-26,CHECKER_ID_3,2026-12-26,REV_MAKER_ID,2026-12-26,REV_CHECKER_,2026-12-26,840861,429886,20,P,P,I,2026-12-26,S,C,L
100000000361,011,206967,2026-12-27,2026-12-27,P,A,MAKER_ID_361,2026-12-27,CHECKER_ID_3,2026-12-27,REV_MAKER_ID,2026-12-27,REV_CHECKER_,2026-12-27,864309,945189,5,P,P,I,2026-12-27,S,C,L
100000000362,012,552272,2026-12-28,2026-12-28,P,A,MAKER_ID_362,2026-12-28,CHECKER_ID_3,2026-12-28,REV_MAKER_ID,2026-12-28,REV_CHECKER_,2026-12-28,98817,932146,93,P,P,I,2026-12-28,S,C,L
100000000363,013,403211,2026-12-29,2026-12-29,P,A,MAKER_ID_363,2026-12-29,CHECKER_ID_3,2026-12-29,REV_MAKER_ID,2026-12-29,REV_CHECKER_,2026-12-29,687964,616730,84,P,P,I,2026-12-29,S,C,L
100000000364,014,964059,2026-12-30,2026-12-30,P,A,MAKER_ID_364,2026-12-30,CHECKER_ID_3,2026-12-30,REV_MAKER_ID,2026-12-30,REV_CHECKER_,2026-12-30,461603,987328,92,P,P,I,2026-12-30,S,C,L
100000000365,015,94477,2026-12-31,2026-12-31,P,A,MAKER_ID_365,2026-12-31,CHECKER_ID_3,2026-12-31,REV_MAKER_ID,2026-12-31,REV_CHECKER_,2026-12-31,690313,713396,41,P,P,I,2026-12-31,S,C,L
100000000366,016,96434,2026-01-01,2026-01-01,P,A,MAKER_ID_366,2026-01-01,CHECKER_ID_3,2026-01-01,REV_MAKER_ID,2026-01-01,REV_CHECKER_,2026-01-01,219979,182849,32,P,P,I,2026-01-01,S,C,L
100000000367,017,446832,2026-01-02,2026-01-02,P,A,MAKER_ID_367,2026-01-02,CHECKER_ID_3,2026-01-02,REV_MAKER_ID,2026-01-02,REV_CHECKER_,2026-01-02,831162,552849,84,P,P,I,2026-01-02,S,C,L
100000000368,018,934188,2026-01-03,2026-01-03,P,A,MAKER_ID_368,2026-01-03,CHECKER_ID_3,2026-01-03,REV_MAKER_ID,2026-01-03,REV_CHECKER_,2026-01-03,219151,183479,34,P,P,I,2026-01-03,S,C,L
100000000369,019,664372,2026-01-04,2026-01-04,P,U,MAKER_ID_369,2026-01-04,CHECKER_ID_3,2026-01-04,REV_MAKER_ID,2026-01-04,REV_CHECKER_,2026-01-04,606130,48794,15,P,P,I,2026-01-04,S,C,L
100000000370,020,314194,2026-01-05,2026-01-05,P,A,MAKER_ID_370,2026-01-05,CHECKER_ID_3,2026-01-05,REV_MAKER_ID,2026-01-05,REV_CHECKER_,2026-01-05,887267,179267,73,P,P,I,2026-01-05,S,C,L
100000000371,021,842139,2026-01-06,2026-01-06,P,A,MAKER_ID_371,2026-01-06,CHECKER_ID_3,2026-01-06,REV_MAKER_ID,2026-01-06,REV_CHECKER_,2026-01-06,249349,472651,13,P,P,I,2026-01-06,S,C,L
100000000372,022,499681,2026-01-07,2026-01-07,P,A,MAKER_ID_372,2026-01-07,CHECKER_ID_3,2026-01-07,REV_MAKER_ID,2026-01-07,REV_CHECKER_,2026-01-07,48441,291901,21,P,P,I,2026-01-07,S,C,L
100000000373,023,494770,2026-01-08,2026-01-08,P,A,MAKER_ID_373,2026-01-08,CHECKER_ID_3,2026-01-08,REV_MAKER_ID,2026-01-08,REV_CHECKER_,2026-01-08,706760,504019,89,P,P,I,2026-01-08,S,C,L
100000000374,024,462801,2026-01-09,2026-01-09,P,A,MAKER_ID_374,2026-01-09,CHECKER_ID_3,2026-01-09,REV_MAKER_ID,2026-01-09,REV_CHECKER_,2026-01-09,212666,38702,55,P,P,I,2026-01-09,S,C,L
100000000375,025,512609,2026-01-10,2026-01-10,P,A,MAKER_ID_375,2026-01-10,CHECKER_ID_3,2026-01-10,REV_MAKER_ID,2026-01-10,REV_CHECKER_,2026-01-10,664415,358837,52,P,P,I,2026-01-10,S,C,L
100000000376,001,906600,2026-01-11,2026-01-11,P,A,MAKER_ID_376,2026-01-11,CHECKER_ID_3,2026-01-11,REV_MAKER_ID,2026-01-11,REV_CHECKER_,2026-01-11,522886,464631,62,P,P,I,2026-01-11,S,C,L
100000000377,002,57456,2026-01-12,2026-01-12,P,A,MAKER_ID_377,2026-01-12,CHECKER_ID_3,2026-01-12,REV_MAKER_ID,2026-01-12,REV_CHECKER_,2026-01-12,706520,607265,37,P,P,I,2026-01-12,S,C,L
100000000378,003,800926,2026-01-13,2026-01-13,P,A,MAKER_ID_378,2026-01-13,CHECKER_ID_3,2026-01-13,REV_MAKER_ID,2026-01-13,REV_CHECKER_,2026-01-13,432934,194266,56,P,P,I,2026-01-13,S,C,L
100000000379,004,646326,2026-01-14,2026-01-14,P,A,MAKER_ID_379,2026-01-14,CHECKER_ID_3,2026-01-14,REV_MAKER_ID,2026-01-14,REV_CHECKER_,2026-01-14,990182,575169,43,P,P,I,2026-01-14,S,C,L
100000000380,005,777363,2026-01-15,2026-01-15,P,A,MAKER_ID_380,2026-01-15,CHECKER_ID_3,2026-01-15,REV_MAKER_ID,2026-01-15,REV_CHECKER_,2026-01-15,566545,422968,54,P,P,I,2026-01-15,S,C,L
100000000381,006,150775,2026-01-16,2026-01-16,P,A,MAKER_ID_381,2026-01-16,CHECKER_ID_3,2026-01-16,REV_MAKER_ID,2026-01-16,REV_CHECKER_,2026-01-16,644754,227605,84,P,P,I,2026-01-16,S,C,L
100000000382,007,214886,2026-01-17,2026-01-17,P,A,MAKER_ID_382,2026-01-17,CHECKER_ID_3,2026-01-17,REV_MAKER_ID,2026-01-17,REV_CHECKER_,2026-01-17,364082,743876,77,P,P,I,2026-01-17,S,C,L
100000000383,008,841782,2026-01-18,2026-01-18,P,A,MAKER_ID_383,2026-01-18,CHECKER_ID_3,2026-01-18,REV_MAKER_ID,2026-01-18,REV_CHECKER_,2026-01-18,803346,986503,10,P,P,I,2026-01-18,S,C,L
100000000384,009,415947,2026-01-19,2026-01-19,P,A,MAKER_ID_384,2026-01-19,CHECKER_ID_3,2026-01-19,REV_MAKER_ID,2026-01-19,REV_CHECKER_,2026-01-19,689293,141611,31,P,P,I,2026-01-19,S,C,L
100000000385,010,848439,2026-01-20,2026-01-20,P,A,MAKER_ID_385,2026-01-20,CHECKER_ID_3,2026-01-20,REV_MAKER_ID,2026-01-20,REV_CHECKER_,2026-01-20,727957,594222,19,P,P,I,2026-01-20,S,C,L
100000000386,011,661005,2026-01-21,2026-01-21,P,A,MAKER_ID_386,2026-01-21,CHECKER_ID_3,2026-01-21,REV_MAKER_ID,2026-01-21,REV_CHECKER_,2026-01-21,540954,292920,38,P,P,I,2026-01-21,S,C,L
100000000387,012,278312,2026-01-22,2026-01-22,P,A,MAKER_ID_387,2026-01-22,CHECKER_ID_3,2026-01-22,REV_MAKER_ID,2026-01-22,REV_CHECKER_,2026-01-22,544930,420240,6,P,P,I,2026-01-22,S,C,L
100000000388,013,375778,2026-01-23,2026-01-23,P,A,MAKER_ID_388,2026-01-23,CHECKER_ID_3,2026-01-23,REV_MAKER_ID,2026-01-23,REV_CHECKER_,2026-01-23,800863,751970,3,P,P,I,2026-01-23,S,C,L
100000000389,014,65683,2026-01-24,2026-01-24,P,A,MAKER_ID_389,2026-01-24,CHECKER_ID_3,2026-01-24,REV_MAKER_ID,2026-01-24,REV_CHECKER_,2026-01-24,439661,738390,79,P,P,I,2026-01-24,S,C,L
100000000390,015,290555,2026-01-25,2026-01-25,P,A,MAKER_ID_390,2026-01-25,CHECKER_ID_3,2026-01-25,REV_MAKER_ID,2026-01-25,REV_CHECKER_,2026-01-25,718198,835047,79,P,P,I,2026-01-25,S,C,L
100000000391,016,375714,2026-01-26,2026-01-26,P,A,MAKER_ID_391,2026-01-26,CHECKER_ID_3,2026-01-26,REV_MAKER_ID,2026-01-26,REV_CHECKER_,2026-01-26,805760,252608,82,P,P,I,2026-01-26,S,C,L
100000000392,017,463475,2026-01-27,2026-01-27,P,U,MAKER_ID_392,2026-01-27,CHECKER_ID_3,2026-01-27,REV_MAKER_ID,2026-01-27,REV_CHECKER_,2026-01-27,919534,680205,78,P,P,I,2026-01-27,S,C,L
100000000393,018,682695,2026-01-28,2026-01-28,P,A,MAKER_ID_393,2026-01-28,CHECKER_ID_3,2026-01-28,REV_MAKER_ID,2026-01-28,REV_CHECKER_,2026-01-28,663988,880956,66,P,P,I,2026-01-28,S,C,L
100000000394,019,794320,2026-01-29,2026-01-29,P,A,MAKER_ID_394,2026-01-29,CHECKER_ID_3,2026-01-29,REV_MAKER_ID,2026-01-29,REV_CHECKER_,2026-01-29,580801,260249,79,P,P,I,2026-01-29,S,C,L
100000000395,020,103844,2026-01-30,2026-01-30,P,A,MAKER_ID_395,2026-01-30,CHECKER_ID_3,2026-01-30,REV_MAKER_ID,2026-01-30,REV_CHECKER_,2026-01-30,715997,205998,82,P,P,I,2026-01-30,S,C,L
100000000396,021,897761,2026-01-31,2026-01-31,P,A,MAKER_ID_396,2026-01-31,CHECKER_ID_3,2026-01-31,REV_MAKER_ID,2026-01-31,REV_CHECKER_,2026-01-31,878077,836107,2,P,P,I,2026-01-31,S,C,L
100000000397,022,53109,2026-02-01,2026-02-01,P,A,MAKER_ID_397,2026-02-01,CHECKER_ID_3,2026-02-01,REV_MAKER_ID,2026-02-01,REV_CHECKER_,2026-02-01,491125,629976,44,P,P,I,2026-02-01,S,C,L
100000000398,023,789220,2026-02-02,2026-02-02,P,A,MAKER_ID_398,2026-02-02,CHECKER_ID_3,2026-02-02,REV_MAKER_ID,2026-02-02,REV_CHECKER_,2026-02-02,10919,961390,69,P,P,I,2026-02-02,S,C,L
100000000399,024,12095,2026-02-03,2026-02-03,P,A,MAKER_ID_399,2026-02-03,CHECKER_ID_3,2026-02-03,REV_MAKER_ID,2026-02-03,REV_CHECKER_,2026-02-03,476216,49727,69,P,P,I,2026-02-03,S,C,L
100000000400,025,101900,2026-02-04,2026-02-04,P,A,MAKER_ID_400,2026-02-04,CHECKER_ID_4,2026-02-04,REV_MAKER_ID,2026-02-04,REV_CHECKER_,2026-02-04,883500,920877,73,P,P,I,2026-02-04,S,C,L
100000000401,001,883824,2026-02-05,2026-02-05,P,A,MAKER_ID_401,2026-02-05,CHECKER_ID_4,2026-02-05,REV_MAKER_ID,2026-02-05,REV_CHECKER_,2026-02-05,795679,969544,58,P,P,I,2026-02-05,S,C,L
100000000402,002,117301,2026-02-06,2026-02-06,P,A,MAKER_ID_402,2026-02-06,CHECKER_ID_4,2026-02-06,REV_MAKER_ID,2026-02-06,REV_CHECKER_,2026-02-06,84458,858896,27,P,P,I,2026-02-06,S,C,L
100000000403,003,198528,2026-02-07,2026-02-07,P,A,MAKER_ID_403,2026-02-07,CHECKER_ID_4,2026-02-07,REV_MAKER_ID,2026-02-07,REV_CHECKER_,2026-02-07,153754,487018,89,P,P,I,2026-02-07,S,C,L
100000000404,004,607554,2026-02-08,2026-02-08,P,A,MAKER_ID_404,2026-02-08,CHECKER_ID_4,2026-02-08,REV_MAKER_ID,2026-02-08,REV_CHECKER_,2026-02-08,940937,174950,66,P,P,I,2026-02-08,S,C,L
100000000405,005,781553,2026-02-09,2026-02-09,P,A,MAKER_ID_405,2026-02-09,CHECKER_ID_4,2026-02-09,REV_MAKER_ID,2026-02-09,REV_CHECKER_,2026-02-09,534942,812091,28,P,P,I,2026-02-09,S,C,L
100000000406,006,3942,2026-02-10,2026-02-10,P,A,MAKER_ID_406,2026-02-10,CHECKER_ID_4,2026-02-10,REV_MAKER_ID,2026-02-10,REV_CHECKER_,2026-02-10,561230,439950,54,P,P,I,2026-02-10,S,C,L
100000000407,007,803723,2026-02-11,2026-02-11,P,A,MAKER_ID_407,2026-02-11,CHECKER_ID_4,2026-02-11,REV_MAKER_ID,2026-02-11,REV_CHECKER_,2026-02-11,775710,655433,60,P,P,I,2026-02-11,S,C,L
100000000408,008,269829,2026-02-12,2026-02-12,P,A,MAKER_ID_408,2026-02-12,CHECKER_ID_4,2026-02-12,REV_MAKER_ID,2026-02-12,REV_CHECKER_,2026-02-12,737585,179928,68,P,P,I,2026-02-12,S,C,L
100000000409,009,441220,2026-02-13,2026-02-13,P,A,MAKER_ID_409,2026-02-13,CHECKER_ID_4,2026-02-13,REV_MAKER_ID,2026-02-13,REV_CHECKER_,2026-02-13,914857,13668,80,P,P,I,2026-02-13,S,C,L
100000000410,010,147019,2026-02-14,2026-02-14,P,A,MAKER_ID_410,2026-02-14,CHECKER_ID_4,2026-02-14,REV_MAKER_ID,2026-02-14,REV_CHECKER_,2026-02-14,397066,959954,29,P,P,I,2026-02-14,S,C,L
100000000411,011,781087,2026-02-15,2026-02-15,P,A,MAKER_ID_411,2026-02-15,CHECKER_ID_4,2026-02-15,REV_MAKER_ID,2026-02-15,REV_CHECKER_,2026-02-15,167232,391537,61,P,P,I,2026-02-15,S,C,L
100000000412,012,766794,2026-02-16,2026-02-16,P,A,MAKER_ID_412,2026-02-16,CHECKER_ID_4,2026-02-16,REV_MAKER_ID,2026-02-16,REV_CHECKER_,2026-02-16,888741,805737,69,P,P,I,2026-02-16,S,C,L
100000000413,013,591493,2026-02-17,2026-02-17,P,A,MAKER_ID_413,2026-02-17,CHECKER_ID_4,2026-02-17,REV_MAKER_ID,2026-02-17,REV_CHECKER_,2026-02-17,522518,163098,10,P,P,I,2026-02-17,S,C,L
100000000414,014,717361,2026-02-18,2026-02-18,P,A,MAKER_ID_414,2026-02-18,CHECKER_ID_4,2026-02-18,REV_MAKER_ID,2026-02-18,REV_CHECKER_,2026-02-18,315098,557395,62,P,P,I,2026-02-18,S,C,L
100000000415,015,725150,2026-02-19,2026-02-19,P,U,MAKER_ID_415,2026-02-19,CHECKER_ID_4,2026-02-19,REV_MAKER_ID,2026-02-19,REV_CHECKER_,2026-02-19,836158,795211,89,P,P,I,2026-02-19,S,C,L
100000000416,016,201918,2026-02-20,2026-02-20,P,A,MAKER_ID_416,2026-02-20,CHECKER_ID_4,2026-02-20,REV_MAKER_ID,2026-02-20,REV_CHECKER_,2026-02-20,574015,136832,96,P,P,I,2026-02-20,S,C,L
100000000417,017,559441,2026-02-21,2026-02-21,P,A,MAKER_ID_417,2026-02-21,CHECKER_ID_4,2026-02-21,REV_MAKER_ID,2026-02-21,REV_CHECKER_,2026-02-21,635375,650011,12,P,P,I,2026-02-21,S,C,L
100000000418,018,603609,2026-02-22,2026-02-22,P,A,MAKER_ID_418,2026-02-22,CHECKER_ID_4,2026-02-22,REV_MAKER_ID,2026-02-22,REV_CHECKER_,2026-02-22,229872,445211,46,P,P,I,2026-02-22,S,C,L
100000000419,019,807118,2026-02-23,2026-02-23,P,A,MAKER_ID_419,2026-02-23,CHECKER_ID_4,2026-02-23,REV_MAKER_ID,2026-02-23,REV_CHECKER_,2026-02-23,874365,272569,16,P,P,I,2026-02-23,S,C,L
100000000420,020,53727,2026-02-24,2026-02-24,P,A,MAKER_ID_420,2026-02-24,CHECKER_ID_4,2026-02-24,REV_MAKER_ID,2026-02-24,REV_CHECKER_,2026-02-24,334618,495030,27,P,P,I,2026-02-24,S,C,L
100000000421,021,260419,2026-02-25,2026-02-25,P,A,MAKER_ID_421,2026-02-25,CHECKER_ID_4,2026-02-25,REV_MAKER_ID,2026-02-25,REV_CHECKER_,2026-02-25,966997,847439,77,P,P,I,2026-02-25,S,C,L
100000000422,022,209817,2026-02-26,2026-02-26,P,A,MAKER_ID_422,2026-02-26,CHECKER_ID_4,2026-02-26,REV_MAKER_ID,2026-02-26,REV_CHECKER_,2026-02-26,778436,700998,16,P,P,I,2026-02-26,S,C,L
100000000423,023,843455,2026-02-27,2026-02-27,P,A,MAKER_ID_423,2026-02-27,CHECKER_ID_4,2026-02-27,REV_MAKER_ID,2026-02-27,REV_CHECKER_,2026-02-27,692733,490660,89,P,P,I,2026-02-27,S,C,L
100000000424,024,342967,2026-02-28,2026-02-28,P,A,MAKER_ID_424,2026-02-28,CHECKER_ID_4,2026-02-28,REV_MAKER_ID,2026-02-28,REV_CHECKER_,2026-02-28,978566,589283,79,P,P,I,2026-02-28,S,C,L
100000000425,025,424608,2026-03-01,2026-03-01,P,A,MAKER_ID_425,2026-03-01,CHECKER_ID_4,2026-03-01,REV_MAKER_ID,2026-03-01,REV_CHECKER_,2026-03-01,902277,702825,56,P,P,I,2026-03-01,S,C,L
100000000426,001,31570,2026-03-02,2026-03-02,P,A,MAKER_ID_426,2026-03-02,CHECKER_ID_4,2026-03-02,REV_MAKER_ID,2026-03-02,REV_CHECKER_,2026-03-02,572078,627748,24,P,P,I,2026-03-02,S,C,L
100000000427,002,739940,2026-03-03,2026-03-03,P,A,MAKER_ID_427,2026-03-03,CHECKER_ID_4,2026-03-03,REV_MAKER_ID,2026-03-03,REV_CHECKER_,2026-03-03,606466,69910,54,P,P,I,2026-03-03,S,C,L
100000000428,003,149384,2026-03-04,2026-03-04,P,A,MAKER_ID_428,2026-03-04,CHECKER_ID_4,2026-03-04,REV_MAKER_ID,2026-03-04,REV_CHECKER_,2026-03-04,8534,772716,51,P,P,I,2026-03-04,S,C,L
100000000429,004,709720,2026-03-05,2026-03-05,P,A,MAKER_ID_429,2026-03-05,CHECKER_ID_4,2026-03-05,REV_MAKER_ID,2026-03-05,REV_CHECKER_,2026-03-05,909256,632830,51,P,P,I,2026-03-05,S,C,L
100000000430,005,938326,2026-03-06,2026-03-06,P,A,MAKER_ID_430,2026-03-06,CHECKER_ID_4,2026-03-06,REV_MAKER_ID,2026-03-06,REV_CHECKER_,2026-03-06,268796,659313,63,P,P,I,2026-03-06,S,C,L
100000000431,006,65700,2026-03-07,2026-03-07,P,A,MAKER_ID_431,2026-03-07,CHECKER_ID_4,2026-03-07,REV_MAKER_ID,2026-03-07,REV_CHECKER_,2026-03-07,267300,12395,79,P,P,I,2026-03-07,S,C,L
100000000432,007,661541,2026-03-08,2026-03-08,P,A,MAKER_ID_432,2026-03-08,CHECKER_ID_4,2026-03-08,REV_MAKER_ID,2026-03-08,REV_CHECKER_,2026-03-08,897608,339830,1,P,P,I,2026-03-08,S,C,L
100000000433,008,809221,2026-03-09,2026-03-09,P,A,MAKER_ID_433,2026-03-09,CHECKER_ID_4,2026-03-09,REV_MAKER_ID,2026-03-09,REV_CHECKER_,2026-03-09,373506,331104,47,P,P,I,2026-03-09,S,C,L
100000000434,009,398522,2026-03-10,2026-03-10,P,A,MAKER_ID_434,2026-03-10,CHECKER_ID_4,2026-03-10,REV_MAKER_ID,2026-03-10,REV_CHECKER_,2026-03-10,407332,756846,40,P,P,I,2026-03-10,S,C,L
100000000435,010,226711,2026-03-11,2026-03-11,P,A,MAKER_ID_435,2026-03-11,CHECKER_ID_4,2026-03-11,REV_MAKER_ID,2026-03-11,REV_CHECKER_,2026-03-11,462473,292264,67,P,P,I,2026-03-11,S,C,L
100000000436,011,267266,2026-03-12,2026-03-12,P,A,MAKER_ID_436,2026-03-12,CHECKER_ID_4,2026-03-12,REV_MAKER_ID,2026-03-12,REV_CHECKER_,2026-03-12,765602,10790,82,P,P,I,2026-03-12,S,C,L
100000000437,012,384489,2026-03-13,2026-03-13,P,A,MAKER_ID_437,2026-03-13,CHECKER_ID_4,2026-03-13,REV_MAKER_ID,2026-03-13,REV_CHECKER_,2026-03-13,885450,332142,24,P,P,I,2026-03-13,S,C,L
100000000438,013,965060,2026-03-14,2026-03-14,P,U,MAKER_ID_438,2026-03-14,CHECKER_ID_4,2026-03-14,REV_MAKER_ID,2026-03-14,REV_CHECKER_,2026-03-14,234340,29910,1,P,P,I,2026-03-14,S,C,L
100000000439,014,209322,2026-03-15,2026-03-15,P,A,MAKER_ID_439,2026-03-15,CHECKER_ID_4,2026-03-15,REV_MAKER_ID,2026-03-15,REV_CHECKER_,2026-03-15,685042,155659,29,P,P,I,2026-03-15,S,C,L
100000000440,015,900011,2026-03-16,2026-03-16,P,A,MAKER_ID_440,2026-03-16,CHECKER_ID_4,2026-03-16,REV_MAKER_ID,2026-03-16,REV_CHECKER_,2026-03-16,63609,721314,97,P,P,I,2026-03-16,S,C,L
100000000441,016,999317,2026-03-17,2026-03-17,P,A,MAKER_ID_441,2026-03-17,CHECKER_ID_4,2026-03-17,REV_MAKER_ID,2026-03-17,REV_CHECKER_,2026-03-17,358281,663926,56,P,P,I,2026-03-17,S,C,L
100000000442,017,842220,2026-03-18,2026-03-18,P,A,MAKER_ID_442,2026-03-18,CHECKER_ID_4,2026-03-18,REV_MAKER_ID,2026-03-18,REV_CHECKER_,2026-03-18,51593,104266,47,P,P,I,2026-03-18,S,C,L
100000000443,018,751352,2026-03-19,2026-03-19,P,A,MAKER_ID_443,2026-03-19,CHECKER_ID_4,2026-03-19,REV_MAKER_ID,2026-03-19,REV_CHECKER_,2026-03-19,901359,245540,52,P,P,I,2026-03-19,S,C,L
100000000444,019,150604,2026-03-20,2026-03-20,P,A,MAKER_ID_444,2026-03-20,CHECKER_ID_4,2026-03-20,REV_MAKER_ID,2026-03-20,REV_CHECKER_,2026-03-20,761139,194176,48,P,P,I,2026-03-20,S,C,L
100000000445,020,664534,2026-03-21,2026-03-21,P,A,MAKER_ID_445,2026-03-21,CHECKER_ID_4,2026-03-21,REV_MAKER_ID,2026-03-21,REV_CHECKER_,2026-03-21,31168,500735,58,P,P,I,2026-03-21,S,C,L
100000000446,021,136299,2026-03-22,2026-03-22,P,A,MAKER_ID_446,2026-03-22,CHECKER_ID_4,2026-03-22,REV_MAKER_ID,2026-03-22,REV_CHECKER_,2026-03-22,805474,847778,34,P,P,I,2026-03-22,S,C,L
100000000447,022,835590,2026-03-23,2026-03-23,P,A,MAKER_ID_447,2026-03-23,CHECKER_ID_4,2026-03-23,REV_MAKER_ID,2026-03-23,REV_CHECKER_,2026-03-23,502527,724320,50,P,P,I,2026-03-23,S,C,L
100000000448,023,874278,2026-03-24,2026-03-24,P,A,MAKER_ID_448,2026-03-24,CHECKER_ID_4,2026-03-24,REV_MAKER_ID,2026-03-24,REV_CHECKER_,2026-03-24,774641,208887,73,P,P,I,2026-03-24,S,C,L
100000000449,024,872131,2026-03-25,2026-03-25,P,A,MAKER_ID_449,2026-03-25,CHECKER_ID_4,2026-03-25,REV_MAKER_ID,2026-03-25,REV_CHECKER_,2026-03-25,524420,49864,90,P,P,I,2026-03-25,S,C,L
100000000450,025,85219,2026-03-26,2026-03-26,P,A,MAKER_ID_450,2026-03-26,CHECKER_ID_4,2026-03-26,REV_MAKER_ID,2026-03-26,REV_CHECKER_,2026-03-26,903420,200546,49,P,P,I,2026-03-26,S,C,L
100000000451,001,813427,2026-03-27,2026-03-27,P,A,MAKER_ID_451,2026-03-27,CHECKER_ID_4,2026-03-27,REV_MAKER_ID,2026-03-27,REV_CHECKER_,2026-03-27,718687,374164,95,P,P,I,2026-03-27,S,C,L
