BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY
022,100000000072,100000000072,100000000072,H,2026-03-13,2026-03-13,1,BOO,S,2026-03-13,100000000072,BRL,BRL,2026-03-13,116111,A,C,M,M,2026-03-13,PRINC_LIQ_AC_72,R,14884,022,2026-03-13,C,N,R,R,R,30,77882,74930,100000000072,RD_,BRL,22134.000,2026-03-13,O,2026-03-13,CHA,R,PRI,BRL
023,100000000073,100000000073,100000000073,H,2026-03-14,2026-03-14,1,BOO,S,2026-03-14,100000000073,USD,USD,2026-03-14,367692,A,C,M,M,2026-03-14,PRINC_LIQ_AC_73,R,15064,023,2026-03-14,D,N,R,R,R,22,91478,27189,100000000073,RD_,USD,3214.700,2026-03-14,O,2026-03-14,CHA,R,PRI,USD
024,100000000074,100000000074,100000000074,H,2026-03-15,2026-03-15,1,BOO,S,2026-03-15,100000000074,PEN,PEN,2026-03-15,61559,A,C,M,M,2026-03-15,PRINC_LIQ_AC_74,R,21076,024,2026-03-15,C,N,R,R,R,7,76390,72720,100000000074,RD_,PEN,13170.100,2026-03-15,O,2026-03-15,CHA,R,PRI,PEN
025,100000000075,100000000075,100000000075,H,2026-03-16,2026-03-16,1,BOO,S,2026-03-16,100000000075,EUR,EUR,2026-03-16,444909,A,C,M,M,2026-03-16,PRINC_LIQ_AC_75,R,128661,025,2026-03-16,D,N,R,R,R,8,85524,4026,100000000075,RD_,EUR,62109.600,2026-03-16,O,2026-03-16,CHA,R,PRI,EUR
001,100000000076,100000000076,100000000076,H,2026-03-17,2026-03-17,1,BOO,S,2026-03-17,100000000076,BRL,BRL,2026-03-17,7978,A,C,M,M,2026-03-17,PRINC_LIQ_AC_76,R,290,001,2026-03-17,C,Y,R,R,R,22,29913,19699,100000000076,RD_,BRL,16947.800,2026-03-17,O,2026-03-17,CHA,R,PRI,BRL
002,100000000077,100000000077,100000000077,H,2026-03-18,2026-03-18,1,BOO,S,2026-03-18,100000000077,USD,USD,2026-03-18,129474,A,C,M,M,2026-03-18,PRINC_LIQ_AC_77,R,6455,002,2026-03-18,D,N,R,R,R,16,79352,87285,100000000077,RD_,USD,6999.400,2026-03-18,O,2026-03-18,CHA,R,PRI,USD
003,100000000078,100000000078,100000000078,H,2026-03-19,2026-03-19,1,BOO,S,2026-03-19,100000000078,PEN,PEN,2026-03-19,572089,A,C,M,M,2026-03-19,PRINC_LIQ_AC_78,R,23310,003,2026-03-19,C,N,R,R,R,27,67360,28585,100000000078,RD_,PEN,7840.800,2026-03-19,O,2026-03-19,CHA,R,PRI,PEN
004,100000000079,100000000079,100000000079,H,2026-03-20,2026-03-20,1,BOO,S,2026-03-20,100000000079,EUR,EUR,2026-03-20,20442,A,C,M,M,2026-03-20,PRINC_LIQ_AC_79,R,8501,004,2026-03-20,D,N,R,R,R,20,571,56195,100000000079,RD_,EUR,813.300,2026-03-20,O,2026-03-20,CHA,R,PRI,EUR
005,100000000080,100000000080,100000000080,H,2026-03-21,2026-03-21,1,BOO,S,2026-03-21,100000000080,BRL,BRL,2026-03-21,898126,A,C,M,M,2026-03-21,PRINC_LIQ_AC_80,R,19337,005,2026-03-21,C,N,R,R,R,6,96706,20152,100000000080,RD_,BRL,7209.000,2026-03-21,O,2026-03-21,CHA,R,PRI,BRL
006,100000000081,100000000081,100000000081,H,2026-03-22,2026-03-22,1,BOO,S,2026-03-22,100000000081,USD,USD,2026-03-22,648334,A,C,M,M,2026-03-22,PRINC_LIQ_AC_81,R,23981,006,2026-03-22,D,Y,R,R,R,12,54250,94200,100000000081,RD_,USD,7655.600,2026-03-22,O,2026-03-22,CHA,R,PRI,USD
007,100000000082,100000000082,100000000082,H,2026-03-23,2026-03-23,1,BOO,S,2026-03-23,100000000082,PEN,PEN,2026-03-23,769715,A,C,M,M,2026-03-23,PRINC_LIQ_AC_82,R,23591,007,2026-03-23,C,N,R,R,R,19,73244,7708,100000000082,RD_,PEN,22620.200,2026-03-23,O,2026-03-23,CHA,R,PRI,PEN
008,100000000083,100000000083,100000000083,H,2026-03-24,2026-03-24,1,BOO,S,2026-03-24,100000000083,EUR,EUR,2026-03-24,553953,A,C,M,M,2026-03-24,PRINC_LIQ_AC_83,R,22436,008,2026-03-24,D,N,R,R,R,5,99695,22586,100000000083,RD_,EUR,21026.900,2026-03-24,O,2026-03-24,CHA,R,PRI,EUR
009,100000000084,100000000084,100000000084,H,2026-03-25,2026-03-25,1,BOO,S,2026-03-25,100000000084,BRL,BRL,2026-03-25,650718,A,C,M,M,2026-03-25,PRINC_LIQ_AC_84,R,10668,009,2026-03-25,C,N,R,R,R,8,36557,62037,100000000084,RD_,BRL,69.900,2026-03-25,O,2026-03-25,CHA,R,PRI,BRL
010,100000000085,100000000085,100000000085,H,2026-03-26,2026-03-26,1,BOO,S,2026-03-26,100000000085,USD,USD,2026-03-26,566360,A,C,M,M,2026-03-26,PRINC_LIQ_AC_85,R,10223,010,2026-03-26,D,N,R,R,R,7,49180,58260,100000000085,RD_,USD,5728.300,2026-03-26,O,2026-03-26,CHA,R,PRI,USD
011,100000000086,100000000086,100000000086,H,2026-03-27,2026-03-27,1,BOO,S,2026-03-27,100000000086,PEN,PEN,2026-03-27,251716,A,C,M,M,2026-03-27,PRINC_LIQ_AC_86,R,22615,011,2026-03-27,C,Y,R,R,R,10,51190,15072,100000000086,RD_,PEN,10124.000,2026-03-27,O,2026-03-27,CHA,R,PRI,PEN
012,100000000087,100000000087,100000000087,H,2026-03-28,2026-03-28,1,BOO,S,2026-03-28,100000000087,EUR,EUR,2026-03-28,948944,A,C,M,M,2026-03-28,PRINC_LIQ_AC_87,R,8101,012,2026-03-28,D,N,R,R,R,23,78425,64536,100000000087,RD_,EUR,1610.100,2026-03-28,O,2026-03-28,CHA,R,PRI,EUR
013,100000000088,100000000088,100000000088,H,2026-03-29,2026-03-29,1,BOO,S,2026-03-29,100000000088,BRL,BRL,2026-03-29,307869,A,C,M,M,2026-03-29,PRINC_LIQ_AC_88,R,18568,013,2026-03-29,C,N,R,R,R,31,82293,28566,100000000088,RD_,BRL,16073.900,2026-03-29,O,2026-03-29,CHA,R,PRI,BRL
014,100000000089,100000000089,100000000089,H,2026-03-30,2026-03-30,1,BOO,S,2026-03-30,100000000089,USD,USD,2026-03-30,777450,A,C,M,M,2026-03-30,PRINC_LIQ_AC_89,R,2913,014,2026-03-30,D,N,R,R,R,6,32515,10037,100000000089,RD_,USD,23105.800,2026-03-30,O,2026-03-30,CHA,R,PRI,USD
015,100000000090,100000000090,100000000090,H,2026-03-31,2026-03-31,1,BOO,S,2026-03-31,100000000090,PEN,PEN,2026-03-31,927078,A,C,M,M,2026-03-31,PRINC_LIQ_AC_90,R,5352,015,2026-03-31,C,N,R,R,R,17,75271,98520,100000000090,RD_,PEN,11462.800,2026-03-31,O,2026-03-31,CHA,R,PRI,PEN
016,100000000091,100000000091,100000000091,H,2026-04-01,2026-04-01,1,BOO,S,2026-04-01,100000000091,EUR,EUR,2026-04-01,927911,A,C,M,M,2026-04-01,PRINC_LIQ_AC_91,R,6615,016,2026-04-01,D,Y,R,R,R,27,60739,57911,100000000091,RD_,EUR,15746.700,2026-04-01,O,2026-04-01,CHA,R,PRI,EUR
017,100000000092,100000000092,100000000092,H,2026-04-02,2026-04-02,1,BOO,S,2026-04-02,100000000092,BRL,BRL,2026-04-02,511108,A,C,M,M,2026-04-02,PRINC_LIQ_AC_92,R,11327,017,2026-04-02,C,N,R,R,R,23,31248,5356,100000000092,RD_,BRL,2568.200,2026-04-02,O,2026-04-02,CHA,R,PRI,BRL
018,100000000093,100000000093,100000000093,H,2026-04-03,2026-04-03,1,BOO,S,2026-04-03,100000000093,USD,USD,2026-04-03,164098,A,C,M,M,2026-04-03,PRINC_LIQ_AC_93,R,19613,018,2026-04-03,D,N,R,R,R,25,98561,5044,100000000093,RD_,USD,9238.100,2026-04-03,O,2026-04-03,CHA,R,PRI,USD
019,100000000094,100000000094,100000000094,H,2026-04-04,2026-04-04,1,BOO,S,2026-04-04,100000000094,PEN,PEN,2026-04-04,327979,A,C,M,M,2026-04-04,PRINC_LIQ_AC_94,R,11308,019,2026-04-04,C,N,R,R,R,23,44516,91062,100000000094,RD_,PEN,24037.200,2026-04-04,O,2026-04-04,CHA,R,PRI,PEN
020,100000000095,100000000095,100000000095,H,2026-04-05,2026-04-05,1,BOO,S,2026-04-05,100000000095,EUR,EUR,2026-04-05,777148,A,C,M,M,2026-04-05,PRINC_LIQ_AC_95,R,5487,020,2026-04-05,D,N,R,R,R,30,57150,10486,100000000095,RD_,EUR,16433.900,2026-04-05,O,2026-04-05,CHA,R,PRI,EUR
021,100000000096,100000000096,100000000096,H,2026-04-06,2026-04-06,1,BOO,S,2026-04-06,100000000096,BRL,BRL,2026-04-06,843733,A,C,M,M,2026-04-06,PRINC_LIQ_AC_96,R,2296,021,2026-04-06,C,Y,R,R,R,0,38971,96806,100000000096,RD_,BRL,7563.600,2026-04-06,O,2026-04-06,CHA,R,PRI,BRL
022,100000000097,100000000097,100000000097,H,2026-04-07,2026-04-07,1,BOO,S,2026-04-07,100000000097,USD,USD,2026-04-07,872412,A,C,M,M,2026-04-07,PRINC_LIQ_AC_97,R,17919,022,2026-04-07,D,N,R,R,R,15,82271,69205,100000000097,RD_,USD,1156.800,2026-04-07,O,2026-04-07,CHA,R,PRI,USD
023,100000000098,100000000098,100000000098,H,2026-04-08,2026-04-08,1,BOO,S,2026-04-08,100000000098,PEN,PEN,2026-04-08,675138,A,C,M,M,2026-04-08,PRINC_LIQ_AC_98,R,3130,023,2026-04-08,C,N,R,R,R,13,19163,44472,100000000098,RD_,PEN,6282.500,2026-04-08,O,2026-04-08,CHA,R,PRI,PEN
024,100000000099,100000000099,100000000099,H,2026-04-09,2026-04-09,1,BOO,S,2026-04-09,100000000099,EUR,EUR,2026-04-09,917763,A,C,M,M,2026-04-09,PRINC_LIQ_AC_99,R,13465,024,2026-04-09,D,N,R,R,R,0,90940,56764,100000000099,RD_,EUR,15268.600,2026-04-09,O,2026-04-09,CHA,R,PRI,EUR
025,100000000100,100000000100,100000000100,H,2026-04-10,2026-04-10,1,BOO,S,2026-04-10,100000000100,BRL,BRL,2026-04-10,804541,A,C,M,M,2026-04-10,PRINC_LIQ_AC_100,R,10065,025,2026-04-10,C,N,R,R,R,0,82389,61342,100000000100,RD_,BRL,9760.100,2026-04-10,O,2026-04-10,CHA,R,PRI,BRL
001,100000000101,100000000101,100000000101,H,2026-04-11,2026-04-11,1,BOO,S,2026-04-11,100000000101,USD,USD,2026-04-11,41212,A,C,M,M,2026-04-11,PRINC_LIQ_AC_101,R,20806,001,2026-04-11,D,Y,R,R,R,35,879,75934,100000000101,RD_,USD,19394.100,2026-04-11,O,2026-04-11,CHA,R,PRI,USD
002,100000000102,100000000102,100000000102,H,2026-04-12,2026-04-12,1,BOO,S,2026-04-12,100000000102,PEN,PEN,2026-04-12,835828,A,C,M,M,2026-04-12,PRINC_LIQ_AC_102,R,18495,002,2026-04-12,C,N,R,R,R,6,62999,73414,100000000102,RD_,PEN,23918.100,2026-04-12,O,2026-04-12,CHA,R,PRI,PEN
003,100000000103,100000000103,100000000103,H,2026-04-13,2026-04-13,1,BOO,S,2026-04-13,100000000103,EUR,EUR,2026-04-13,581357,A,C,M,M,2026-04-13,PRINC_LIQ_AC_103,R,7883,003,2026-04-13,D,N,R,R,R,6,60575,62306,100000000103,RD_,EUR,21190.900,2026-04-13,O,2026-04-13,CHA,R,PRI,EUR
004,100000000104,100000000104,100000000104,H,2026-04-14,2026-04-14,1,BOO,S,2026-04-14,100000000104,BRL,BRL,2026-04-14,813193,A,C,M,M,2026-04-14,PRINC_LIQ_AC_104,R,20199,004,2026-04-14,C,N,R,R,R,30,46416,67607,100000000104,RD_,BRL,12159.500,2026-04-14,O,2026-04-14,CHA,R,PRI,BRL
005,100000000105,100000000105,100000000105,H,2026-04-15,2026-04-15,1,BOO,S,2026-04-15,100000000105,USD,USD,2026-04-15,999158,A,C,M,M,2026-04-15,PRINC_LIQ_AC_105,R,22595,005,2026-04-15,D,N,R,R,R,7,3809,57496,100000000105,RD_,USD,14711.700,2026-04-15,O,2026-04-15,CHA,R,PRI,USD
006,100000000106,100000000106,100000000106,H,2026-04-16,2026-04-16,1,BOO,S,2026-04-16,100000000106,PEN,PEN,2026-04-16,683165,A,C,M,M,2026-04-16,PRINC_LIQ_AC_106,R,12863,006,2026-04-16,C,Y,R,R,R,18,10012,59657,100000000106,RD_,PEN,12068.800,2026-04-16,O,2026-04-16,CHA,R,PRI,PEN
007,100000000107,100000000107,100000000107,H,2026-04-17,2026-04-17,1,BOO,S,2026-04-17,100000000107,EUR,EUR,2026-04-17,371294,A,C,M,M,2026-04-17,PRINC_LIQ_AC_107,R,11887,007,2026-04-17,D,N,R,R,R,26,76914,76160,100000000107,RD_,EUR,4705.300,2026-04-17,O,2026-04-17,CHA,R,PRI,EUR
008,100000000108,100000000108,100000000108,H,2026-04-18,2026-04-18,1,BOO,S,2026-04-18,100000000108,BRL,BRL,2026-04-18,581635,A,C,M,M,2026-04-18,PRINC_LIQ_AC_108,R,10522,008,2026-04-18,C,N,R,R,R,23,55214,21285,100000000108,RD_,BRL,6070.500,2026-04-18,O,2026-04-18,CHA,R,PRI,BRL
009,100000000109,100000000109,100000000109,H,2026-04-19,2026-04-19,1,BOO,S,2026-04-19,100000000109,USD,USD,2026-04-19,852901,A,C,M,M,2026-04-19,PRINC_LIQ_AC_109,R,16964,009,2026-04-19,D,N,R,R,R,28,88417,88556,100000000109,RD_,USD,5284.200,2026-04-19,O,2026-04-19,CHA,R,PRI,USD
010,100000000110,100000000110,100000000110,H,2026-04-20,2026-04-20,1,BOO,S,2026-04-20,100000000110,PEN,PEN,2026-04-20,606254,A,C,M,M,2026-04-20,PRINC_LIQ_AC_110,R,4777,010,2026-04-20,C,N,R,R,R,10,5218,91939,100000000110,RD_,PEN,6288.600,2026-04-20,O,2026-04-20,CHA,R,PRI,PEN
011,100000000111,100000000111,100000000111,H,2026-04-21,2026-04-21,1,BOO,S,2026-04-21,100000000111,EUR,EUR,2026-04-21,672964,A,C,M,M,2026-04-21,PRINC_LIQ_AC_111,R,115,011,2026-04-21,D,Y,R,R,R,18,59178,3243,100000000111,RD_,EUR,14885.000,2026-04-21,O,2026-04-21,CHA,R,PRI,EUR
012,100000000112,100000000112,100000000112,H,2026-04-22,2026-04-22,1,BOO,S,2026-04-22,100000000112,BRL,BRL,2026-04-22,830094,A,C,M,M,2026-04-22,PRINC_LIQ_AC_112,R,167851,012,2026-04-22,C,N,R,R,R,9,23331,98688,100000000112,RD_,BRL,5547.200,2026-04-22,O,2026-04-22,CHA,R,PRI,BRL
013,100000000113,100000000113,100000000113,H,2026-04-23,2026-04-23,1,BOO,S,2026-04-23,100000000113,USD,USD,2026-04-23,810209,A,C,M,M,2026-04-23,PRINC_LIQ_AC_113,R,19165,013,2026-04-23,D,N,R,R,R,11,68052,48546,100000000113,RD_,USD,14637.700,2026-04-23,O,2026-04-23,CHA,R,PRI,USD
014,100000000114,100000000114,100000000114,H,2026-04-24,2026-04-24,1,BOO,S,2026-04-24,100000000114,PEN,PEN,2026-04-24,137992,A,C,M,M,2026-04-24,PRINC_LIQ_AC_114,R,10138,014,2026-04-24,C,N,R,R,R,3,54719,30061,100000000114,RD_,PEN,17785.400,2026-04-24,O,2026-04-24,CHA,R,PRI,PEN
015,100000000115,100000000115,100000000115,H,2026-04-25,2026-04-25,1,BOO,S,2026-04-25,100000000115,EUR,EUR,2026-04-25,129065,A,C,M,M,2026-04-25,PRINC_LIQ_AC_115,R,9605,015,2026-04-25,D,N,R,R,R,28,63313,4802,100000000115,RD_,EUR,2312.800,2026-04-25,O,2026-04-25,CHA,R,PRI,EUR
016,100000000116,100000000116,100000000116,H,2026-04-26,2026-04-26,1,BOO,S,2026-04-26,100000000116,BRL,BRL,2026-04-26,45024,A,C,M,M,2026-04-26,PRINC_LIQ_AC_116,R,8248,016,2026-04-26,C,Y,R,R,R,22,89364,54336,100000000116,RD_,BRL,14538.900,2026-04-26,O,2026-04-26,CHA,R,PRI,BRL
017,100000000117,100000000117,100000000117,H,2026-04-27,2026-04-27,1,BOO,S,2026-04-27,100000000117,USD,USD,2026-04-27,646889,A,C,M,M,2026-04-27,PRINC_LIQ_AC_117,R,9713,017,2026-04-27,D,N,R,R,R,0,47215,94769,100000000117,RD_,USD,10520.500,2026-04-27,O,2026-04-27,CHA,R,PRI,USD
018,100000000118,100000000118,100000000118,H,2026-04-28,2026-04-28,1,BOO,S,2026-04-28,100000000118,PEN,PEN,2026-04-28,899030,A,C,M,M,2026-04-28,PRINC_LIQ_AC_118,R,11749,018,2026-04-28,C,N,R,R,R,15,73119,20535,100000000118,RD_,PEN,20079.500,2026-04-28,O,2026-04-28,CHA,R,PRI,PEN
019,100000000119,100000000119,100000000119,H,2026-04-29,2026-04-29,1,BOO,S,2026-04-29,100000000119,EUR,EUR,2026-04-29,301185,A,C,M,M,2026-04-29,PRINC_LIQ_AC_119,R,24954,019,2026-04-29,D,N,R,R,R,19,42451,61320,100000000119,RD_,EUR,19322.700,2026-04-29,O,2026-04-29,CHA,R,PRI,EUR
020,100000000120,100000000120,100000000120,H,2026-04-30,2026-04-30,1,BOO,S,2026-04-30,100000000120,BRL,BRL,2026-04-30,719729,A,C,M,M,2026-04-30,PRINC_LIQ_AC_120,R,15444,020,2026-04-30,C,N,R,R,R,2,20941,6487,100000000120,RD_,BRL,7479.500,2026-04-30,O,2026-04-30,CHA,R,PRI,BRL
021,100000000121,100000000121,100000000121,H,2026-05-01,2026-05-01,1,BOO,S,2026-05-01,100000000121,USD,USD,2026-05-01,278526,A,C,M,M,2026-05-01,PRINC_LIQ_AC_121,R,7525,021,2026-05-01,D,Y,R,R,R,10,3123,70063,100000000121,RD_,USD,1594.000,2026-05-01,O,2026-05-01,CHA,R,PRI,USD
022,100000000122,100000000122,100000000122,H,2026-05-02,2026-05-02,1,BOO,S,2026-05-02,100000000122,PEN,PEN,2026-05-02,671543,A,C,M,M,2026-05-02,PRINC_LIQ_AC_122,R,11433,022,2026-05-02,C,N,R,R,R,5,55871,11132,100000000122,RD_,PEN,4115.500,2026-05-02,O,2026-05-02,CHA,R,PRI,PEN
023,100000000123,100000000123,100000000123,H,2026-05-03,2026-05-03,1,BOO,S,2026-05-03,100000000123,EUR,EUR,2026-05-03,615213,A,C,M,M,2026-05-03,PRINC_LIQ_AC_123,R,20353,023,2026-05-03,D,N,R,R,R,5,4140,65598,100000000123,RD_,EUR,6381.100,2026-05-03,O,2026-05-03,CHA,R,PRI,EUR
024,100000000124,100000000124,100000000124,H,2026-05-04,2026-05-04,1,BOO,S,2026-05-04,100000000124,BRL,BRL,2026-05-04,393318,A,C,M,M,2026-05-04,PRINC_LIQ_AC_124,R,5491,024,2026-05-04,C,N,R,R,R,29,85966,94081,100000000124,RD_,BRL,12336.400,2026-05-04,O,2026-05-04,CHA,R,PRI,BRL
025,100000000125,100000000125,100000000125,H,2026-05-05,2026-05-05,1,BOO,S,2026-05-05,100000000125,USD,USD,2026-05-05,681033,A,C,M,M,2026-05-05,PRINC_LIQ_AC_125,R,16868,025,2026-05-05,D,N,R,R,R,14,11881,42823,100000000125,RD_,USD,21687.800,2026-05-05,O,2026-05-05,CHA,R,PRI,USD
001,100000000126,100000000126,100000000126,H,2026-05-06,2026-05-06,1,BOO,S,2026-05-06,100000000126,PEN,PEN,2026-05-06,73882,A,C,M,M,2026-05-06,PRINC_LIQ_AC_126,R,17128,001,2026-05-06,C,Y,R,R,R,31,36894,89115,100000000126,RD_,PEN,10378.800,2026-05-06,O,2026-05-06,CHA,R,PRI,PEN
002,100000000127,100000000127,100000000127,H,2026-05-07,2026-05-07,1,BOO,S,2026-05-07,100000000127,EUR,EUR,2026-05-07,691354,A,C,M,M,2026-05-07,PRINC_LIQ_AC_127,R,4041,002,2026-05-07,D,N,R,R,R,18,55045,22826,100000000127,RD_,EUR,1226.600,2026-05-07,O,2026-05-07,CHA,R,PRI,EUR
003,100000000128,100000000128,100000000128,H,2026-05-08,2026-05-08,1,BOO,S,2026-05-08,100000000128,BRL,BRL,2026-05-08,386275,A,C,M,M,2026-05-08,PRINC_LIQ_AC_128,R,23120,003,2026-05-08,C,N,R,R,R,12,7596,6861,100000000128,RD_,BRL,7792.600,2026-05-08,O,2026-05-08,CHA,R,PRI,BRL
004,100000000129,100000000129,100000000129,H,2026-05-09,2026-05-09,1,BOO,S,2026-05-09,100000000129,USD,USD,2026-05-09,145924,A,C,M,M,2026-05-09,PRINC_LIQ_AC_129,R,22298,004,2026-05-09,D,N,R,R,R,21,33501,65075,100000000129,RD_,USD,14144.100,2026-05-09,O,2026-05-09,CHA,R,PRI,USD
005,100000000130,100000000130,100000000130,H,2026-05-10,2026-05-10,1,BOO,S,2026-05-10,100000000130,PEN,PEN,2026-05-10,264254,A,C,M,M,2026-05-10,PRINC_LIQ_AC_130,R,18533,005,2026-05-10,C,N,R,R,R,2,99199,12037,100000000130,RD_,PEN,23802.100,2026-05-10,O,2026-05-10,CHA,R,PRI,PEN
006,100000000131,100000000131,100000000131,H,2026-05-11,2026-05-11,1,BOO,S,2026-05-11,100000000131,EUR,EUR,2026-05-11,542774,A,C,M,M,2026-05-11,PRINC_LIQ_AC_131,R,10258,006,2026-05-11,D,Y,R,R,R,0,19220,11026,100000000131,RD_,EUR,24099.000,2026-05-11,O,2026-05-11,CHA,R,PRI,EUR
007,100000000132,100000000132,100000000132,H,2026-05-12,2026-05-12,1,BOO,S,2026-05-12,100000000132,BRL,BRL,2026-05-12,560707,A,C,M,M,2026-05-12,PRINC_LIQ_AC_132,R,4350,007,2026-05-12,C,N,R,R,R,9,2400,77389,100000000132,RD_,BRL,20908.400,2026-05-12,O,2026-05-12,CHA,R,PRI,BRL
008,100000000133,100000000133,100000000133,H,2026-05-13,2026-05-13,1,BOO,S,2026-05-13,100000000133,USD,USD,2026-05-13,938124,A,C,M,M,2026-05-13,PRINC_LIQ_AC_133,R,16016,008,2026-05-13,D,N,R,R,R,36,86959,24140,100000000133,RD_,USD,16479.000,2026-05-13,O,2026-05-13,CHA,R,PRI,USD
009,100000000134,100000000134,100000000134,H,2026-05-14,2026-05-14,1,BOO,S,2026-05-14,100000000134,PEN,PEN,2026-05-14,168874,A,C,M,M,2026-05-14,PRINC_LIQ_AC_134,R,8780,009,2026-05-14,C,N,R,R,R,7,9609,79959,100000000134,RD_,PEN,23964.000,2026-05-14,O,2026-05-14,CHA,R,PRI,PEN
010,100000000135,100000000135,100000000135,H,2026-05-15,2026-05-15,1,BOO,S,2026-05-15,100000000135,EUR,EUR,2026-05-15,879996,A,C,M,M,2026-05-15,PRINC_LIQ_AC_135,R,14043,010,2026-05-15,D,N,R,R,R,15,27822,84508,100000000135,RD_,EUR,7613.200,2026-05-15,O,2026-05-15,CHA,R,PRI,EUR
011,100000000136,100000000136,100000000136,H,2026-05-16,2026-05-16,1,BOO,S,2026-05-16,100000000136,BRL,BRL,2026-05-16,164608,A,C,M,M,2026-05-16,PRINC_LIQ_AC_136,R,11159,011,2026-05-16,C,Y,R,R,R,7,8440,51508,100000000136,RD_,BRL,7053.300,2026-05-16,O,2026-05-16,CHA,R,PRI,BRL
012,100000000137,100000000137,100000000137,H,2026-05-17,2026-05-17,1,BOO,S,2026-05-17,100000000137,USD,USD,2026-05-17,747369,A,C,M,M,2026-05-17,PRINC_LIQ_AC_137,R,24804,012,2026-05-17,D,N,R,R,R,36,26793,45859,100000000137,RD_,USD,328.300,2026-05-17,O,2026-05-17,CHA,R,PRI,USD
013,100000000138,100000000138,100000000138,H,2026-05-18,2026-05-18,1,BOO,S,2026-05-18,100000000138,PEN,PEN,2026-05-18,13754,A,C,M,M,2026-05-18,PRINC_LIQ_AC_138,R,162,013,2026-05-18,C,N,R,R,R,0,15169,56197,100000000138,RD_,PEN,832.300,2026-05-18,O,2026-05-18,CHA,R,PRI,PEN
014,100000000139,100000000139,100000000139,H,2026-05-19,2026-05-19,1,BOO,S,2026-05-19,100000000139,EUR,EUR,2026-05-19,182005,A,C,M,M,2026-05-19,PRINC_LIQ_AC_139,R,16702,014,2026-05-19,D,N,R,R,R,3,68974,27589,100000000139,RD_,EUR,7234.100,2026-05-19,O,2026-05-19,CHA,R,PRI,EUR
015,100000000140,100000000140,100000000140,H,2026-05-20,2026-05-20,1,BOO,S,2026-05-20,100000000140,BRL,BRL,2026-05-20,855466,A,C,M,M,2026-05-20,PRINC_LIQ_AC_140,R,19434,015,2026-05-20,C,N,R,R,R,35,34063,30349,100000000140,RD_,BRL,23113.500,2026-05-20,O,2026-05-20,CHA,R,PRI,BRL
016,100000000141,100000000141,100000000141,H,2026-05-21,2026-05-21,1,BOO,S,2026-05-21,100000000141,USD,USD,2026-05-21,891944,A,C,M,M,2026-05-21,PRINC_LIQ_AC_141,R,8461,016,2026-05-21,D,Y,R,R,R,15,61380,93075,100000000141,RD_,USD,24460.500,2026-05-21,O,2026-05-21,CHA,R,PRI,USD
017,100000000142,100000000142,100000000142,H,2026-05-22,2026-05-22,1,BOO,S,2026-05-22,100000000142,PEN,PEN,2026-05-22,445125,A,C,M,M,2026-05-22,PRINC_LIQ_AC_142,R,21197,017,2026-05-22,C,N,R,R,R,10,13258,55145,100000000142,RD_,PEN,11236.600,2026-05-22,O,2026-05-22,CHA,R,PRI,PEN
018,100000000143,100000000143,100000000143,H,2026-05-23,2026-05-23,1,BOO,S,2026-05-23,100000000143,EUR,EUR,2026-05-23,485283,A,C,M,M,2026-05-23,PRINC_LIQ_AC_143,R,9762,018,2026-05-23,D,N,R,R,R,3,86231,3139,100000000143,RD_,EUR,6515.500,2026-05-23,O,2026-05-23,CHA,R,PRI,EUR
019,100000000144,100000000144,100000000144,H,2026-05-24,2026-05-24,1,BOO,S,2026-05-24,100000000144,BRL,BRL,2026-05-24,263018,A,C,M,M,2026-05-24,PRINC_LIQ_AC_144,R,18753,019,2026-05-24,C,N,R,R,R,19,37482,54660,100000000144,RD_,BRL,24841.700,2026-05-24,O,2026-05-24,CHA,R,PRI,BRL
020,100000000145,100000000145,100000000145,H,2026-05-25,2026-05-25,1,BOO,S,2026-05-25,100000000145,USD,USD,2026-05-25,243153,A,C,M,M,2026-05-25,PRINC_LIQ_AC_145,R,201,020,2026-05-25,D,N,R,R,R,19,48080,730,100000000145,RD_,USD,23008.200,2026-05-25,O,2026-05-25,CHA,R,PRI,USD
