BRN,ACC,PROD,UDE_EFF_DT,UDE_ID,UDE_VALUE,RATE_CODE,AUTH_STAT,RECORD_STAT,VERSION_NO,WAIVE_NOTARY_CHARGE,VALIDATE_MCR
011,100000000261,PROD,2026-09-18,UDE_ID_261,225911.00000,RATE_CODE_,A,O,8748,W,V
012,100000000262,PROD,2026-09-19,UDE_ID_262,454930.00000,RATE_CODE_,A,O,9663,W,V
013,100000000263,PROD,2026-09-20,UDE_ID_263,783476.00000,RATE_CODE_,A,O,5103,W,V
014,100000000264,PROD,2026-09-21,UDE_ID_264,599668.00000,RATE_CODE_,A,O,65,W,V
015,100000000265,PROD,2026-09-22,UDE_ID_265,695171.00000,RATE_CODE_,A,O,3616,W,V
016,100000000266,PROD,2026-09-23,UDE_ID_266,612924.00000,RATE_CODE_,A,O,8425,W,V
017,100000000267,PROD,2026-09-24,UDE_ID_267,224233.00000,RATE_CODE_,A,O,5926,W,V
018,100000000268,PROD,2026-09-25,UDE_ID_268,213565.00000,RATE_CODE_,A,O,8631,W,V
019,100000000269,PROD,2026-09-26,UDE_ID_269,955511.00000,RATE_CODE_,A,O,8568,W,V
020,100000000270,PROD,2026-09-27,UDE_ID_270,579693.00000,RATE_CODE_,A,O,5976,W,V
021,100000000271,PROD,2026-09-28,UDE_ID_271,83710.00000,RATE_CODE_,A,O,6878,W,V
022,100000000272,PROD,2026-09-29,UDE_ID_272,244055.00000,RATE_CODE_,A,O,233,W,V
023,100000000273,PROD,2026-09-30,UDE_ID_273,264724.00000,RATE_CODE_,A,O,4654,W,V
024,100000000274,PROD,2026-10-01,UDE_ID_274,712049.00000,RATE_CODE_,A,O,3748,W,V
025,100000000275,PROD,2026-10-02,UDE_ID_275,682932.00000,RATE_CODE_,A,O,4310,W,V
001,100000000276,PROD,2026-10-03,UDE_ID_276,923259.00000,RATE_CODE_,A,O,5375,W,V
002,100000000277,PROD,2026-10-04,UDE_ID_277,978861.00000,RATE_CODE_,U,O,7102,W,V
003,100000000278,PROD,2026-10-05,UDE_ID_278,553178.00000,RATE_CODE_,A,O,7033,W,V
004,100000000279,PROD,2026-10-06,UDE_ID_279,793083.00000,RATE_CODE_,A,O,8524,W,V
005,100000000280,PROD,2026-10-07,UDE_ID_280,663091.00000,RATE_CODE_,A,O,9889,W,V
006,100000000281,PROD,2026-10-08,UDE_ID_281,891390.00000,RATE_CODE_,A,O,5813,W,V
007,100000000282,PROD,2026-10-09,UDE_ID_282,721139.00000,RATE_CODE_,A,O,1546,W,V
008,100000000283,PROD,2026-10-10,UDE_ID_283,58669.00000,RATE_CODE_,A,O,4059,W,V
009,100000000284,PROD,2026-10-11,UDE_ID_284,640631.00000,RATE_CODE_,A,O,1684,W,V
010,100000000285,PROD,2026-10-12,UDE_ID_285,194845.00000,RATE_CODE_,A,O,8875,W,V
011,100000000286,PROD,2026-10-13,UDE_ID_286,303754.00000,RATE_CODE_,A,O,4816,W,V
012,100000000287,PROD,2026-10-14,UDE_ID_287,529953.00000,RATE_CODE_,A,O,8398,W,V
013,100000000288,PROD,2026-10-15,UDE_ID_288,616062.00000,RATE_CODE_,A,O,2140,W,V
014,100000000289,PROD,2026-10-16,UDE_ID_289,768814.00000,RATE_CODE_,A,O,475,W,V
015,100000000290,PROD,2026-10-17,UDE_ID_290,467325.00000,RATE_CODE_,A,O,4129,W,V
016,100000000291,PROD,2026-10-18,UDE_ID_291,302181.00000,RATE_CODE_,A,O,5998,W,V
017,100000000292,PROD,2026-10-19,UDE_ID_292,846555.00000,RATE_CODE_,A,O,1732,W,V
018,100000000293,PROD,2026-10-20,UDE_ID_293,119299.00000,RATE_CODE_,A,O,1312,W,V
019,100000000294,PROD,2026-10-21,UDE_ID_294,644632.00000,RATE_CODE_,A,O,3503,W,V
020,100000000295,PROD,2026-10-22,UDE_ID_295,264058.00000,RATE_CODE_,A,O,8617,W,V
021,100000000296,PROD,2026-10-23,UDE_ID_296,672933.00000,RATE_CODE_,A,O,1048,W,V
022,100000000297,PROD,2026-10-24,UDE_ID_297,383620.00000,RATE_CODE_,A,O,8536,W,V
023,100000000298,PROD,2026-10-25,UDE_ID_298,307425.00000,RATE_CODE_,A,O,510,W,V
024,100000000299,PROD,2026-10-26,UDE_ID_299,234447.00000,RATE_CODE_,A,O,4509,W,V
025,100000000300,PROD,2026-10-27,UDE_ID_300,321339.00000,RATE_CODE_,U,O,7340,W,V
001,100000000301,PROD,2026-10-28,UDE_ID_301,173855.00000,RATE_CODE_,A,O,6005,W,V
002,100000000302,PROD,2026-10-29,UDE_ID_302,692881.00000,RATE_CODE_,A,O,8392,W,V
003,100000000303,PROD,2026-10-30,UDE_ID_303,34075.00000,RATE_CODE_,A,O,3742,W,V
004,100000000304,PROD,2026-10-31,UDE_ID_304,948614.00000,RATE_CODE_,A,O,2895,W,V
005,100000000305,PROD,2026-11-01,UDE_ID_305,869053.00000,RATE_CODE_,A,O,6067,W,V
006,100000000306,PROD,2026-11-02,UDE_ID_306,478238.00000,RATE_CODE_,A,O,9426,W,V
007,100000000307,PROD,2026-11-03,UDE_ID_307,874819.00000,RATE_CODE_,A,O,9455,W,V
008,100000000308,PROD,2026-11-04,UDE_ID_308,674088.00000,RATE_CODE_,A,O,1624,W,V
009,100000000309,PROD,2026-11-05,UDE_ID_309,629106.00000,RATE_CODE_,A,O,790,W,V
010,100000000310,PROD,2026-11-06,UDE_ID_310,734726.00000,RATE_CODE_,A,O,3334,W,V
011,100000000311,PROD,2026-11-07,UDE_ID_311,653410.00000,RATE_CODE_,A,O,4596,W,V
012,100000000312,PROD,2026-11-08,UDE_ID_312,236855.00000,RATE_CODE_,A,O,6275,W,V
013,100000000313,PROD,2026-11-09,UDE_ID_313,335949.00000,RATE_CODE_,A,O,3286,W,V
014,100000000314,PROD,2026-11-10,UDE_ID_314,795333.00000,RATE_CODE_,A,O,7239,W,V
015,100000000315,PROD,2026-11-11,UDE_ID_315,524122.00000,RATE_CODE_,A,O,9851,W,V
016,100000000316,PROD,2026-11-12,UDE_ID_316,802761.00000,RATE_CODE_,A,O,7562,W,V
017,100000000317,PROD,2026-11-13,UDE_ID_317,192001.00000,RATE_CODE_,A,O,3417,W,V
018,100000000318,PROD,2026-11-14,UDE_ID_318,972155.00000,RATE_CODE_,A,O,6718,W,V
019,100000000319,PROD,2026-11-15,UDE_ID_319,31686.00000,RATE_CODE_,A,O,5784,W,V
020,100000000320,PROD,2026-11-16,UDE_ID_320,559948.00000,RATE_CODE_,A,O,9097,W,V
021,100000000321,PROD,2026-11-17,UDE_ID_321,921440.00000,RATE_CODE_,A,O,3557,W,V
022,100000000322,PROD,2026-11-18,UDE_ID_322,227912.00000,RATE_CODE_,A,O,5267,W,V
023,100000000323,PROD,2026-11-19,UDE_ID_323,42147.00000,RATE_CODE_,U,O,5850,W,V
024,100000000324,PROD,2026-11-20,UDE_ID_324,430356.00000,RATE_CODE_,A,O,771,W,V
025,100000000325,PROD,2026-11-21,UDE_ID_325,928204.00000,RATE_CODE_,A,O,7579,W,V
001,100000000326,PROD,2026-11-22,UDE_ID_326,834239.00000,RATE_CODE_,A,O,8061,W,V
002,100000000327,PROD,2026-11-23,UDE_ID_327,807680.00000,RATE_CODE_,A,O,1132,W,V
003,100000000328,PROD,2026-11-24,UDE_ID_328,29686.00000,RATE_CODE_,A,O,4423,W,V
004,100000000329,PROD,2026-11-25,UDE_ID_329,68829.00000,RATE_CODE_,A,O,4671,W,V
005,100000000330,PROD,2026-11-26,UDE_ID_330,360356.00000,RATE_CODE_,A,O,577,W,V
006,100000000331,PROD,2026-11-27,UDE_ID_331,710120.00000,RATE_CODE_,A,O,9828,W,V
007,100000000332,PROD,2026-11-28,UDE_ID_332,795958.00000,RATE_CODE_,A,O,8312,W,V
008,100000000333,PROD,2026-11-29,UDE_ID_333,747908.00000,RATE_CODE_,A,O,4948,W,V
009,100000000334,PROD,2026-11-30,UDE_ID_334,484503.00000,RATE_CODE_,A,O,3542,W,V
010,100000000335,PROD,2026-12-01,UDE_ID_335,568013.00000,RATE_CODE_,A,O,996,W,V
011,100000000336,PROD,2026-12-02,UDE_ID_336,902238.00000,RATE_CODE_,A,O,2843,W,V
012,100000000337,PROD,2026-12-03,UDE_ID_337,306442.00000,RATE_CODE_,A,O,2342,W,V
013,100000000338,PROD,2026-12-04,UDE_ID_338,223172.00000,RATE_CODE_,A,O,5960,W,V
014,100000000339,PROD,2026-12-05,UDE_ID_339,965628.00000,RATE_CODE_,A,O,6155,W,V
015,100000000340,PROD,2026-12-06,UDE_ID_340,750186.00000,RATE_CODE_,A,O,1751,W,V
016,100000000341,PROD,2026-12-07,UDE_ID_341,560463.00000,RATE_CODE_,A,O,1282,W,V
017,100000000342,PROD,2026-12-08,UDE_ID_342,671094.00000,RATE_CODE_,A,O,2633,W,V
018,100000000343,PROD,2026-12-09,UDE_ID_343,138572.00000,RATE_CODE_,A,O,4266,W,V
019,100000000344,PROD,2026-12-10,UDE_ID_344,323561.00000,RATE_CODE_,A,O,6550,W,V
020,100000000345,PROD,2026-12-11,UDE_ID_345,830434.00000,RATE_CODE_,A,O,6115,W,V
021,100000000346,PROD,2026-12-12,UDE_ID_346,695063.00000,RATE_CODE_,U,O,2595,W,V
022,100000000347,PROD,2026-12-13,UDE_ID_347,954647.00000,RATE_CODE_,A,O,4257,W,V
023,100000000348,PROD,2026-12-14,UDE_ID_348,127992.00000,RATE_CODE_,A,O,1806,W,V
024,100000000349,PROD,2026-12-15,UDE_ID_349,424062.00000,RATE_CODE_,A,O,9812,W,V
025,100000000350,PROD,2026-12-16,UDE_ID_350,190236.00000,RATE_CODE_,A,O,7848,W,V
001,100000000351,PROD,2026-12-17,UDE_ID_351,179363.00000,RATE_CODE_,A,O,7459,W,V
002,100000000352,PROD,2026-12-18,UDE_ID_352,613101.00000,RATE_CODE_,A,O,8371,W,V
003,100000000353,PROD,2026-12-19,UDE_ID_353,391025.00000,RATE_CODE_,A,O,4420,W,V
004,100000000354,PROD,2026-12-20,UDE_ID_354,698329.00000,RATE_CODE_,A,O,4068,W,V
005,100000000355,PROD,2026-12-21,UDE_ID_355,36697.00000,RATE_CODE_,A,O,7094,W,V
006,100000000356,PROD,2026-12-22,UDE_ID_356,667222.00000,RATE_CODE_,A,O,1236,W,V
007,100000000357,PROD,2026-12-23,UDE_ID_357,146740.00000,RATE_CODE_,A,O,5996,W,V
008,100000000358,PROD,2026-12-24,UDE_ID_358,157728.00000,RATE_CODE_,A,O,1264,W,V
009,100000000359,PROD,2026-12-25,UDE_ID_359,828267.00000,RATE_CODE_,A,O,2856,W,V
010,100000000360,PROD,2026-12-26,UDE_ID_360,836825.00000,RATE_CODE_,A,O,2750,W,V
011,100000000361,PROD,2026-12-27,UDE_ID_361,142629.00000,RATE_CODE_,A,O,7358,W,V
012,100000000362,PROD,2026-12-28,UDE_ID_362,933535.00000,RATE_CODE_,A,O,6687,W,V
013,100000000363,PROD,2026-12-29,UDE_ID_363,10426.00000,RATE_CODE_,A,O,3330,W,V
014,100000000364,PROD,2026-12-30,UDE_ID_364,102848.00000,RATE_CODE_,A,O,1613,W,V
015,100000000365,PROD,2026-12-31,UDE_ID_365,99525.00000,RATE_CODE_,A,O,5720,W,V
016,100000000366,PROD,2026-01-01,UDE_ID_366,938119.00000,RATE_CODE_,A,O,328,W,V
017,100000000367,PROD,2026-01-02,UDE_ID_367,297688.00000,RATE_CODE_,A,O,597,W,V
