CONTRACT_REF_NO,EVENT_SEQ_NO,ROLE_CODE,SEQ_NO,PAYMENT_MODE,SETTLEMENT_CCY,SETTLEMENT_FCY_AMT,SETTLEMENT_LCY_AMT,SETTLEMENT_ACC_BRN,SETTLEMENT_ACCOUNT,EX_RATE,INSTRUMENT_NO,CLEARING_BANK,CLEARING_BRANCH,ROUTING_NO,END_POINT,PC_CATEGORY,EXTERNAL_ACCOUNT,EXTERNAL_ACC_NAME,CARD_NO,PAYMENT_REF_NO,FLAG_ALLOCATION,VALUE_DATE_BANK,VALUE_DATE_CUST,SECTOR_CODE,PAYMENT_REMARKS,PAY_RECEIVE,MODE_TXN_REF_NO,SOURCE_CODE,EDIT_ALLOWED,LOAN_ACCOUNT_NO,MODE_TXN_STAT,MAT_TD_ACC,TD_AC_CLASS
CONTRACT_REF_NO_,958697,ROLE_CODE_59,15401,PAY,EUR,20260.300,12813.500,100,100000000059,3.72000000,INSTRUMENT_NO_59,CLEA,009,ROUTING_NO_59,END_POINT,PC_C,100000000059,100000000059,977473,PAYMENT_REF_NO_5,F,2026-02-28,2026-02-28,SECTOR_CO,PAYMENT_REMARKS_59,P,MODE_TXN_REF_NO_59,SOURCE_CODE_59,E,100000000059,M,100000000059,TD_AC_
CONTRACT_REF_NO_,866872,ROLE_CODE_60,752624,PAY,BRL,2617.000,13260.900,100,100000000060,4.25000000,INSTRUMENT_NO_60,CLEA,010,ROUTING_NO_60,END_POINT,PC_C,100000000060,100000000060,333289,PAYMENT_REF_NO_6,F,2026-03-01,2026-03-01,SECTOR_CO,PAYMENT_REMARKS_60,P,MODE_TXN_REF_NO_60,SOURCE_CODE_60,E,100000000060,M,100000000060,TD_AC_
CONTRACT_REF_NO_,829690,ROLE_CODE_61,724053,PAY,USD,10038.200,7269.600,100,100000000061,2.85000000,INSTRUMENT_NO_61,CLEA,011,ROUTING_NO_61,END_POINT,PC_C,100000000061,100000000061,900602,PAYMENT_REF_NO_6,F,2026-03-02,2026-03-02,SECTOR_CO,PAYMENT_REMARKS_61,P,MODE_TXN_REF_NO_61,SOURCE_CODE_61,E,100000000061,M,100000000061,TD_AC_
CONTRACT_REF_NO_,925174,ROLE_CODE_62,256009,PAY,PEN,14271.600,15360.300,100,100000000062,4.02000000,INSTRUMENT_NO_62,CLEA,012,ROUTING_NO_62,END_POINT,PC_C,100000000062,100000000062,965055,PAYMENT_REF_NO_6,F,2026-03-03,2026-03-03,SECTOR_CO,PAYMENT_REMARKS_62,P,MODE_TXN_REF_NO_62,SOURCE_CODE_62,E,100000000062,M,100000000062,TD_AC_
CONTRACT_REF_NO_,979635,ROLE_CODE_63,347492,PAY,EUR,3410.500,19149.600,100,100000000063,3.95000000,INSTRUMENT_NO_63,CLEA,013,ROUTING_NO_63,END_POINT,PC_C,100000000063,100000000063,834270,PAYMENT_REF_NO_6,F,2026-03-04,2026-03-04,SECTOR_CO,PAYMENT_REMARKS_63,P,MODE_TXN_REF_NO_63,SOURCE_CODE_63,E,100000000063,M,100000000063,TD_AC_
CONTRACT_REF_NO_,183019,ROLE_CODE_64,823545,PAY,BRL,5437.400,13169.100,100,100000000064,2.33000000,INSTRUMENT_NO_64,CLEA,014,ROUTING_NO_64,END_POINT,PC_C,100000000064,100000000064,678442,PAYMENT_REF_NO_6,F,2026-03-05,2026-03-05,SECTOR_CO,PAYMENT_REMARKS_64,P,MODE_TXN_REF_NO_64,SOURCE_CODE_64,E,100000000064,M,100000000064,TD_AC_
CONTRACT_REF_NO_,829030,ROLE_CODE_65,38622,PAY,USD,18352.600,18337.200,100,100000000065,2.24000000,INSTRUMENT_NO_65,CLEA,015,ROUTING_NO_65,END_POINT,PC_C,100000000065,100000000065,666466,PAYMENT_REF_NO_6,F,2026-03-06,2026-03-06,SECTOR_CO,PAYMENT_REMARKS_65,P,MODE_TXN_REF_NO_65,SOURCE_CODE_65,E,100000000065,M,100000000065,TD_AC_
CONTRACT_REF_NO_,708126,ROLE_CODE_66,46873,PAY,PEN,1001.400,20765.400,100,100000000066,2.52000000,INSTRUMENT_NO_66,CLEA,016,ROUTING_NO_66,END_POINT,PC_C,100000000066,100000000066,488775,PAYMENT_REF_NO_6,F,2026-03-07,2026-03-07,SECTOR_CO,PAYMENT_REMARKS_66,P,MODE_TXN_REF_NO_66,SOURCE_CODE_66,E,100000000066,M,100000000066,TD_AC_
CONTRACT_REF_NO_,573287,ROLE_CODE_67,460296,PAY,EUR,639.100,4033.700,100,100000000067,1.83000000,INSTRUMENT_NO_67,CLEA,017,ROUTING_NO_67,END_POINT,PC_C,100000000067,100000000067,810955,PAYMENT_REF_NO_6,F,2026-03-08,2026-03-08,SECTOR_CO,PAYMENT_REMARKS_67,P,MODE_TXN_REF_NO_67,SOURCE_CODE_67,E,100000000067,M,100000000067,TD_AC_
CONTRACT_REF_NO_,121480,ROLE_CODE_68,691314,PAY,BRL,18051.600,7529.700,100,100000000068,1.24000000,INSTRUMENT_NO_68,CLEA,018,ROUTING_NO_68,END_POINT,PC_C,100000000068,100000000068,789034,PAYMENT_REF_NO_6,F,2026-03-09,2026-03-09,SECTOR_CO,PAYMENT_REMARKS_68,P,MODE_TXN_REF_NO_68,SOURCE_CODE_68,E,100000000068,M,100000000068,TD_AC_
CONTRACT_REF_NO_,741729,ROLE_CODE_69,98882,PAY,USD,11303.700,18593.900,100,100000000069,3.03000000,INSTRUMENT_NO_69,CLEA,019,ROUTING_NO_69,END_POINT,PC_C,100000000069,100000000069,872505,PAYMENT_REF_NO_6,F,2026-03-10,2026-03-10,SECTOR_CO,PAYMENT_REMARKS_69,P,MODE_TXN_REF_NO_69,SOURCE_CODE_69,E,100000000069,M,100000000069,TD_AC_
CONTRACT_REF_NO_,847628,ROLE_CODE_70,47455,PAY,PEN,23204.500,24404.700,100,100000000070,3.54000000,INSTRUMENT_NO_70,CLEA,020,ROUTING_NO_70,END_POINT,PC_C,100000000070,100000000070,235106,PAYMENT_REF_NO_7,F,2026-03-11,2026-03-11,SECTOR_CO,PAYMENT_REMARKS_70,P,MODE_TXN_REF_NO_70,SOURCE_CODE_70,E,100000000070,M,100000000070,TD_AC_
CONTRACT_REF_NO_,87342,ROLE_CODE_71,972967,PAY,EUR,19956.200,20175.000,100,100000000071,1.47000000,INSTRUMENT_NO_71,CLEA,021,ROUTING_NO_71,END_POINT,PC_C,100000000071,100000000071,891210,PAYMENT_REF_NO_7,F,2026-03-12,2026-03-12,SECTOR_CO,PAYMENT_REMARKS_71,P,MODE_TXN_REF_NO_71,SOURCE_CODE_71,E,100000000071,M,100000000071,TD_AC_
CONTRACT_REF_NO_,369641,ROLE_CODE_72,143768,PAY,BRL,14385.300,22313.900,100,100000000072,3.37000000,INSTRUMENT_NO_72,CLEA,022,ROUTING_NO_72,END_POINT,PC_C,100000000072,100000000072,534362,PAYMENT_REF_NO_7,F,2026-03-13,2026-03-13,SECTOR_CO,PAYMENT_REMARKS_72,P,MODE_TXN_REF_NO_72,SOURCE_CODE_72,E,100000000072,M,100000000072,TD_AC_
CONTRACT_REF_NO_,52587,ROLE_CODE_73,973167,PAY,USD,1679.800,15890.000,100,100000000073,3.54000000,INSTRUMENT_NO_73,CLEA,023,ROUTING_NO_73,END_POINT,PC_C,100000000073,100000000073,984845,PAYMENT_REF_NO_7,F,2026-03-14,2026-03-14,SECTOR_CO,PAYMENT_REMARKS_73,P,MODE_TXN_REF_NO_73,SOURCE_CODE_73,E,100000000073,M,100000000073,TD_AC_
CONTRACT_REF_NO_,543322,ROLE_CODE_74,51954,PAY,PEN,221.100,23737.300,100,100000000074,1.65000000,INSTRUMENT_NO_74,CLEA,024,ROUTING_NO_74,END_POINT,PC_C,100000000074,100000000074,605408,PAYMENT_REF_NO_7,F,2026-03-15,2026-03-15,SECTOR_CO,PAYMENT_REMARKS_74,P,MODE_TXN_REF_NO_74,SOURCE_CODE_74,E,100000000074,M,100000000074,TD_AC_
CONTRACT_REF_NO_,516960,ROLE_CODE_75,677553,PAY,EUR,15272.000,138308.800,100,100000000075,2.31000000,INSTRUMENT_NO_75,CLEA,025,ROUTING_NO_75,END_POINT,PC_C,100000000075,100000000075,155375,PAYMENT_REF_NO_7,F,2026-03-16,2026-03-16,SECTOR_CO,PAYMENT_REMARKS_75,P,MODE_TXN_REF_NO_75,SOURCE_CODE_75,E,100000000075,M,100000000075,TD_AC_
CONTRACT_REF_NO_,940909,ROLE_CODE_76,139546,PAY,BRL,15797.900,3400.000,100,100000000076,3.81000000,INSTRUMENT_NO_76,CLEA,001,ROUTING_NO_76,END_POINT,PC_C,100000000076,100000000076,851753,PAYMENT_REF_NO_7,F,2026-03-17,2026-03-17,SECTOR_CO,PAYMENT_REMARKS_76,P,MODE_TXN_REF_NO_76,SOURCE_CODE_76,E,100000000076,M,100000000076,TD_AC_
CONTRACT_REF_NO_,577332,ROLE_CODE_77,284483,PAY,USD,311.100,336.500,100,100000000077,1.44000000,INSTRUMENT_NO_77,CLEA,002,ROUTING_NO_77,END_POINT,PC_C,100000000077,100000000077,977866,PAYMENT_REF_NO_7,F,2026-03-18,2026-03-18,SECTOR_CO,PAYMENT_REMARKS_77,P,MODE_TXN_REF_NO_77,SOURCE_CODE_77,E,100000000077,M,100000000077,TD_AC_
CONTRACT_REF_NO_,424740,ROLE_CODE_78,305926,PAY,PEN,22086.300,13570.800,100,100000000078,1.99000000,INSTRUMENT_NO_78,CLEA,003,ROUTING_NO_78,END_POINT,PC_C,100000000078,100000000078,505464,PAYMENT_REF_NO_7,F,2026-03-19,2026-03-19,SECTOR_CO,PAYMENT_REMARKS_78,P,MODE_TXN_REF_NO_78,SOURCE_CODE_78,E,100000000078,M,100000000078,TD_AC_
CONTRACT_REF_NO_,250632,ROLE_CODE_79,92340,PAY,EUR,3642.500,23530.600,100,100000000079,1.55000000,INSTRUMENT_NO_79,CLEA,004,ROUTING_NO_79,END_POINT,PC_C,100000000079,100000000079,522817,PAYMENT_REF_NO_7,F,2026-03-20,2026-03-20,SECTOR_CO,PAYMENT_REMARKS_79,P,MODE_TXN_REF_NO_79,SOURCE_CODE_79,E,100000000079,M,100000000079,TD_AC_
CONTRACT_REF_NO_,293644,ROLE_CODE_80,29858,PAY,BRL,10052.900,9866.100,100,100000000080,3.45000000,INSTRUMENT_NO_80,CLEA,005,ROUTING_NO_80,END_POINT,PC_C,100000000080,100000000080,600966,PAYMENT_REF_NO_8,F,2026-03-21,2026-03-21,SECTOR_CO,PAYMENT_REMARKS_80,P,MODE_TXN_REF_NO_80,SOURCE_CODE_80,E,100000000080,M,100000000080,TD_AC_
CONTRACT_REF_NO_,166727,ROLE_CODE_81,343420,PAY,USD,9848.000,16193.700,100,100000000081,2.12000000,INSTRUMENT_NO_81,CLEA,006,ROUTING_NO_81,END_POINT,PC_C,100000000081,100000000081,409386,PAYMENT_REF_NO_8,F,2026-03-22,2026-03-22,SECTOR_CO,PAYMENT_REMARKS_81,P,MODE_TXN_REF_NO_81,SOURCE_CODE_81,E,100000000081,M,100000000081,TD_AC_
CONTRACT_REF_NO_,745091,ROLE_CODE_82,715413,PAY,PEN,23488.700,8063.200,100,100000000082,1.63000000,INSTRUMENT_NO_82,CLEA,007,ROUTING_NO_82,END_POINT,PC_C,100000000082,100000000082,645029,PAYMENT_REF_NO_8,F,2026-03-23,2026-03-23,SECTOR_CO,PAYMENT_REMARKS_82,P,MODE_TXN_REF_NO_82,SOURCE_CODE_82,E,100000000082,M,100000000082,TD_AC_
CONTRACT_REF_NO_,871557,ROLE_CODE_83,538976,PAY,EUR,6544.800,16514.400,100,100000000083,1.47000000,INSTRUMENT_NO_83,CLEA,008,ROUTING_NO_83,END_POINT,PC_C,100000000083,100000000083,929724,PAYMENT_REF_NO_8,F,2026-03-24,2026-03-24,SECTOR_CO,PAYMENT_REMARKS_83,P,MODE_TXN_REF_NO_83,SOURCE_CODE_83,E,100000000083,M,100000000083,TD_AC_
CONTRACT_REF_NO_,66817,ROLE_CODE_84,289544,PAY,BRL,24063.900,795.000,100,100000000084,4.13000000,INSTRUMENT_NO_84,CLEA,009,ROUTING_NO_84,END_POINT,PC_C,100000000084,100000000084,807298,PAYMENT_REF_NO_8,F,2026-03-25,2026-03-25,SECTOR_CO,PAYMENT_REMARKS_84,P,MODE_TXN_REF_NO_84,SOURCE_CODE_84,E,100000000084,M,100000000084,TD_AC_
CONTRACT_REF_NO_,44383,ROLE_CODE_85,583370,PAY,USD,23062.600,2636.600,100,100000000085,1.50000000,INSTRUMENT_NO_85,CLEA,010,ROUTING_NO_85,END_POINT,PC_C,100000000085,100000000085,640441,PAYMENT_REF_NO_8,F,2026-03-26,2026-03-26,SECTOR_CO,PAYMENT_REMARKS_85,P,MODE_TXN_REF_NO_85,SOURCE_CODE_85,E,100000000085,M,100000000085,TD_AC_
CONTRACT_REF_NO_,788512,ROLE_CODE_86,358240,PAY,PEN,21622.800,20737.300,100,100000000086,3.37000000,INSTRUMENT_NO_86,CLEA,011,ROUTING_NO_86,END_POINT,PC_C,100000000086,100000000086,147820,PAYMENT_REF_NO_8,F,2026-03-27,2026-03-27,SECTOR_CO,PAYMENT_REMARKS_86,P,MODE_TXN_REF_NO_86,SOURCE_CODE_86,E,100000000086,M,100000000086,TD_AC_
CONTRACT_REF_NO_,404681,ROLE_CODE_87,900386,PAY,EUR,19767.400,5024.200,100,100000000087,2.19000000,INSTRUMENT_NO_87,CLEA,012,ROUTING_NO_87,END_POINT,PC_C,100000000087,100000000087,844210,PAYMENT_REF_NO_8,F,2026-03-28,2026-03-28,SECTOR_CO,PAYMENT_REMARKS_87,P,MODE_TXN_REF_NO_87,SOURCE_CODE_87,E,100000000087,M,100000000087,TD_AC_
CONTRACT_REF_NO_,526592,ROLE_CODE_88,336057,PAY,BRL,1694.700,20561.700,100,100000000088,2.73000000,INSTRUMENT_NO_88,CLEA,013,ROUTING_NO_88,END_POINT,PC_C,100000000088,100000000088,772932,PAYMENT_REF_NO_8,F,2026-03-29,2026-03-29,SECTOR_CO,PAYMENT_REMARKS_88,P,MODE_TXN_REF_NO_88,SOURCE_CODE_88,E,100000000088,M,100000000088,TD_AC_
CONTRACT_REF_NO_,217400,ROLE_CODE_89,667149,PAY,USD,9953.400,13749.900,100,100000000089,3.98000000,INSTRUMENT_NO_89,CLEA,014,ROUTING_NO_89,END_POINT,PC_C,100000000089,100000000089,170902,PAYMENT_REF_NO_8,F,2026-03-30,2026-03-30,SECTOR_CO,PAYMENT_REMARKS_89,P,MODE_TXN_REF_NO_89,SOURCE_CODE_89,E,100000000089,M,100000000089,TD_AC_
CONTRACT_REF_NO_,961824,ROLE_CODE_90,285603,PAY,PEN,15387.300,18337.000,100,100000000090,2.89000000,INSTRUMENT_NO_90,CLEA,015,ROUTING_NO_90,END_POINT,PC_C,100000000090,100000000090,673001,PAYMENT_REF_NO_9,F,2026-03-31,2026-03-31,SECTOR_CO,PAYMENT_REMARKS_90,P,MODE_TXN_REF_NO_90,SOURCE_CODE_90,E,100000000090,M,100000000090,TD_AC_
CONTRACT_REF_NO_,196253,ROLE_CODE_91,924364,PAY,EUR,6102.000,7028.500,100,100000000091,3.60000000,INSTRUMENT_NO_91,CLEA,016,ROUTING_NO_91,END_POINT,PC_C,100000000091,100000000091,874721,PAYMENT_REF_NO_9,F,2026-04-01,2026-04-01,SECTOR_CO,PAYMENT_REMARKS_91,P,MODE_TXN_REF_NO_91,SOURCE_CODE_91,E,100000000091,M,100000000091,TD_AC_
CONTRACT_REF_NO_,681091,ROLE_CODE_92,567353,PAY,BRL,21249.000,17451.200,100,100000000092,2.92000000,INSTRUMENT_NO_92,CLEA,017,ROUTING_NO_92,END_POINT,PC_C,100000000092,100000000092,207787,PAYMENT_REF_NO_9,F,2026-04-02,2026-04-02,SECTOR_CO,PAYMENT_REMARKS_92,P,MODE_TXN_REF_NO_92,SOURCE_CODE_92,E,100000000092,M,100000000092,TD_AC_
CONTRACT_REF_NO_,737494,ROLE_CODE_93,135410,PAY,USD,21335.100,9002.300,100,100000000093,3.47000000,INSTRUMENT_NO_93,CLEA,018,ROUTING_NO_93,END_POINT,PC_C,100000000093,100000000093,924041,PAYMENT_REF_NO_9,F,2026-04-03,2026-04-03,SECTOR_CO,PAYMENT_REMARKS_93,P,MODE_TXN_REF_NO_93,SOURCE_CODE_93,E,100000000093,M,100000000093,TD_AC_
CONTRACT_REF_NO_,982129,ROLE_CODE_94,979420,PAY,PEN,21780.100,14114.000,100,100000000094,1.81000000,INSTRUMENT_NO_94,CLEA,019,ROUTING_NO_94,END_POINT,PC_C,100000000094,100000000094,372882,PAYMENT_REF_NO_9,F,2026-04-04,2026-04-04,SECTOR_CO,PAYMENT_REMARKS_94,P,MODE_TXN_REF_NO_94,SOURCE_CODE_94,E,100000000094,M,100000000094,TD_AC_
CONTRACT_REF_NO_,243247,ROLE_CODE_95,356115,PAY,EUR,817.300,11536.300,100,100000000095,0.85000000,INSTRUMENT_NO_95,CLEA,020,ROUTING_NO_95,END_POINT,PC_C,100000000095,100000000095,969369,PAYMENT_REF_NO_9,F,2026-04-05,2026-04-05,SECTOR_CO,PAYMENT_REMARKS_95,P,MODE_TXN_REF_NO_95,SOURCE_CODE_95,E,100000000095,M,100000000095,TD_AC_
CONTRACT_REF_NO_,767179,ROLE_CODE_96,133353,PAY,BRL,2154.700,11688.300,100,100000000096,2.07000000,INSTRUMENT_NO_96,CLEA,021,ROUTING_NO_96,END_POINT,PC_C,100000000096,100000000096,824441,PAYMENT_REF_NO_9,F,2026-04-06,2026-04-06,SECTOR_CO,PAYMENT_REMARKS_96,P,MODE_TXN_REF_NO_96,SOURCE_CODE_96,E,100000000096,M,100000000096,TD_AC_
CONTRACT_REF_NO_,552275,ROLE_CODE_97,431056,PAY,USD,1748.900,12650.000,100,100000000097,4.11000000,INSTRUMENT_NO_97,CLEA,022,ROUTING_NO_97,END_POINT,PC_C,100000000097,100000000097,960471,PAYMENT_REF_NO_9,F,2026-04-07,2026-04-07,SECTOR_CO,PAYMENT_REMARKS_97,P,MODE_TXN_REF_NO_97,SOURCE_CODE_97,E,100000000097,M,100000000097,TD_AC_
CONTRACT_REF_NO_,472960,ROLE_CODE_98,361857,PAY,PEN,18243.300,18544.900,100,100000000098,1.57000000,INSTRUMENT_NO_98,CLEA,023,ROUTING_NO_98,END_POINT,PC_C,100000000098,100000000098,52267,PAYMENT_REF_NO_9,F,2026-04-08,2026-04-08,SECTOR_CO,PAYMENT_REMARKS_98,P,MODE_TXN_REF_NO_98,SOURCE_CODE_98,E,100000000098,M,100000000098,TD_AC_
CONTRACT_REF_NO_,604118,ROLE_CODE_99,324457,PAY,EUR,22498.300,4375.600,100,100000000099,4.41000000,INSTRUMENT_NO_99,CLEA,024,ROUTING_NO_99,END_POINT,PC_C,100000000099,100000000099,124801,PAYMENT_REF_NO_9,F,2026-04-09,2026-04-09,SECTOR_CO,PAYMENT_REMARKS_99,P,MODE_TXN_REF_NO_99,SOURCE_CODE_99,E,100000000099,M,100000000099,TD_AC_
CONTRACT_REF_NO_,852368,ROLE_CODE_100,251507,PAY,BRL,17736.900,15236.300,100,100000000100,3.57000000,INSTRUMENT_NO_100,CLEA,025,ROUTING_NO_100,END_POINT,PC_C,100000000100,100000000100,816724,PAYMENT_REF_NO_1,F,2026-04-10,2026-04-10,SECTOR_CO,PAYMENT_REMARKS_100,P,MODE_TXN_REF_NO_100,SOURCE_CODE_100,E,100000000100,M,100000000100,TD_AC_
CONTRACT_REF_NO_,94778,ROLE_CODE_101,317186,PAY,USD,2826.900,3585.300,100,100000000101,3.95000000,INSTRUMENT_NO_101,CLEA,001,ROUTING_NO_101,END_POINT,PC_C,100000000101,100000000101,156959,PAYMENT_REF_NO_1,F,2026-04-11,2026-04-11,SECTOR_CO,PAYMENT_REMARKS_101,P,MODE_TXN_REF_NO_101,SOURCE_CODE_101,E,100000000101,M,100000000101,TD_AC_
CONTRACT_REF_NO_,522570,ROLE_CODE_102,900241,PAY,PEN,19039.300,803.900,100,100000000102,1.19000000,INSTRUMENT_NO_102,CLEA,002,ROUTING_NO_102,END_POINT,PC_C,100000000102,100000000102,740204,PAYMENT_REF_NO_1,F,2026-04-12,2026-04-12,SECTOR_CO,PAYMENT_REMARKS_102,P,MODE_TXN_REF_NO_102,SOURCE_CODE_102,E,100000000102,M,100000000102,TD_AC_
CONTRACT_REF_NO_,470786,ROLE_CODE_103,14027,PAY,EUR,22780.400,884.600,100,100000000103,0.96000000,INSTRUMENT_NO_103,CLEA,003,ROUTING_NO_103,END_POINT,PC_C,100000000103,100000000103,656825,PAYMENT_REF_NO_1,F,2026-04-13,2026-04-13,SECTOR_CO,PAYMENT_REMARKS_103,P,MODE_TXN_REF_NO_103,SOURCE_CODE_103,E,100000000103,M,100000000103,TD_AC_
CONTRACT_REF_NO_,179533,ROLE_CODE_104,248063,PAY,BRL,8015.100,5248.900,100,100000000104,1.12000000,INSTRUMENT_NO_104,CLEA,004,ROUTING_NO_104,END_POINT,PC_C,100000000104,100000000104,495154,PAYMENT_REF_NO_1,F,2026-04-14,2026-04-14,SECTOR_CO,PAYMENT_REMARKS_104,P,MODE_TXN_REF_NO_104,SOURCE_CODE_104,E,100000000104,M,100000000104,TD_AC_
CONTRACT_REF_NO_,50543,ROLE_CODE_105,616124,PAY,USD,11973.800,22949.900,100,100000000105,1.75000000,INSTRUMENT_NO_105,CLEA,005,ROUTING_NO_105,END_POINT,PC_C,100000000105,100000000105,70845,PAYMENT_REF_NO_1,F,2026-04-15,2026-04-15,SECTOR_CO,PAYMENT_REMARKS_105,P,MODE_TXN_REF_NO_105,SOURCE_CODE_105,E,100000000105,M,100000000105,TD_AC_
CONTRACT_REF_NO_,24062,ROLE_CODE_106,328457,PAY,PEN,21262.000,17056.100,100,100000000106,2.35000000,INSTRUMENT_NO_106,CLEA,006,ROUTING_NO_106,END_POINT,PC_C,100000000106,100000000106,307828,PAYMENT_REF_NO_1,F,2026-04-16,2026-04-16,SECTOR_CO,PAYMENT_REMARKS_106,P,MODE_TXN_REF_NO_106,SOURCE_CODE_106,E,100000000106,M,100000000106,TD_AC_
CONTRACT_REF_NO_,656391,ROLE_CODE_107,893969,PAY,EUR,4529.300,10974.300,100,100000000107,0.80000000,INSTRUMENT_NO_107,CLEA,007,ROUTING_NO_107,END_POINT,PC_C,100000000107,100000000107,31415,PAYMENT_REF_NO_1,F,2026-04-17,2026-04-17,SECTOR_CO,PAYMENT_REMARKS_107,P,MODE_TXN_REF_NO_107,SOURCE_CODE_107,E,100000000107,M,100000000107,TD_AC_
CONTRACT_REF_NO_,317607,ROLE_CODE_108,29318,PAY,BRL,6914.900,11764.400,100,100000000108,2.33000000,INSTRUMENT_NO_108,CLEA,008,ROUTING_NO_108,END_POINT,PC_C,100000000108,100000000108,798692,PAYMENT_REF_NO_1,F,2026-04-18,2026-04-18,SECTOR_CO,PAYMENT_REMARKS_108,P,MODE_TXN_REF_NO_108,SOURCE_CODE_108,E,100000000108,M,100000000108,TD_AC_
CONTRACT_REF_NO_,642573,ROLE_CODE_109,753827,PAY,USD,2081.500,7903.200,100,100000000109,4.38000000,INSTRUMENT_NO_109,CLEA,009,ROUTING_NO_109,END_POINT,PC_C,100000000109,100000000109,797305,PAYMENT_REF_NO_1,F,2026-04-19,2026-04-19,SECTOR_CO,PAYMENT_REMARKS_109,P,MODE_TXN_REF_NO_109,SOURCE_CODE_109,E,100000000109,M,100000000109,TD_AC_
CONTRACT_REF_NO_,476361,ROLE_CODE_110,91199,PAY,PEN,7759.200,9568.900,100,100000000110,3.66000000,INSTRUMENT_NO_110,CLEA,010,ROUTING_NO_110,END_POINT,PC_C,100000000110,100000000110,534890,PAYMENT_REF_NO_1,F,2026-04-20,2026-04-20,SECTOR_CO,PAYMENT_REMARKS_110,P,MODE_TXN_REF_NO_110,SOURCE_CODE_110,E,100000000110,M,100000000110,TD_AC_
CONTRACT_REF_NO_,291221,ROLE_CODE_111,61064,PAY,EUR,5596.600,20342.000,100,100000000111,2.76000000,INSTRUMENT_NO_111,CLEA,011,ROUTING_NO_111,END_POINT,PC_C,100000000111,100000000111,71614,PAYMENT_REF_NO_1,F,2026-04-21,2026-04-21,SECTOR_CO,PAYMENT_REMARKS_111,P,MODE_TXN_REF_NO_111,SOURCE_CODE_111,E,100000000111,M,100000000111,TD_AC_
CONTRACT_REF_NO_,738354,ROLE_CODE_112,304616,PAY,BRL,9896.000,39124.000,100,100000000112,4.37000000,INSTRUMENT_NO_112,CLEA,012,ROUTING_NO_112,END_POINT,PC_C,100000000112,100000000112,222080,PAYMENT_REF_NO_1,F,2026-04-22,2026-04-22,SECTOR_CO,PAYMENT_REMARKS_112,P,MODE_TXN_REF_NO_112,SOURCE_CODE_112,E,100000000112,M,100000000112,TD_AC_
CONTRACT_REF_NO_,329390,ROLE_CODE_113,311801,PAY,USD,9379.100,10027.600,100,100000000113,4.15000000,INSTRUMENT_NO_113,CLEA,013,ROUTING_NO_113,END_POINT,PC_C,100000000113,100000000113,391301,PAYMENT_REF_NO_1,F,2026-04-23,2026-04-23,SECTOR_CO,PAYMENT_REMARKS_113,P,MODE_TXN_REF_NO_113,SOURCE_CODE_113,E,100000000113,M,100000000113,TD_AC_
CONTRACT_REF_NO_,611421,ROLE_CODE_114,212528,PAY,PEN,21071.500,946.500,100,100000000114,2.60000000,INSTRUMENT_NO_114,CLEA,014,ROUTING_NO_114,END_POINT,PC_C,100000000114,100000000114,544908,PAYMENT_REF_NO_1,F,2026-04-24,2026-04-24,SECTOR_CO,PAYMENT_REMARKS_114,P,MODE_TXN_REF_NO_114,SOURCE_CODE_114,E,100000000114,M,100000000114,TD_AC_
CONTRACT_REF_NO_,979892,ROLE_CODE_115,201909,PAY,EUR,9371.200,4179.900,100,100000000115,1.14000000,INSTRUMENT_NO_115,CLEA,015,ROUTING_NO_115,END_POINT,PC_C,100000000115,100000000115,547339,PAYMENT_REF_NO_1,F,2026-04-25,2026-04-25,SECTOR_CO,PAYMENT_REMARKS_115,P,MODE_TXN_REF_NO_115,SOURCE_CODE_115,E,100000000115,M,100000000115,TD_AC_
CONTRACT_REF_NO_,427860,ROLE_CODE_116,782107,PAY,BRL,10205.300,20127.600,100,100000000116,1.71000000,INSTRUMENT_NO_116,CLEA,016,ROUTING_NO_116,END_POINT,PC_C,100000000116,100000000116,795448,PAYMENT_REF_NO_1,F,2026-04-26,2026-04-26,SECTOR_CO,PAYMENT_REMARKS_116,P,MODE_TXN_REF_NO_116,SOURCE_CODE_116,E,100000000116,M,100000000116,TD_AC_
CONTRACT_REF_NO_,646515,ROLE_CODE_117,449446,PAY,USD,6329.500,2694.800,100,100000000117,1.47000000,INSTRUMENT_NO_117,CLEA,017,ROUTING_NO_117,END_POINT,PC_C,100000000117,100000000117,534985,PAYMENT_REF_NO_1,F,2026-04-27,2026-04-27,SECTOR_CO,PAYMENT_REMARKS_117,P,MODE_TXN_REF_NO_117,SOURCE_CODE_117,E,100000000117,M,100000000117,TD_AC_
CONTRACT_REF_NO_,582731,ROLE_CODE_118,872586,PAY,PEN,13970.900,1468.400,100,100000000118,1.55000000,INSTRUMENT_NO_118,CLEA,018,ROUTING_NO_118,END_POINT,PC_C,100000000118,100000000118,257013,PAYMENT_REF_NO_1,F,2026-04-28,2026-04-28,SECTOR_CO,PAYMENT_REMARKS_118,P,MODE_TXN_REF_NO_118,SOURCE_CODE_118,E,100000000118,M,100000000118,TD_AC_
