DIRECTION,PRODUCT_CODE,TXN_BRANCH,END_POINT,REFERENCE_NO,REM_CUST,BEN_CUST,REM_ACCOUNT,BEN_ACCOUNT,REM_DETAILS1,REM_DETAILS2,REM_DETAILS3,BENE_DETAILS1,BENE_DETAILS2,BENE_DETAILS3,ACC_BRANCH,ACC_CCY,ACC_CCY_AMT,INSTRUMENT_CCY,INSTRUMENT_AMT,EXCH_RATE,INSTRUMENT_NO_1,INSTRUMENT_NO_2,STATUS,TXN_DATE,INSTRUMENT_DATE,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,LATE_CLG_FLG,ERR_CODE,REJECT_REASON,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,XREF,SCODE,SERIAL_NO,ENTRY_NO,MODULE_REFERENCE_NO,EVENT_SEQ_NO,MODULE_CODE,BENE_CCY,MOD_NO,DIN,DIN_DATE,REMARKS,ONCE_AUTH,CONSIDER_FOR_REG_CC,SPL_CHQ_FLG,DEPOSIT_PLACE,LOCAL_CLEARING,DOCUMENT_TYPE,ADDL_RETENTION_DAYS,BULK,OPERATION_CODE,LOT_CORELATIVE_NO,ORG_ACCOUNT,EXT_ACCOUNT,ADJ_AMT,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
D,CARD,016,END_POINT,TRN000000000641,REM_CUST_641,BEN_CUST_641,100000000641,100000000641,REM_DETAILS1_641,REM_DETAILS2_641,REM_DETAILS3_641,BENE_DETAILS1_641,BENE_DETAILS2_641,BENE_DETAILS3_641,016,USD,1733.900,USD,9202.700,3.880000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-03,2026-10-03,2026-10-03,2026-10-03,BANK_CODE,016,SECTOR_CO,ROUTING_NO_641,L,ERR_CODE_641,REJECT_REASON_641,O,A,MAKER_ID_641,2026-10-03,CHECKER_ID_6,2026-10-03,XREF_641,SCODE_641,SERIAL_NO_641,158784,TRN000000000641,107031,MO,USD,1681,DIN_641,2026-10-03,REMARKS_641,Y,C,S,DEPOSIT_PLACE_641,L,DOCUMENT_TYPE_641,21,B,OPERATI,LOT_CORELATIVE_N,100000000641,100000000641,12900.700,HOUS,DOC_TRACK_NUM_6,DATA_1_641,DATA_2_641,DATA_3_641,DATA_4_641,DATA_5_641,DATA_6_641,DATA_7_641,DATA_8_641,DATA_9_641,C,BATCH_REF_NO_641,ATM,TXN0000000000000641,SAV_,S
D,CLRG,017,END_POINT,TRN000000000642,REM_CUST_642,BEN_CUST_642,100000000642,100000000642,REM_DETAILS1_642,REM_DETAILS2_642,REM_DETAILS3_642,BENE_DETAILS1_642,BENE_DETAILS2_642,BENE_DETAILS3_642,017,PEN,18101.500,PEN,8901.200,2.950000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-04,2026-10-04,2026-10-04,2026-10-04,BANK_CODE,017,SECTOR_CO,ROUTING_NO_642,L,ERR_CODE_642,REJECT_REASON_642,O,A,MAKER_ID_642,2026-10-04,CHECKER_ID_6,2026-10-04,XREF_642,SCODE_642,SERIAL_NO_642,977680,TRN000000000642,876408,MO,PEN,5926,DIN_642,2026-10-04,REMARKS_642,Y,C,S,DEPOSIT_PLACE_642,L,DOCUMENT_TYPE_642,14,B,OPERATI,LOT_CORELATIVE_N,100000000642,100000000642,4290.700,HOUS,DOC_TRACK_NUM_6,DATA_1_642,DATA_2_642,DATA_3_642,DATA_4_642,DATA_5_642,DATA_6_642,DATA_7_642,DATA_8_642,DATA_9_642,C,BATCH_REF_NO_642,DEP,TXN0000000000000642,SAV_,S
D,SAV1,018,END_POINT,TRN000000000643,REM_CUST_643,BEN_CUST_643,100000000643,100000000643,REM_DETAILS1_643,REM_DETAILS2_643,REM_DETAILS3_643,BENE_DETAILS1_643,BENE_DETAILS2_643,BENE_DETAILS3_643,018,EUR,24282.400,EUR,7764.600,2.500000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-05,2026-10-05,2026-10-05,2026-10-05,BANK_CODE,018,SECTOR_CO,ROUTING_NO_643,L,ERR_CODE_643,REJECT_REASON_643,O,A,MAKER_ID_643,2026-10-05,CHECKER_ID_6,2026-10-05,XREF_643,SCODE_643,SERIAL_NO_643,977650,TRN000000000643,554938,MO,EUR,1698,DIN_643,2026-10-05,REMARKS_643,Y,C,S,DEPOSIT_PLACE_643,L,DOCUMENT_TYPE_643,12,B,OPERATI,LOT_CORELATIVE_N,100000000643,100000000643,14151.200,HOUS,DOC_TRACK_NUM_6,DATA_1_643,DATA_2_643,DATA_3_643,DATA_4_643,DATA_5_643,DATA_6_643,DATA_7_643,DATA_8_643,DATA_9_643,C,BATCH_REF_NO_643,WDR,TXN0000000000000643,SAV_,S
D,CURR,019,END_POINT,TRN000000000644,REM_CUST_644,BEN_CUST_644,100000000644,100000000644,REM_DETAILS1_644,REM_DETAILS2_644,REM_DETAILS3_644,BENE_DETAILS1_644,BENE_DETAILS2_644,BENE_DETAILS3_644,019,BRL,889.400,BRL,23167.400,3.710000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-06,2026-10-06,2026-10-06,2026-10-06,BANK_CODE,019,SECTOR_CO,ROUTING_NO_644,L,ERR_CODE_644,REJECT_REASON_644,O,A,MAKER_ID_644,2026-10-06,CHECKER_ID_6,2026-10-06,XREF_644,SCODE_644,SERIAL_NO_644,28400,TRN000000000644,556347,MO,BRL,4886,DIN_644,2026-10-06,REMARKS_644,Y,C,S,DEPOSIT_PLACE_644,L,DOCUMENT_TYPE_644,9,B,OPERATI,LOT_CORELATIVE_N,100000000644,100000000644,7245.200,HOUS,DOC_TRACK_NUM_6,DATA_1_644,DATA_2_644,DATA_3_644,DATA_4_644,DATA_5_644,DATA_6_644,DATA_7_644,DATA_8_644,DATA_9_644,C,BATCH_REF_NO_644,TRF,TXN0000000000000644,SAV_,S
D,LOAN,020,END_POINT,TRN000000000645,REM_CUST_645,BEN_CUST_645,100000000645,100000000645,REM_DETAILS1_645,REM_DETAILS2_645,REM_DETAILS3_645,BENE_DETAILS1_645,BENE_DETAILS2_645,BENE_DETAILS3_645,020,USD,6932.000,USD,12091.100,3.960000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-07,2026-10-07,2026-10-07,2026-10-07,BANK_CODE,020,SECTOR_CO,ROUTING_NO_645,L,ERR_CODE_645,REJECT_REASON_645,O,U,MAKER_ID_645,2026-10-07,CHECKER_ID_6,2026-10-07,XREF_645,SCODE_645,SERIAL_NO_645,381760,TRN000000000645,794167,MO,USD,5603,DIN_645,2026-10-07,REMARKS_645,Y,C,S,DEPOSIT_PLACE_645,L,DOCUMENT_TYPE_645,18,B,OPERATI,LOT_CORELATIVE_N,100000000645,100000000645,20238.200,HOUS,DOC_TRACK_NUM_6,DATA_1_645,DATA_2_645,DATA_3_645,DATA_4_645,DATA_5_645,DATA_6_645,DATA_7_645,DATA_8_645,DATA_9_645,C,BATCH_REF_NO_645,FEE,TXN0000000000000645,SAV_,S
D,TD01,021,END_POINT,TRN000000000646,REM_CUST_646,BEN_CUST_646,100000000646,100000000646,REM_DETAILS1_646,REM_DETAILS2_646,REM_DETAILS3_646,BENE_DETAILS1_646,BENE_DETAILS2_646,BENE_DETAILS3_646,021,PEN,9442.800,PEN,4553.000,2.870000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-08,2026-10-08,2026-10-08,2026-10-08,BANK_CODE,021,SECTOR_CO,ROUTING_NO_646,L,ERR_CODE_646,REJECT_REASON_646,O,A,MAKER_ID_646,2026-10-08,CHECKER_ID_6,2026-10-08,XREF_646,SCODE_646,SERIAL_NO_646,379277,TRN000000000646,459290,MO,PEN,2693,DIN_646,2026-10-08,REMARKS_646,Y,C,S,DEPOSIT_PLACE_646,L,DOCUMENT_TYPE_646,1,B,OPERATI,LOT_CORELATIVE_N,100000000646,100000000646,20407.300,HOUS,DOC_TRACK_NUM_6,DATA_1_646,DATA_2_646,DATA_3_646,DATA_4_646,DATA_5_646,DATA_6_646,DATA_7_646,DATA_8_646,DATA_9_646,C,BATCH_REF_NO_646,INT,TXN0000000000000646,SAV_,S
D,CARD,022,END_POINT,TRN000000000647,REM_CUST_647,BEN_CUST_647,100000000647,100000000647,REM_DETAILS1_647,REM_DETAILS2_647,REM_DETAILS3_647,BENE_DETAILS1_647,BENE_DETAILS2_647,BENE_DETAILS3_647,022,EUR,11790.000,EUR,20400.100,4.270000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-09,2026-10-09,2026-10-09,2026-10-09,BANK_CODE,022,SECTOR_CO,ROUTING_NO_647,L,ERR_CODE_647,REJECT_REASON_647,O,A,MAKER_ID_647,2026-10-09,CHECKER_ID_6,2026-10-09,XREF_647,SCODE_647,SERIAL_NO_647,829567,TRN000000000647,18217,MO,EUR,1078,DIN_647,2026-10-09,REMARKS_647,Y,C,S,DEPOSIT_PLACE_647,L,DOCUMENT_TYPE_647,4,B,OPERATI,LOT_CORELATIVE_N,100000000647,100000000647,20829.700,HOUS,DOC_TRACK_NUM_6,DATA_1_647,DATA_2_647,DATA_3_647,DATA_4_647,DATA_5_647,DATA_6_647,DATA_7_647,DATA_8_647,DATA_9_647,C,BATCH_REF_NO_647,REV,TXN0000000000000647,SAV_,S
D,CLRG,023,END_POINT,TRN000000000648,REM_CUST_648,BEN_CUST_648,100000000648,100000000648,REM_DETAILS1_648,REM_DETAILS2_648,REM_DETAILS3_648,BENE_DETAILS1_648,BENE_DETAILS2_648,BENE_DETAILS3_648,023,BRL,11049.300,BRL,23080.800,4.270000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-10,2026-10-10,2026-10-10,2026-10-10,BANK_CODE,023,SECTOR_CO,ROUTING_NO_648,L,ERR_CODE_648,REJECT_REASON_648,O,A,MAKER_ID_648,2026-10-10,CHECKER_ID_6,2026-10-10,XREF_648,SCODE_648,SERIAL_NO_648,671238,TRN000000000648,371432,MO,BRL,194,DIN_648,2026-10-10,REMARKS_648,Y,C,S,DEPOSIT_PLACE_648,L,DOCUMENT_TYPE_648,23,B,OPERATI,LOT_CORELATIVE_N,100000000648,100000000648,19628.500,HOUS,DOC_TRACK_NUM_6,DATA_1_648,DATA_2_648,DATA_3_648,DATA_4_648,DATA_5_648,DATA_6_648,DATA_7_648,DATA_8_648,DATA_9_648,C,BATCH_REF_NO_648,PAY,TXN0000000000000648,SAV_,S
D,SAV1,024,END_POINT,TRN000000000649,REM_CUST_649,BEN_CUST_649,100000000649,100000000649,REM_DETAILS1_649,REM_DETAILS2_649,REM_DETAILS3_649,BENE_DETAILS1_649,BENE_DETAILS2_649,BENE_DETAILS3_649,024,USD,2252.700,USD,10881.500,2.650000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-11,2026-10-11,2026-10-11,2026-10-11,BANK_CODE,024,SECTOR_CO,ROUTING_NO_649,L,ERR_CODE_649,REJECT_REASON_649,O,A,MAKER_ID_649,2026-10-11,CHECKER_ID_6,2026-10-11,XREF_649,SCODE_649,SERIAL_NO_649,909415,TRN000000000649,642295,MO,USD,7509,DIN_649,2026-10-11,REMARKS_649,Y,C,S,DEPOSIT_PLACE_649,L,DOCUMENT_TYPE_649,24,B,OPERATI,LOT_CORELATIVE_N,100000000649,100000000649,8315.900,HOUS,DOC_TRACK_NUM_6,DATA_1_649,DATA_2_649,DATA_3_649,DATA_4_649,DATA_5_649,DATA_6_649,DATA_7_649,DATA_8_649,DATA_9_649,C,BATCH_REF_NO_649,ATM,TXN0000000000000649,SAV_,S
D,CURR,025,END_POINT,TRN000000000650,REM_CUST_650,BEN_CUST_650,100000000650,100000000650,REM_DETAILS1_650,REM_DETAILS2_650,REM_DETAILS3_650,BENE_DETAILS1_650,BENE_DETAILS2_650,BENE_DETAILS3_650,025,PEN,22018.700,PEN,2184.500,1.290000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-12,2026-10-12,2026-10-12,2026-10-12,BANK_CODE,025,SECTOR_CO,ROUTING_NO_650,L,ERR_CODE_650,REJECT_REASON_650,O,A,MAKER_ID_650,2026-10-12,CHECKER_ID_6,2026-10-12,XREF_650,SCODE_650,SERIAL_NO_650,149477,TRN000000000650,112538,MO,PEN,1349,DIN_650,2026-10-12,REMARKS_650,Y,C,S,DEPOSIT_PLACE_650,L,DOCUMENT_TYPE_650,30,B,OPERATI,LOT_CORELATIVE_N,100000000650,100000000650,2915.500,HOUS,DOC_TRACK_NUM_6,DATA_1_650,DATA_2_650,DATA_3_650,DATA_4_650,DATA_5_650,DATA_6_650,DATA_7_650,DATA_8_650,DATA_9_650,C,BATCH_REF_NO_650,DEP,TXN0000000000000650,SAV_,S
D,LOAN,001,END_POINT,TRN000000000651,REM_CUST_651,BEN_CUST_651,100000000651,100000000651,REM_DETAILS1_651,REM_DETAILS2_651,REM_DETAILS3_651,BENE_DETAILS1_651,BENE_DETAILS2_651,BENE_DETAILS3_651,001,EUR,19902.100,EUR,24893.500,1.870000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-13,2026-10-13,2026-10-13,2026-10-13,BANK_CODE,001,SECTOR_CO,ROUTING_NO_651,L,ERR_CODE_651,REJECT_REASON_651,O,A,MAKER_ID_651,2026-10-13,CHECKER_ID_6,2026-10-13,XREF_651,SCODE_651,SERIAL_NO_651,124653,TRN000000000651,584871,MO,EUR,5798,DIN_651,2026-10-13,REMARKS_651,Y,C,S,DEPOSIT_PLACE_651,L,DOCUMENT_TYPE_651,27,B,OPERATI,LOT_CORELATIVE_N,100000000651,100000000651,22510.200,HOUS,DOC_TRACK_NUM_6,DATA_1_651,DATA_2_651,DATA_3_651,DATA_4_651,DATA_5_651,DATA_6_651,DATA_7_651,DATA_8_651,DATA_9_651,C,BATCH_REF_NO_651,WDR,TXN0000000000000651,SAV_,S
D,TD01,002,END_POINT,TRN000000000652,REM_CUST_652,BEN_CUST_652,100000000652,100000000652,REM_DETAILS1_652,REM_DETAILS2_652,REM_DETAILS3_652,BENE_DETAILS1_652,BENE_DETAILS2_652,BENE_DETAILS3_652,002,BRL,6753.800,BRL,2945.900,3.790000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-14,2026-10-14,2026-10-14,2026-10-14,BANK_CODE,002,SECTOR_CO,ROUTING_NO_652,L,ERR_CODE_652,REJECT_REASON_652,O,A,MAKER_ID_652,2026-10-14,CHECKER_ID_6,2026-10-14,XREF_652,SCODE_652,SERIAL_NO_652,286377,TRN000000000652,982286,MO,BRL,2959,DIN_652,2026-10-14,REMARKS_652,Y,C,S,DEPOSIT_PLACE_652,L,DOCUMENT_TYPE_652,24,B,OPERATI,LOT_CORELATIVE_N,100000000652,100000000652,16700.400,HOUS,DOC_TRACK_NUM_6,DATA_1_652,DATA_2_652,DATA_3_652,DATA_4_652,DATA_5_652,DATA_6_652,DATA_7_652,DATA_8_652,DATA_9_652,C,BATCH_REF_NO_652,TRF,TXN0000000000000652,SAV_,S
D,CARD,003,END_POINT,TRN000000000653,REM_CUST_653,BEN_CUST_653,100000000653,100000000653,REM_DETAILS1_653,REM_DETAILS2_653,REM_DETAILS3_653,BENE_DETAILS1_653,BENE_DETAILS2_653,BENE_DETAILS3_653,003,USD,9226.500,USD,15073.900,3.690000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-15,2026-10-15,2026-10-15,2026-10-15,BANK_CODE,003,SECTOR_CO,ROUTING_NO_653,L,ERR_CODE_653,REJECT_REASON_653,O,A,MAKER_ID_653,2026-10-15,CHECKER_ID_6,2026-10-15,XREF_653,SCODE_653,SERIAL_NO_653,488458,TRN000000000653,431639,MO,USD,131,DIN_653,2026-10-15,REMARKS_653,Y,C,S,DEPOSIT_PLACE_653,L,DOCUMENT_TYPE_653,33,B,OPERATI,LOT_CORELATIVE_N,100000000653,100000000653,18136.500,HOUS,DOC_TRACK_NUM_6,DATA_1_653,DATA_2_653,DATA_3_653,DATA_4_653,DATA_5_653,DATA_6_653,DATA_7_653,DATA_8_653,DATA_9_653,C,BATCH_REF_NO_653,FEE,TXN0000000000000653,SAV_,S
D,CLRG,004,END_POINT,TRN000000000654,REM_CUST_654,BEN_CUST_654,100000000654,100000000654,REM_DETAILS1_654,REM_DETAILS2_654,REM_DETAILS3_654,BENE_DETAILS1_654,BENE_DETAILS2_654,BENE_DETAILS3_654,004,PEN,3632.500,PEN,12214.300,3.640000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-16,2026-10-16,2026-10-16,2026-10-16,BANK_CODE,004,SECTOR_CO,ROUTING_NO_654,L,ERR_CODE_654,REJECT_REASON_654,O,A,MAKER_ID_654,2026-10-16,CHECKER_ID_6,2026-10-16,XREF_654,SCODE_654,SERIAL_NO_654,552251,TRN000000000654,351950,MO,PEN,5001,DIN_654,2026-10-16,REMARKS_654,Y,C,S,DEPOSIT_PLACE_654,L,DOCUMENT_TYPE_654,17,B,OPERATI,LOT_CORELATIVE_N,100000000654,100000000654,17694.600,HOUS,DOC_TRACK_NUM_6,DATA_1_654,DATA_2_654,DATA_3_654,DATA_4_654,DATA_5_654,DATA_6_654,DATA_7_654,DATA_8_654,DATA_9_654,C,BATCH_REF_NO_654,INT,TXN0000000000000654,SAV_,S
D,SAV1,005,END_POINT,TRN000000000655,REM_CUST_655,BEN_CUST_655,100000000655,100000000655,REM_DETAILS1_655,REM_DETAILS2_655,REM_DETAILS3_655,BENE_DETAILS1_655,BENE_DETAILS2_655,BENE_DETAILS3_655,005,EUR,11598.500,EUR,1626.400,2.660000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-17,2026-10-17,2026-10-17,2026-10-17,BANK_CODE,005,SECTOR_CO,ROUTING_NO_655,L,ERR_CODE_655,REJECT_REASON_655,O,A,MAKER_ID_655,2026-10-17,CHECKER_ID_6,2026-10-17,XREF_655,SCODE_655,SERIAL_NO_655,454169,TRN000000000655,746310,MO,EUR,8178,DIN_655,2026-10-17,REMARKS_655,Y,C,S,DEPOSIT_PLACE_655,L,DOCUMENT_TYPE_655,12,B,OPERATI,LOT_CORELATIVE_N,100000000655,100000000655,20784.600,HOUS,DOC_TRACK_NUM_6,DATA_1_655,DATA_2_655,DATA_3_655,DATA_4_655,DATA_5_655,DATA_6_655,DATA_7_655,DATA_8_655,DATA_9_655,C,BATCH_REF_NO_655,REV,TXN0000000000000655,SAV_,S
D,CURR,006,END_POINT,TRN000000000656,REM_CUST_656,BEN_CUST_656,100000000656,100000000656,REM_DETAILS1_656,REM_DETAILS2_656,REM_DETAILS3_656,BENE_DETAILS1_656,BENE_DETAILS2_656,BENE_DETAILS3_656,006,BRL,3487.500,BRL,16235.200,2.120000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-18,2026-10-18,2026-10-18,2026-10-18,BANK_CODE,006,SECTOR_CO,ROUTING_NO_656,L,ERR_CODE_656,REJECT_REASON_656,O,A,MAKER_ID_656,2026-10-18,CHECKER_ID_6,2026-10-18,XREF_656,SCODE_656,SERIAL_NO_656,736607,TRN000000000656,345768,MO,BRL,617,DIN_656,2026-10-18,REMARKS_656,Y,C,S,DEPOSIT_PLACE_656,L,DOCUMENT_TYPE_656,21,B,OPERATI,LOT_CORELATIVE_N,100000000656,100000000656,16014.100,HOUS,DOC_TRACK_NUM_6,DATA_1_656,DATA_2_656,DATA_3_656,DATA_4_656,DATA_5_656,DATA_6_656,DATA_7_656,DATA_8_656,DATA_9_656,C,BATCH_REF_NO_656,PAY,TXN0000000000000656,SAV_,S
D,LOAN,007,END_POINT,TRN000000000657,REM_CUST_657,BEN_CUST_657,100000000657,100000000657,REM_DETAILS1_657,REM_DETAILS2_657,REM_DETAILS3_657,BENE_DETAILS1_657,BENE_DETAILS2_657,BENE_DETAILS3_657,007,USD,21420.200,USD,8118.100,3.460000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-19,2026-10-19,2026-10-19,2026-10-19,BANK_CODE,007,SECTOR_CO,ROUTING_NO_657,L,ERR_CODE_657,REJECT_REASON_657,O,A,MAKER_ID_657,2026-10-19,CHECKER_ID_6,2026-10-19,XREF_657,SCODE_657,SERIAL_NO_657,93380,TRN000000000657,152830,MO,USD,9457,DIN_657,2026-10-19,REMARKS_657,Y,C,S,DEPOSIT_PLACE_657,L,DOCUMENT_TYPE_657,25,B,OPERATI,LOT_CORELATIVE_N,100000000657,100000000657,10542.400,HOUS,DOC_TRACK_NUM_6,DATA_1_657,DATA_2_657,DATA_3_657,DATA_4_657,DATA_5_657,DATA_6_657,DATA_7_657,DATA_8_657,DATA_9_657,C,BATCH_REF_NO_657,ATM,TXN0000000000000657,SAV_,S
D,TD01,008,END_POINT,TRN000000000658,REM_CUST_658,BEN_CUST_658,100000000658,100000000658,REM_DETAILS1_658,REM_DETAILS2_658,REM_DETAILS3_658,BENE_DETAILS1_658,BENE_DETAILS2_658,BENE_DETAILS3_658,008,PEN,21438.500,PEN,2964.500,1.480000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-20,2026-10-20,2026-10-20,2026-10-20,BANK_CODE,008,SECTOR_CO,ROUTING_NO_658,L,ERR_CODE_658,REJECT_REASON_658,O,A,MAKER_ID_658,2026-10-20,CHECKER_ID_6,2026-10-20,XREF_658,SCODE_658,SERIAL_NO_658,923344,TRN000000000658,480785,MO,PEN,1614,DIN_658,2026-10-20,REMARKS_658,Y,C,S,DEPOSIT_PLACE_658,L,DOCUMENT_TYPE_658,22,B,OPERATI,LOT_CORELATIVE_N,100000000658,100000000658,5316.000,HOUS,DOC_TRACK_NUM_6,DATA_1_658,DATA_2_658,DATA_3_658,DATA_4_658,DATA_5_658,DATA_6_658,DATA_7_658,DATA_8_658,DATA_9_658,C,BATCH_REF_NO_658,DEP,TXN0000000000000658,SAV_,S
D,CARD,009,END_POINT,TRN000000000659,REM_CUST_659,BEN_CUST_659,100000000659,100000000659,REM_DETAILS1_659,REM_DETAILS2_659,REM_DETAILS3_659,BENE_DETAILS1_659,BENE_DETAILS2_659,BENE_DETAILS3_659,009,EUR,19223.200,EUR,15157.100,1.410000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-21,2026-10-21,2026-10-21,2026-10-21,BANK_CODE,009,SECTOR_CO,ROUTING_NO_659,L,ERR_CODE_659,REJECT_REASON_659,O,A,MAKER_ID_659,2026-10-21,CHECKER_ID_6,2026-10-21,XREF_659,SCODE_659,SERIAL_NO_659,571387,TRN000000000659,75196,MO,EUR,8971,DIN_659,2026-10-21,REMARKS_659,Y,C,S,DEPOSIT_PLACE_659,L,DOCUMENT_TYPE_659,36,B,OPERATI,LOT_CORELATIVE_N,100000000659,100000000659,18522.800,HOUS,DOC_TRACK_NUM_6,DATA_1_659,DATA_2_659,DATA_3_659,DATA_4_659,DATA_5_659,DATA_6_659,DATA_7_659,DATA_8_659,DATA_9_659,C,BATCH_REF_NO_659,WDR,TXN0000000000000659,SAV_,S
D,CLRG,010,END_POINT,TRN000000000660,REM_CUST_660,BEN_CUST_660,100000000660,100000000660,REM_DETAILS1_660,REM_DETAILS2_660,REM_DETAILS3_660,BENE_DETAILS1_660,BENE_DETAILS2_660,BENE_DETAILS3_660,010,BRL,6600.300,BRL,19799.700,1.760000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-22,2026-10-22,2026-10-22,2026-10-22,BANK_CODE,010,SECTOR_CO,ROUTING_NO_660,L,ERR_CODE_660,REJECT_REASON_660,O,A,MAKER_ID_660,2026-10-22,CHECKER_ID_6,2026-10-22,XREF_660,SCODE_660,SERIAL_NO_660,7013,TRN000000000660,542711,MO,BRL,911,DIN_660,2026-10-22,REMARKS_660,Y,C,S,DEPOSIT_PLACE_660,L,DOCUMENT_TYPE_660,30,B,OPERATI,LOT_CORELATIVE_N,100000000660,100000000660,16205.000,HOUS,DOC_TRACK_NUM_6,DATA_1_660,DATA_2_660,DATA_3_660,DATA_4_660,DATA_5_660,DATA_6_660,DATA_7_660,DATA_8_660,DATA_9_660,C,BATCH_REF_NO_660,TRF,TXN0000000000000660,SAV_,S
D,SAV1,011,END_POINT,TRN000000000661,REM_CUST_661,BEN_CUST_661,100000000661,100000000661,REM_DETAILS1_661,REM_DETAILS2_661,REM_DETAILS3_661,BENE_DETAILS1_661,BENE_DETAILS2_661,BENE_DETAILS3_661,011,USD,20168.800,USD,19778.300,4.090000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-23,2026-10-23,2026-10-23,2026-10-23,BANK_CODE,011,SECTOR_CO,ROUTING_NO_661,L,ERR_CODE_661,REJECT_REASON_661,O,A,MAKER_ID_661,2026-10-23,CHECKER_ID_6,2026-10-23,XREF_661,SCODE_661,SERIAL_NO_661,631812,TRN000000000661,252332,MO,USD,3382,DIN_661,2026-10-23,REMARKS_661,Y,C,S,DEPOSIT_PLACE_661,L,DOCUMENT_TYPE_661,2,B,OPERATI,LOT_CORELATIVE_N,100000000661,100000000661,17505.300,HOUS,DOC_TRACK_NUM_6,DATA_1_661,DATA_2_661,DATA_3_661,DATA_4_661,DATA_5_661,DATA_6_661,DATA_7_661,DATA_8_661,DATA_9_661,C,BATCH_REF_NO_661,FEE,TXN0000000000000661,SAV_,S
D,CURR,012,END_POINT,TRN000000000662,REM_CUST_662,BEN_CUST_662,100000000662,100000000662,REM_DETAILS1_662,REM_DETAILS2_662,REM_DETAILS3_662,BENE_DETAILS1_662,BENE_DETAILS2_662,BENE_DETAILS3_662,012,PEN,2943.600,PEN,20026.200,3.920000000000,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,STAT,2026-10-24,2026-10-24,2026-10-24,2026-10-24,BANK_CODE,012,SECTOR_CO,ROUTING_NO_662,L,ERR_CODE_662,REJECT_REASON_662,O,A,MAKER_ID_662,2026-10-24,CHECKER_ID_6,2026-10-24,XREF_662,SCODE_662,SERIAL_NO_662,247288,TRN000000000662,178005,MO,PEN,1607,DIN_662,2026-10-24,REMARKS_662,Y,C,S,DEPOSIT_PLACE_662,L,DOCUMENT_TYPE_662,1,B,OPERATI,LOT_CORELATIVE_N,100000000662,100000000662,21258.100,HOUS,DOC_TRACK_NUM_6,DATA_1_662,DATA_2_662,DATA_3_662,DATA_4_662,DATA_5_662,DATA_6_662,DATA_7_662,DATA_8_662,DATA_9_662,C,BATCH_REF_NO_662,INT,TXN0000000000000662,SAV_,S
