TXN_ID,TXN_MODE,MSG_SEQ_NO,TRANS_DATE,PROCESSED_DATE,SOUCE_CODE,MSG_TYPE_CODE,SCR_FI_NO,SCR_TERM_NO,SCR_SEQ_NO,TRANS_CODE,TRANS_SIGN,SCR_TERM_TYPE,SCR_BUSN_DATE,SCR_ABA_NO,SCR_BRANCH_NO,SCR_RCPT_NO,SCR_PASS_THRU,HOST_2_REG_DATA,FORCE_IND,REVERSAL_IND,TRANS_AC_NO,FC_AC_BRANCH,FC_AC_NO,TRANS_AMOUNT,TRANS_AMOUNT_SIGN,TRANS_CCY,FIN_INST_NO,HOST_BUSN_DATE,STND_AUTH_TYPE,STND_AUTH_MTHD,STND_RESULT_CODE,TRACK_DATA,CARD_APP_CD,CARD_NO,MSG_CODE,OTH_FI_NO,OTH_APP_CD,INTERNAL_IND,PAY_CD,PAY_ACC,COMPL_DATA,TRN_REF_NO,TRANS_STATUS,TRANS_MATCH_STATUS,REV_TXN_ID,REC_TYPE,AC_AVL_BAL,AC_AVL_BAL_SIGN,AC_CURR_BAL,AC_CURR_BAL_SIGN,ERR_CODE,ERR_PARAM,EXTENDED_CODE,TRN_DAY,JOB_NO,DD_LAST_UPD,DD_CREATION_DT,DD_ID
TXN0000000000000393,T,89284,2026-01-28,2026-01-28,SOUCE_CODE_393,MS,SCR_FI_NO_3,SCR_TERM,498646,TRANS_,T,SC,2026-01-28,SCR_ABA_NO_,018,SCR_RCPT_N,SCR_PASS_THRU_393,HOST_2_REG_DATA_393,N,N,TRANS_AC_NO_393,018,FC_AC_NO_393,10844.900,T,USD,FIN_INST_NO,2026-01-28,S,S,STND,TRACK_DATA_393,CA,CARD_NO_393,8980,OTH_FI_NO_3,OT,1,PAY_,100000000393,COMPL_DATA_393,TRN000000000393,A,A,REV_TXN_ID_393,REC_TYPE_393,13585.400,9,2290.500,84,ERR_CODE_39,ERR_PARAM_393,EXTEN,9,93,2026-01-28 08:44:00,2026-01-28 08:44:00,393
TXN0000000000000394,T,298652,2026-01-29,2026-01-29,SOUCE_CODE_394,MS,SCR_FI_NO_3,SCR_TERM,227525,TRANS_,T,SC,2026-01-29,SCR_ABA_NO_,019,SCR_RCPT_N,SCR_PASS_THRU_394,HOST_2_REG_DATA_394,N,N,TRANS_AC_NO_394,019,FC_AC_NO_394,8769.700,T,PEN,FIN_INST_NO,2026-01-29,S,S,STND,TRACK_DATA_394,CA,CARD_NO_394,6926,OTH_FI_NO_3,OT,0,PAY_,100000000394,COMPL_DATA_394,TRN000000000394,A,A,REV_TXN_ID_394,REC_TYPE_394,4106.900,34,11207.200,4,ERR_CODE_39,ERR_PARAM_394,EXTEN,9,94,2026-01-29 09:51:00,2026-01-29 09:51:00,394
TXN0000000000000395,T,35402,2026-01-30,2026-01-30,SOUCE_CODE_395,MS,SCR_FI_NO_3,SCR_TERM,978479,TRANS_,T,SC,2026-01-30,SCR_ABA_NO_,020,SCR_RCPT_N,SCR_PASS_THRU_395,HOST_2_REG_DATA_395,N,N,TRANS_AC_NO_395,020,FC_AC_NO_395,22800.600,T,EUR,FIN_INST_NO,2026-01-30,S,S,STND,TRACK_DATA_395,CA,CARD_NO_395,8103,OTH_FI_NO_3,OT,1,PAY_,100000000395,COMPL_DATA_395,TRN000000000395,A,A,REV_TXN_ID_395,REC_TYPE_395,782.900,92,691.600,84,ERR_CODE_39,ERR_PARAM_395,EXTEN,9,95,2026-01-30 10:58:00,2026-01-30 10:58:00,395
TXN0000000000000396,T,134327,2026-01-31,2026-01-31,SOUCE_CODE_396,MS,SCR_FI_NO_3,SCR_TERM,983763,TRANS_,T,SC,2026-01-31,SCR_ABA_NO_,021,SCR_RCPT_N,SCR_PASS_THRU_396,HOST_2_REG_DATA_396,Y,N,TRANS_AC_NO_396,021,FC_AC_NO_396,9792.500,T,BRL,FIN_INST_NO,2026-01-31,S,S,STND,TRACK_DATA_396,CA,CARD_NO_396,9354,OTH_FI_NO_3,OT,6,PAY_,100000000396,COMPL_DATA_396,TRN000000000396,A,A,REV_TXN_ID_396,REC_TYPE_396,16328.300,2,17913.000,29,ERR_CODE_39,ERR_PARAM_396,EXTEN,0,96,2026-01-31 11:05:00,2026-01-31 11:05:00,396
TXN0000000000000397,T,246343,2026-02-01,2026-02-01,SOUCE_CODE_397,MS,SCR_FI_NO_3,SCR_TERM,11857,TRANS_,T,SC,2026-02-01,SCR_ABA_NO_,022,SCR_RCPT_N,SCR_PASS_THRU_397,HOST_2_REG_DATA_397,N,N,TRANS_AC_NO_397,022,FC_AC_NO_397,20936.200,T,USD,FIN_INST_NO,2026-02-01,S,S,STND,TRACK_DATA_397,CA,CARD_NO_397,7191,OTH_FI_NO_3,OT,8,PAY_,100000000397,COMPL_DATA_397,TRN000000000397,A,A,REV_TXN_ID_397,REC_TYPE_397,14387.400,57,14454.500,39,ERR_CODE_39,ERR_PARAM_397,EXTEN,9,97,2026-02-01 12:12:00,2026-02-01 12:12:00,397
TXN0000000000000398,T,832155,2026-02-02,2026-02-02,SOUCE_CODE_398,MS,SCR_FI_NO_3,SCR_TERM,630274,TRANS_,T,SC,2026-02-02,SCR_ABA_NO_,023,SCR_RCPT_N,SCR_PASS_THRU_398,HOST_2_REG_DATA_398,N,N,TRANS_AC_NO_398,023,FC_AC_NO_398,23459.600,T,PEN,FIN_INST_NO,2026-02-02,S,S,STND,TRACK_DATA_398,CA,CARD_NO_398,3153,OTH_FI_NO_3,OT,0,PAY_,100000000398,COMPL_DATA_398,TRN000000000398,A,A,REV_TXN_ID_398,REC_TYPE_398,22784.100,50,9336.100,1,ERR_CODE_39,ERR_PARAM_398,EXTEN,9,98,2026-02-02 13:19:00,2026-02-02 13:19:00,398
TXN0000000000000399,T,978917,2026-02-03,2026-02-03,SOUCE_CODE_399,MS,SCR_FI_NO_3,SCR_TERM,451833,TRANS_,T,SC,2026-02-03,SCR_ABA_NO_,024,SCR_RCPT_N,SCR_PASS_THRU_399,HOST_2_REG_DATA_399,N,N,TRANS_AC_NO_399,024,FC_AC_NO_399,13004.700,T,EUR,FIN_INST_NO,2026-02-03,S,S,STND,TRACK_DATA_399,CA,CARD_NO_399,9137,OTH_FI_NO_3,OT,3,PAY_,100000000399,COMPL_DATA_399,TRN000000000399,A,A,REV_TXN_ID_399,REC_TYPE_399,9835.500,84,8404.900,80,ERR_CODE_39,ERR_PARAM_399,EXTEN,7,99,2026-02-03 14:26:00,2026-02-03 14:26:00,399
TXN0000000000000400,T,618191,2026-02-04,2026-02-04,SOUCE_CODE_400,MS,SCR_FI_NO_4,SCR_TERM,75466,TRANS_,T,SC,2026-02-04,SCR_ABA_NO_,025,SCR_RCPT_N,SCR_PASS_THRU_400,HOST_2_REG_DATA_400,N,Y,TRANS_AC_NO_400,025,FC_AC_NO_400,13470.200,T,BRL,FIN_INST_NO,2026-02-04,S,S,STND,TRACK_DATA_400,CA,CARD_NO_400,5826,OTH_FI_NO_4,OT,9,PAY_,100000000400,COMPL_DATA_400,TRN000000000400,A,A,REV_TXN_ID_400,REC_TYPE_400,7074.000,97,22569.000,93,ERR_CODE_40,ERR_PARAM_400,EXTEN,5,0,2026-02-04 15:33:00,2026-02-04 15:33:00,400
TXN0000000000000401,T,174110,2026-02-05,2026-02-05,SOUCE_CODE_401,MS,SCR_FI_NO_4,SCR_TERM,256835,TRANS_,T,SC,2026-02-05,SCR_ABA_NO_,001,SCR_RCPT_N,SCR_PASS_THRU_401,HOST_2_REG_DATA_401,Y,N,TRANS_AC_NO_401,001,FC_AC_NO_401,1035.700,T,USD,FIN_INST_NO,2026-02-05,S,S,STND,TRACK_DATA_401,CA,CARD_NO_401,7297,OTH_FI_NO_4,OT,6,PAY_,100000000401,COMPL_DATA_401,TRN000000000401,A,A,REV_TXN_ID_401,REC_TYPE_401,4074.100,32,12365.100,40,ERR_CODE_40,ERR_PARAM_401,EXTEN,0,1,2026-02-05 16:40:00,2026-02-05 16:40:00,401
TXN0000000000000402,T,258860,2026-02-06,2026-02-06,SOUCE_CODE_402,MS,SCR_FI_NO_4,SCR_TERM,348536,TRANS_,T,SC,2026-02-06,SCR_ABA_NO_,002,SCR_RCPT_N,SCR_PASS_THRU_402,HOST_2_REG_DATA_402,N,N,TRANS_AC_NO_402,002,FC_AC_NO_402,11651.900,T,PEN,FIN_INST_NO,2026-02-06,S,S,STND,TRACK_DATA_402,CA,CARD_NO_402,1787,OTH_FI_NO_4,OT,1,PAY_,100000000402,COMPL_DATA_402,TRN000000000402,A,A,REV_TXN_ID_402,REC_TYPE_402,14857.600,95,4667.500,42,ERR_CODE_40,ERR_PARAM_402,EXTEN,4,2,2026-02-06 17:47:00,2026-02-06 17:47:00,402
TXN0000000000000403,T,393468,2026-02-07,2026-02-07,SOUCE_CODE_403,MS,SCR_FI_NO_4,SCR_TERM,272377,TRANS_,T,SC,2026-02-07,SCR_ABA_NO_,003,SCR_RCPT_N,SCR_PASS_THRU_403,HOST_2_REG_DATA_403,N,N,TRANS_AC_NO_403,003,FC_AC_NO_403,10201.900,T,EUR,FIN_INST_NO,2026-02-07,S,S,STND,TRACK_DATA_403,CA,CARD_NO_403,1442,OTH_FI_NO_4,OT,4,PAY_,100000000403,COMPL_DATA_403,TRN000000000403,A,A,REV_TXN_ID_403,REC_TYPE_403,5826.500,62,8216.800,90,ERR_CODE_40,ERR_PARAM_403,EXTEN,4,3,2026-02-07 18:54:00,2026-02-07 18:54:00,403
TXN0000000000000404,T,713742,2026-02-08,2026-02-08,SOUCE_CODE_404,MS,SCR_FI_NO_4,SCR_TERM,583368,TRANS_,T,SC,2026-02-08,SCR_ABA_NO_,004,SCR_RCPT_N,SCR_PASS_THRU_404,HOST_2_REG_DATA_404,N,N,TRANS_AC_NO_404,004,FC_AC_NO_404,1330.700,T,BRL,FIN_INST_NO,2026-02-08,S,S,STND,TRACK_DATA_404,CA,CARD_NO_404,6402,OTH_FI_NO_4,OT,4,PAY_,100000000404,COMPL_DATA_404,TRN000000000404,A,A,REV_TXN_ID_404,REC_TYPE_404,3557.300,22,9588.000,63,ERR_CODE_40,ERR_PARAM_404,EXTEN,2,4,2026-02-08 19:01:00,2026-02-08 19:01:00,404
TXN0000000000000405,T,512614,2026-02-09,2026-02-09,SOUCE_CODE_405,MS,SCR_FI_NO_4,SCR_TERM,282949,TRANS_,T,SC,2026-02-09,SCR_ABA_NO_,005,SCR_RCPT_N,SCR_PASS_THRU_405,HOST_2_REG_DATA_405,N,N,TRANS_AC_NO_405,005,FC_AC_NO_405,9916.500,T,USD,FIN_INST_NO,2026-02-09,S,S,STND,TRACK_DATA_405,CA,CARD_NO_405,9995,OTH_FI_NO_4,OT,8,PAY_,100000000405,COMPL_DATA_405,TRN000000000405,A,A,REV_TXN_ID_405,REC_TYPE_405,22915.900,35,13810.400,91,ERR_CODE_40,ERR_PARAM_405,EXTEN,8,5,2026-02-09 20:08:00,2026-02-09 20:08:00,405
TXN0000000000000406,T,4795,2026-02-10,2026-02-10,SOUCE_CODE_406,MS,SCR_FI_NO_4,SCR_TERM,990805,TRANS_,T,SC,2026-02-10,SCR_ABA_NO_,006,SCR_RCPT_N,SCR_PASS_THRU_406,HOST_2_REG_DATA_406,Y,N,TRANS_AC_NO_406,006,FC_AC_NO_406,7432.700,T,PEN,FIN_INST_NO,2026-02-10,S,S,STND,TRACK_DATA_406,CA,CARD_NO_406,2321,OTH_FI_NO_4,OT,2,PAY_,100000000406,COMPL_DATA_406,TRN000000000406,A,A,REV_TXN_ID_406,REC_TYPE_406,18107.600,6,16237.500,30,ERR_CODE_40,ERR_PARAM_406,EXTEN,6,6,2026-02-10 21:15:00,2026-02-10 21:15:00,406
TXN0000000000000407,T,609428,2026-02-11,2026-02-11,SOUCE_CODE_407,MS,SCR_FI_NO_4,SCR_TERM,593273,TRANS_,T,SC,2026-02-11,SCR_ABA_NO_,007,SCR_RCPT_N,SCR_PASS_THRU_407,HOST_2_REG_DATA_407,N,N,TRANS_AC_NO_407,007,FC_AC_NO_407,8106.100,T,EUR,FIN_INST_NO,2026-02-11,S,S,STND,TRACK_DATA_407,CA,CARD_NO_407,3889,OTH_FI_NO_4,OT,1,PAY_,100000000407,COMPL_DATA_407,TRN000000000407,A,A,REV_TXN_ID_407,REC_TYPE_407,23128.900,92,24014.500,40,ERR_CODE_40,ERR_PARAM_407,EXTEN,7,7,2026-02-11 22:22:00,2026-02-11 22:22:00,407
TXN0000000000000408,T,345258,2026-02-12,2026-02-12,SOUCE_CODE_408,MS,SCR_FI_NO_4,SCR_TERM,37135,TRANS_,T,SC,2026-02-12,SCR_ABA_NO_,008,SCR_RCPT_N,SCR_PASS_THRU_408,HOST_2_REG_DATA_408,N,N,TRANS_AC_NO_408,008,FC_AC_NO_408,189598.400,T,BRL,FIN_INST_NO,2026-02-12,S,S,STND,TRACK_DATA_408,CA,CARD_NO_408,1694,OTH_FI_NO_4,OT,1,PAY_,100000000408,COMPL_DATA_408,TRN000000000408,A,A,REV_TXN_ID_408,REC_TYPE_408,198311.200,22,23384.000,68,ERR_CODE_40,ERR_PARAM_408,EXTEN,1,8,2026-02-12 23:29:00,2026-02-12 23:29:00,408
TXN0000000000000409,T,914132,2026-02-13,2026-02-13,SOUCE_CODE_409,MS,SCR_FI_NO_4,SCR_TERM,230180,TRANS_,T,SC,2026-02-13,SCR_ABA_NO_,009,SCR_RCPT_N,SCR_PASS_THRU_409,HOST_2_REG_DATA_409,N,N,TRANS_AC_NO_409,009,FC_AC_NO_409,808.600,T,USD,FIN_INST_NO,2026-02-13,S,S,STND,TRACK_DATA_409,CA,CARD_NO_409,786,OTH_FI_NO_4,OT,6,PAY_,100000000409,COMPL_DATA_409,TRN000000000409,F,F,REV_TXN_ID_409,REC_TYPE_409,24975.800,11,17720.700,63,ERR_CODE_40,ERR_PARAM_409,EXTEN,9,9,2026-02-13 00:36:00,2026-02-13 00:36:00,409
TXN0000000000000410,T,423955,2026-02-14,2026-02-14,SOUCE_CODE_410,MS,SCR_FI_NO_4,SCR_TERM,608362,TRANS_,T,SC,2026-02-14,SCR_ABA_NO_,010,SCR_RCPT_N,SCR_PASS_THRU_410,HOST_2_REG_DATA_410,N,N,TRANS_AC_NO_410,010,FC_AC_NO_410,14418.300,T,PEN,FIN_INST_NO,2026-02-14,S,S,STND,TRACK_DATA_410,CA,CARD_NO_410,8289,OTH_FI_NO_4,OT,7,PAY_,100000000410,COMPL_DATA_410,TRN000000000410,A,A,REV_TXN_ID_410,REC_TYPE_410,5846.300,23,13013.400,8,ERR_CODE_41,ERR_PARAM_410,EXTEN,1,10,2026-02-14 01:43:00,2026-02-14 01:43:00,410
TXN0000000000000411,T,511069,2026-02-15,2026-02-15,SOUCE_CODE_411,MS,SCR_FI_NO_4,SCR_TERM,422767,TRANS_,T,SC,2026-02-15,SCR_ABA_NO_,011,SCR_RCPT_N,SCR_PASS_THRU_411,HOST_2_REG_DATA_411,Y,N,TRANS_AC_NO_411,011,FC_AC_NO_411,16555.400,T,EUR,FIN_INST_NO,2026-02-15,S,S,STND,TRACK_DATA_411,CA,CARD_NO_411,3137,OTH_FI_NO_4,OT,0,PAY_,100000000411,COMPL_DATA_411,TRN000000000411,A,A,REV_TXN_ID_411,REC_TYPE_411,17249.900,34,4992.200,3,ERR_CODE_41,ERR_PARAM_411,EXTEN,7,11,2026-02-15 02:50:00,2026-02-15 02:50:00,411
TXN0000000000000412,T,61828,2026-02-16,2026-02-16,SOUCE_CODE_412,MS,SCR_FI_NO_4,SCR_TERM,500311,TRANS_,T,SC,2026-02-16,SCR_ABA_NO_,012,SCR_RCPT_N,SCR_PASS_THRU_412,HOST_2_REG_DATA_412,N,N,TRANS_AC_NO_412,012,FC_AC_NO_412,9035.200,T,BRL,FIN_INST_NO,2026-02-16,S,S,STND,TRACK_DATA_412,CA,CARD_NO_412,4672,OTH_FI_NO_4,OT,3,PAY_,100000000412,COMPL_DATA_412,TRN000000000412,A,A,REV_TXN_ID_412,REC_TYPE_412,6709.400,82,24307.300,27,ERR_CODE_41,ERR_PARAM_412,EXTEN,0,12,2026-02-16 03:57:00,2026-02-16 03:57:00,412
TXN0000000000000413,T,325818,2026-02-17,2026-02-17,SOUCE_CODE_413,MS,SCR_FI_NO_4,SCR_TERM,405889,TRANS_,T,SC,2026-02-17,SCR_ABA_NO_,013,SCR_RCPT_N,SCR_PASS_THRU_413,HOST_2_REG_DATA_413,N,N,TRANS_AC_NO_413,013,FC_AC_NO_413,12774.700,T,USD,FIN_INST_NO,2026-02-17,S,S,STND,TRACK_DATA_413,CA,CARD_NO_413,4525,OTH_FI_NO_4,OT,9,PAY_,100000000413,COMPL_DATA_413,TRN000000000413,A,A,REV_TXN_ID_413,REC_TYPE_413,15458.500,26,24736.700,47,ERR_CODE_41,ERR_PARAM_413,EXTEN,6,13,2026-02-17 04:04:00,2026-02-17 04:04:00,413
TXN0000000000000414,T,579113,2026-02-18,2026-02-18,SOUCE_CODE_414,MS,SCR_FI_NO_4,SCR_TERM,221989,TRANS_,T,SC,2026-02-18,SCR_ABA_NO_,014,SCR_RCPT_N,SCR_PASS_THRU_414,HOST_2_REG_DATA_414,N,N,TRANS_AC_NO_414,014,FC_AC_NO_414,22174.000,T,PEN,FIN_INST_NO,2026-02-18,S,S,STND,TRACK_DATA_414,CA,CARD_NO_414,7640,OTH_FI_NO_4,OT,4,PAY_,100000000414,COMPL_DATA_414,TRN000000000414,A,A,REV_TXN_ID_414,REC_TYPE_414,16027.400,94,4183.200,55,ERR_CODE_41,ERR_PARAM_414,EXTEN,6,14,2026-02-18 05:11:00,2026-02-18 05:11:00,414
TXN0000000000000415,T,49989,2026-02-19,2026-02-19,SOUCE_CODE_415,MS,SCR_FI_NO_4,SCR_TERM,35957,TRANS_,T,SC,2026-02-19,SCR_ABA_NO_,015,SCR_RCPT_N,SCR_PASS_THRU_415,HOST_2_REG_DATA_415,N,N,TRANS_AC_NO_415,015,FC_AC_NO_415,24204.800,T,EUR,FIN_INST_NO,2026-02-19,S,S,STND,TRACK_DATA_415,CA,CARD_NO_415,2420,OTH_FI_NO_4,OT,7,PAY_,100000000415,COMPL_DATA_415,TRN000000000415,A,A,REV_TXN_ID_415,REC_TYPE_415,7707.600,99,15633.000,45,ERR_CODE_41,ERR_PARAM_415,EXTEN,4,15,2026-02-19 06:18:00,2026-02-19 06:18:00,415
TXN0000000000000416,T,7763,2026-02-20,2026-02-20,SOUCE_CODE_416,MS,SCR_FI_NO_4,SCR_TERM,195859,TRANS_,T,SC,2026-02-20,SCR_ABA_NO_,016,SCR_RCPT_N,SCR_PASS_THRU_416,HOST_2_REG_DATA_416,Y,N,TRANS_AC_NO_416,016,FC_AC_NO_416,22267.600,T,BRL,FIN_INST_NO,2026-02-20,S,S,STND,TRACK_DATA_416,CA,CARD_NO_416,6947,OTH_FI_NO_4,OT,9,PAY_,100000000416,COMPL_DATA_416,TRN000000000416,A,A,REV_TXN_ID_416,REC_TYPE_416,16840.600,65,21863.900,38,ERR_CODE_41,ERR_PARAM_416,EXTEN,0,16,2026-02-20 07:25:00,2026-02-20 07:25:00,416
TXN0000000000000417,T,48238,2026-02-21,2026-02-21,SOUCE_CODE_417,MS,SCR_FI_NO_4,SCR_TERM,469863,TRANS_,T,SC,2026-02-21,SCR_ABA_NO_,017,SCR_RCPT_N,SCR_PASS_THRU_417,HOST_2_REG_DATA_417,N,N,TRANS_AC_NO_417,017,FC_AC_NO_417,23874.800,T,USD,FIN_INST_NO,2026-02-21,S,S,STND,TRACK_DATA_417,CA,CARD_NO_417,7331,OTH_FI_NO_4,OT,4,PAY_,100000000417,COMPL_DATA_417,TRN000000000417,A,A,REV_TXN_ID_417,REC_TYPE_417,11730.200,40,21550.100,85,ERR_CODE_41,ERR_PARAM_417,EXTEN,2,17,2026-02-21 08:32:00,2026-02-21 08:32:00,417
TXN0000000000000418,T,813800,2026-02-22,2026-02-22,SOUCE_CODE_418,MS,SCR_FI_NO_4,SCR_TERM,126758,TRANS_,T,SC,2026-02-22,SCR_ABA_NO_,018,SCR_RCPT_N,SCR_PASS_THRU_418,HOST_2_REG_DATA_418,N,N,TRANS_AC_NO_418,018,FC_AC_NO_418,18403.700,T,PEN,FIN_INST_NO,2026-02-22,S,S,STND,TRACK_DATA_418,CA,CARD_NO_418,8845,OTH_FI_NO_4,OT,5,PAY_,100000000418,COMPL_DATA_418,TRN000000000418,A,A,REV_TXN_ID_418,REC_TYPE_418,4106.800,51,21316.700,87,ERR_CODE_41,ERR_PARAM_418,EXTEN,3,18,2026-02-22 09:39:00,2026-02-22 09:39:00,418
TXN0000000000000419,T,657979,2026-02-23,2026-02-23,SOUCE_CODE_419,MS,SCR_FI_NO_4,SCR_TERM,449487,TRANS_,T,SC,2026-02-23,SCR_ABA_NO_,019,SCR_RCPT_N,SCR_PASS_THRU_419,HOST_2_REG_DATA_419,N,Y,TRANS_AC_NO_419,019,FC_AC_NO_419,3397.500,T,EUR,FIN_INST_NO,2026-02-23,S,S,STND,TRACK_DATA_419,CA,CARD_NO_419,5829,OTH_FI_NO_4,OT,6,PAY_,100000000419,COMPL_DATA_419,TRN000000000419,A,A,REV_TXN_ID_419,REC_TYPE_419,12125.800,50,4422.100,68,ERR_CODE_41,ERR_PARAM_419,EXTEN,6,19,2026-02-23 10:46:00,2026-02-23 10:46:00,419
TXN0000000000000420,T,944857,2026-02-24,2026-02-24,SOUCE_CODE_420,MS,SCR_FI_NO_4,SCR_TERM,263128,TRANS_,T,SC,2026-02-24,SCR_ABA_NO_,020,SCR_RCPT_N,SCR_PASS_THRU_420,HOST_2_REG_DATA_420,N,N,TRANS_AC_NO_420,020,FC_AC_NO_420,20343.200,T,BRL,FIN_INST_NO,2026-02-24,S,S,STND,TRACK_DATA_420,CA,CARD_NO_420,5490,OTH_FI_NO_4,OT,2,PAY_,100000000420,COMPL_DATA_420,TRN000000000420,A,A,REV_TXN_ID_420,REC_TYPE_420,12219.900,12,16179.500,4,ERR_CODE_42,ERR_PARAM_420,EXTEN,4,20,2026-02-24 11:53:00,2026-02-24 11:53:00,420
TXN0000000000000421,T,761259,2026-02-25,2026-02-25,SOUCE_CODE_421,MS,SCR_FI_NO_4,SCR_TERM,271857,TRANS_,T,SC,2026-02-25,SCR_ABA_NO_,021,SCR_RCPT_N,SCR_PASS_THRU_421,HOST_2_REG_DATA_421,Y,N,TRANS_AC_NO_421,021,FC_AC_NO_421,11139.200,T,USD,FIN_INST_NO,2026-02-25,S,S,STND,TRACK_DATA_421,CA,CARD_NO_421,1328,OTH_FI_NO_4,OT,9,PAY_,100000000421,COMPL_DATA_421,TRN000000000421,A,A,REV_TXN_ID_421,REC_TYPE_421,2513.800,32,18618.100,33,ERR_CODE_42,ERR_PARAM_421,EXTEN,3,21,2026-02-25 12:00:00,2026-02-25 12:00:00,421
TXN0000000000000422,T,267265,2026-02-26,2026-02-26,SOUCE_CODE_422,MS,SCR_FI_NO_4,SCR_TERM,819556,TRANS_,T,SC,2026-02-26,SCR_ABA_NO_,022,SCR_RCPT_N,SCR_PASS_THRU_422,HOST_2_REG_DATA_422,N,N,TRANS_AC_NO_422,022,FC_AC_NO_422,7129.400,T,PEN,FIN_INST_NO,2026-02-26,S,S,STND,TRACK_DATA_422,CA,CARD_NO_422,9489,OTH_FI_NO_4,OT,9,PAY_,100000000422,COMPL_DATA_422,TRN000000000422,A,A,REV_TXN_ID_422,REC_TYPE_422,15122.500,70,13760.400,87,ERR_CODE_42,ERR_PARAM_422,EXTEN,6,22,2026-02-26 13:07:00,2026-02-26 13:07:00,422
TXN0000000000000423,T,20015,2026-02-27,2026-02-27,SOUCE_CODE_423,MS,SCR_FI_NO_4,SCR_TERM,607854,TRANS_,T,SC,2026-02-27,SCR_ABA_NO_,023,SCR_RCPT_N,SCR_PASS_THRU_423,HOST_2_REG_DATA_423,N,N,TRANS_AC_NO_423,023,FC_AC_NO_423,24765.100,T,EUR,FIN_INST_NO,2026-02-27,S,S,STND,TRACK_DATA_423,CA,CARD_NO_423,684,OTH_FI_NO_4,OT,6,PAY_,100000000423,COMPL_DATA_423,TRN000000000423,A,A,REV_TXN_ID_423,REC_TYPE_423,11618.300,65,6320.700,12,ERR_CODE_42,ERR_PARAM_423,EXTEN,4,23,2026-02-27 14:14:00,2026-02-27 14:14:00,423
TXN0000000000000424,T,677449,2026-02-28,2026-02-28,SOUCE_CODE_424,MS,SCR_FI_NO_4,SCR_TERM,898127,TRANS_,T,SC,2026-02-28,SCR_ABA_NO_,024,SCR_RCPT_N,SCR_PASS_THRU_424,HOST_2_REG_DATA_424,N,N,TRANS_AC_NO_424,024,FC_AC_NO_424,17032.200,T,BRL,FIN_INST_NO,2026-02-28,S,S,STND,TRACK_DATA_424,CA,CARD_NO_424,3615,OTH_FI_NO_4,OT,6,PAY_,100000000424,COMPL_DATA_424,TRN000000000424,A,A,REV_TXN_ID_424,REC_TYPE_424,20716.000,90,5874.400,57,ERR_CODE_42,ERR_PARAM_424,EXTEN,1,24,2026-02-28 15:21:00,2026-02-28 15:21:00,424
TXN0000000000000425,T,375511,2026-03-01,2026-03-01,SOUCE_CODE_425,MS,SCR_FI_NO_4,SCR_TERM,273003,TRANS_,T,SC,2026-03-01,SCR_ABA_NO_,025,SCR_RCPT_N,SCR_PASS_THRU_425,HOST_2_REG_DATA_425,N,N,TRANS_AC_NO_425,025,FC_AC_NO_425,20355.000,T,USD,FIN_INST_NO,2026-03-01,S,S,STND,TRACK_DATA_425,CA,CARD_NO_425,5888,OTH_FI_NO_4,OT,7,PAY_,100000000425,COMPL_DATA_425,TRN000000000425,A,A,REV_TXN_ID_425,REC_TYPE_425,14634.800,80,14286.500,64,ERR_CODE_42,ERR_PARAM_425,EXTEN,1,25,2026-03-01 16:28:00,2026-03-01 16:28:00,425
TXN0000000000000426,T,452063,2026-03-02,2026-03-02,SOUCE_CODE_426,MS,SCR_FI_NO_4,SCR_TERM,305867,TRANS_,T,SC,2026-03-02,SCR_ABA_NO_,001,SCR_RCPT_N,SCR_PASS_THRU_426,HOST_2_REG_DATA_426,Y,N,TRANS_AC_NO_426,001,FC_AC_NO_426,19982.700,T,PEN,FIN_INST_NO,2026-03-02,S,S,STND,TRACK_DATA_426,CA,CARD_NO_426,7995,OTH_FI_NO_4,OT,8,PAY_,100000000426,COMPL_DATA_426,TRN000000000426,F,F,REV_TXN_ID_426,REC_TYPE_426,2532.100,67,20794.600,42,ERR_CODE_42,ERR_PARAM_426,EXTEN,2,26,2026-03-02 17:35:00,2026-03-02 17:35:00,426
TXN0000000000000427,T,453462,2026-03-03,2026-03-03,SOUCE_CODE_427,MS,SCR_FI_NO_4,SCR_TERM,575641,TRANS_,T,SC,2026-03-03,SCR_ABA_NO_,002,SCR_RCPT_N,SCR_PASS_THRU_427,HOST_2_REG_DATA_427,N,N,TRANS_AC_NO_427,002,FC_AC_NO_427,21547.400,T,EUR,FIN_INST_NO,2026-03-03,S,S,STND,TRACK_DATA_427,CA,CARD_NO_427,9689,OTH_FI_NO_4,OT,2,PAY_,100000000427,COMPL_DATA_427,TRN000000000427,A,A,REV_TXN_ID_427,REC_TYPE_427,717.800,49,8054.600,26,ERR_CODE_42,ERR_PARAM_427,EXTEN,8,27,2026-03-03 18:42:00,2026-03-03 18:42:00,427
