TRN_REF_NO,TRN_DT,TXN_BRANCH,PRODUCT_CODE,VALUE_DATE,AC_BRANCH,ACCOUNT_NO,TRN_CODE,LCY_AMOUNT,AMOUNT,DRCR_IND,MODULE,INSTRUMENT_NO,EXTENDED_CODE,RELATED_CUSTOMER,TXN_INIT_DATE,EXTRACTION_DATE,AC_ENTRY_SR_NO,EVENT,AMOUNT_TAG,OFS_ACC,OFS_BRANCH,EVENT_SR_NO,AC_CCY,GROUP_TXN_COUNT,HIDE_TXN_IN_STMT,AUTH_STAT,PERIOD_CODE,TXN_ID,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,REAL_DT_TIME,SOURCE_CODE
TRN000000000199,2026-07-18,024,SAV1,2026-07-18,024,100000000199,REV,19597.600,22932.500,D,MOD,INSTRUMENT_NO_19,32038,CUST000199,2026-07-18,2026-07-18,207082,EVEN,AMOUNT_TAG_199,100000000199,024,13641,EUR,36,N,A,PER,TXN0000000000000199,EXT_OFSTXN_CODE,DATA_1_199,DATA_2_199,DATA_3_199,DATA_4_199,DATA_5_199,DATA_6_199,DATA_7_199,DATA_8_199,DATA_9_199,C,BATCH_REF_NO_199,REV,2026-07-18 06:06:00,SOURCE_CODE_199
TRN000000000200,2026-07-19,025,CURR,2026-07-19,025,100000000200,PAY,10260.100,15596.600,C,MOD,INSTRUMENT_NO_20,995817,CUST000200,2026-07-19,2026-07-19,885612,EVEN,AMOUNT_TAG_200,100000000200,025,327154,BRL,18,N,A,PER,TXN0000000000000200,EXT_OFSTXN_CODE,DATA_1_200,DATA_2_200,DATA_3_200,DATA_4_200,DATA_5_200,DATA_6_200,DATA_7_200,DATA_8_200,DATA_9_200,C,BATCH_REF_NO_200,PAY,2026-07-19 07:13:00,SOURCE_CODE_200
TRN000000000201,2026-07-20,001,LOAN,2026-07-20,001,100000000201,ATM,20984.100,9967.800,D,MOD,INSTRUMENT_NO_20,446648,CUST000201,2026-07-20,2026-07-20,960675,EVEN,AMOUNT_TAG_201,100000000201,001,198968,USD,25,N,A,PER,TXN0000000000000201,EXT_OFSTXN_CODE,DATA_1_201,DATA_2_201,DATA_3_201,DATA_4_201,DATA_5_201,DATA_6_201,DATA_7_201,DATA_8_201,DATA_9_201,C,BATCH_REF_NO_201,ATM,2026-07-20 08:20:00,SOURCE_CODE_201
TRN000000000202,2026-07-21,002,TD01,2026-07-21,002,100000000202,DEP,12761.000,15807.900,C,MOD,INSTRUMENT_NO_20,471704,CUST000202,2026-07-21,2026-07-21,95107,EVEN,AMOUNT_TAG_202,100000000202,002,418952,PEN,14,N,A,PER,TXN0000000000000202,EXT_OFSTXN_CODE,DATA_1_202,DATA_2_202,DATA_3_202,DATA_4_202,DATA_5_202,DATA_6_202,DATA_7_202,DATA_8_202,DATA_9_202,C,BATCH_REF_NO_202,DEP,2026-07-21 09:27:00,SOURCE_CODE_202
TRN000000000203,2026-07-22,003,CARD,2026-07-22,003,100000000203,WDR,14473.900,8652.900,D,MOD,INSTRUMENT_NO_20,717020,CUST000203,2026-07-22,2026-07-22,383990,EVEN,AMOUNT_TAG_203,100000000203,003,212062,EUR,27,N,A,PER,TXN0000000000000203,EXT_OFSTXN_CODE,DATA_1_203,DATA_2_203,DATA_3_203,DATA_4_203,DATA_5_203,DATA_6_203,DATA_7_203,DATA_8_203,DATA_9_203,C,BATCH_REF_NO_203,WDR,2026-07-22 10:34:00,SOURCE_CODE_203
TRN000000000204,2026-07-23,004,CLRG,2026-07-23,004,100000000204,TRF,4507.300,6831.400,C,MOD,INSTRUMENT_NO_20,655805,CUST000204,2026-07-23,2026-07-23,457677,EVEN,AMOUNT_TAG_204,100000000204,004,735259,BRL,24,N,A,PER,TXN0000000000000204,EXT_OFSTXN_CODE,DATA_1_204,DATA_2_204,DATA_3_204,DATA_4_204,DATA_5_204,DATA_6_204,DATA_7_204,DATA_8_204,DATA_9_204,C,BATCH_REF_NO_204,TRF,2026-07-23 11:41:00,SOURCE_CODE_204
TRN000000000205,2026-07-24,005,SAV1,2026-07-24,005,100000000205,FEE,17606.400,2100.400,D,MOD,INSTRUMENT_NO_20,208076,CUST000205,2026-07-24,2026-07-24,202206,EVEN,AMOUNT_TAG_205,100000000205,005,189830,USD,33,N,A,PER,TXN0000000000000205,EXT_OFSTXN_CODE,DATA_1_205,DATA_2_205,DATA_3_205,DATA_4_205,DATA_5_205,DATA_6_205,DATA_7_205,DATA_8_205,DATA_9_205,C,BATCH_REF_NO_205,FEE,2026-07-24 12:48:00,SOURCE_CODE_205
TRN000000000206,2026-07-25,006,CURR,2026-07-25,006,100000000206,INT,4194.600,1987.500,C,MOD,INSTRUMENT_NO_20,791600,CUST000206,2026-07-25,2026-07-25,37500,EVEN,AMOUNT_TAG_206,100000000206,006,817495,PEN,31,N,A,PER,TXN0000000000000206,EXT_OFSTXN_CODE,DATA_1_206,DATA_2_206,DATA_3_206,DATA_4_206,DATA_5_206,DATA_6_206,DATA_7_206,DATA_8_206,DATA_9_206,C,BATCH_REF_NO_206,INT,2026-07-25 13:55:00,SOURCE_CODE_206
TRN000000000207,2026-07-26,007,LOAN,2026-07-26,007,100000000207,REV,15272.200,10435.400,D,MOD,INSTRUMENT_NO_20,375113,CUST000207,2026-07-26,2026-07-26,441656,EVEN,AMOUNT_TAG_207,100000000207,007,474361,EUR,35,N,A,PER,TXN0000000000000207,EXT_OFSTXN_CODE,DATA_1_207,DATA_2_207,DATA_3_207,DATA_4_207,DATA_5_207,DATA_6_207,DATA_7_207,DATA_8_207,DATA_9_207,C,BATCH_REF_NO_207,REV,2026-07-26 14:02:00,SOURCE_CODE_207
TRN000000000208,2026-07-27,008,TD01,2026-07-27,008,100000000208,PAY,4471.800,17190.400,C,MOD,INSTRUMENT_NO_20,130792,CUST000208,2026-07-27,2026-07-27,47137,EVEN,AMOUNT_TAG_208,100000000208,008,133432,BRL,3,N,U,PER,TXN0000000000000208,EXT_OFSTXN_CODE,DATA_1_208,DATA_2_208,DATA_3_208,DATA_4_208,DATA_5_208,DATA_6_208,DATA_7_208,DATA_8_208,DATA_9_208,C,BATCH_REF_NO_208,PAY,2026-07-27 15:09:00,SOURCE_CODE_208
TRN000000000209,2026-07-28,009,CARD,2026-07-28,009,100000000209,ATM,9790.200,2318.800,D,MOD,INSTRUMENT_NO_20,671278,CUST000209,2026-07-28,2026-07-28,96791,EVEN,AMOUNT_TAG_209,100000000209,009,613544,USD,8,N,A,PER,TXN0000000000000209,EXT_OFSTXN_CODE,DATA_1_209,DATA_2_209,DATA_3_209,DATA_4_209,DATA_5_209,DATA_6_209,DATA_7_209,DATA_8_209,DATA_9_209,C,BATCH_REF_NO_209,ATM,2026-07-28 16:16:00,SOURCE_CODE_209
TRN000000000210,2026-07-29,010,CLRG,2026-07-29,010,100000000210,DEP,10149.300,1322.200,C,MOD,INSTRUMENT_NO_21,898492,CUST000210,2026-07-29,2026-07-29,721294,EVEN,AMOUNT_TAG_210,100000000210,010,714671,PEN,15,Y,A,PER,TXN0000000000000210,EXT_OFSTXN_CODE,DATA_1_210,DATA_2_210,DATA_3_210,DATA_4_210,DATA_5_210,DATA_6_210,DATA_7_210,DATA_8_210,DATA_9_210,C,BATCH_REF_NO_210,DEP,2026-07-29 17:23:00,SOURCE_CODE_210
TRN000000000211,2026-07-30,011,SAV1,2026-07-30,011,100000000211,WDR,14301.000,2450.000,D,MOD,INSTRUMENT_NO_21,513661,CUST000211,2026-07-30,2026-07-30,978089,EVEN,AMOUNT_TAG_211,100000000211,011,971937,EUR,21,N,A,PER,TXN0000000000000211,EXT_OFSTXN_CODE,DATA_1_211,DATA_2_211,DATA_3_211,DATA_4_211,DATA_5_211,DATA_6_211,DATA_7_211,DATA_8_211,DATA_9_211,C,BATCH_REF_NO_211,WDR,2026-07-30 18:30:00,SOURCE_CODE_211
TRN000000000212,2026-07-31,012,CURR,2026-07-31,012,100000000212,TRF,14620.600,4380.800,C,MOD,INSTRUMENT_NO_21,991825,CUST000212,2026-07-31,2026-07-31,397939,EVEN,AMOUNT_TAG_212,100000000212,012,728325,BRL,9,N,A,PER,TXN0000000000000212,EXT_OFSTXN_CODE,DATA_1_212,DATA_2_212,DATA_3_212,DATA_4_212,DATA_5_212,DATA_6_212,DATA_7_212,DATA_8_212,DATA_9_212,C,BATCH_REF_NO_212,TRF,2026-07-31 19:37:00,SOURCE_CODE_212
TRN000000000213,2026-08-01,013,LOAN,2026-08-01,013,100000000213,FEE,24493.400,10038.300,D,MOD,INSTRUMENT_NO_21,944165,CUST000213,2026-08-01,2026-08-01,640890,EVEN,AMOUNT_TAG_213,100000000213,013,545035,USD,30,N,A,PER,TXN0000000000000213,EXT_OFSTXN_CODE,DATA_1_213,DATA_2_213,DATA_3_213,DATA_4_213,DATA_5_213,DATA_6_213,DATA_7_213,DATA_8_213,DATA_9_213,C,BATCH_REF_NO_213,FEE,2026-08-01 20:44:00,SOURCE_CODE_213
TRN000000000214,2026-08-02,014,TD01,2026-08-02,014,100000000214,INT,24705.500,14120.600,C,MOD,INSTRUMENT_NO_21,600825,CUST000214,2026-08-02,2026-08-02,67579,EVEN,AMOUNT_TAG_214,100000000214,014,705293,PEN,12,N,A,PER,TXN0000000000000214,EXT_OFSTXN_CODE,DATA_1_214,DATA_2_214,DATA_3_214,DATA_4_214,DATA_5_214,DATA_6_214,DATA_7_214,DATA_8_214,DATA_9_214,C,BATCH_REF_NO_214,INT,2026-08-02 21:51:00,SOURCE_CODE_214
TRN000000000215,2026-08-03,015,CARD,2026-08-03,015,100000000215,REV,18136.500,24190.600,D,MOD,INSTRUMENT_NO_21,603288,CUST000215,2026-08-03,2026-08-03,79703,EVEN,AMOUNT_TAG_215,100000000215,015,427444,EUR,27,N,A,PER,TXN0000000000000215,EXT_OFSTXN_CODE,DATA_1_215,DATA_2_215,DATA_3_215,DATA_4_215,DATA_5_215,DATA_6_215,DATA_7_215,DATA_8_215,DATA_9_215,C,BATCH_REF_NO_215,REV,2026-08-03 22:58:00,SOURCE_CODE_215
TRN000000000216,2026-08-04,016,CLRG,2026-08-04,016,100000000216,PAY,355.900,8927.800,C,MOD,INSTRUMENT_NO_21,175124,CUST000216,2026-08-04,2026-08-04,683601,EVEN,AMOUNT_TAG_216,100000000216,016,886225,BRL,26,N,A,PER,TXN0000000000000216,EXT_OFSTXN_CODE,DATA_1_216,DATA_2_216,DATA_3_216,DATA_4_216,DATA_5_216,DATA_6_216,DATA_7_216,DATA_8_216,DATA_9_216,C,BATCH_REF_NO_216,PAY,2026-08-04 23:05:00,SOURCE_CODE_216
TRN000000000217,2026-08-05,017,SAV1,2026-08-05,017,100000000217,ATM,9049.100,13387.000,D,MOD,INSTRUMENT_NO_21,172296,CUST000217,2026-08-05,2026-08-05,849257,EVEN,AMOUNT_TAG_217,100000000217,017,943848,USD,27,N,A,PER,TXN0000000000000217,EXT_OFSTXN_CODE,DATA_1_217,DATA_2_217,DATA_3_217,DATA_4_217,DATA_5_217,DATA_6_217,DATA_7_217,DATA_8_217,DATA_9_217,C,BATCH_REF_NO_217,ATM,2026-08-05 00:12:00,SOURCE_CODE_217
TRN000000000218,2026-08-06,018,CURR,2026-08-06,018,100000000218,DEP,1301.600,13828.800,C,MOD,INSTRUMENT_NO_21,956476,CUST000218,2026-08-06,2026-08-06,988479,EVEN,AMOUNT_TAG_218,100000000218,018,431737,PEN,30,N,A,PER,TXN0000000000000218,EXT_OFSTXN_CODE,DATA_1_218,DATA_2_218,DATA_3_218,DATA_4_218,DATA_5_218,DATA_6_218,DATA_7_218,DATA_8_218,DATA_9_218,C,BATCH_REF_NO_218,DEP,2026-08-06 01:19:00,SOURCE_CODE_218
TRN000000000219,2026-08-07,019,LOAN,2026-08-07,019,100000000219,WDR,15342.300,11122.800,D,MOD,INSTRUMENT_NO_21,369365,CUST000219,2026-08-07,2026-08-07,994568,EVEN,AMOUNT_TAG_219,100000000219,019,737435,EUR,27,N,A,PER,TXN0000000000000219,EXT_OFSTXN_CODE,DATA_1_219,DATA_2_219,DATA_3_219,DATA_4_219,DATA_5_219,DATA_6_219,DATA_7_219,DATA_8_219,DATA_9_219,C,BATCH_REF_NO_219,WDR,2026-08-07 02:26:00,SOURCE_CODE_219
TRN000000000220,2026-08-08,020,TD01,2026-08-08,020,100000000220,TRF,11250.800,18834.100,C,MOD,INSTRUMENT_NO_22,296134,CUST000220,2026-08-08,2026-08-08,282373,EVEN,AMOUNT_TAG_220,100000000220,020,542162,BRL,5,N,A,PER,TXN0000000000000220,EXT_OFSTXN_CODE,DATA_1_220,DATA_2_220,DATA_3_220,DATA_4_220,DATA_5_220,DATA_6_220,DATA_7_220,DATA_8_220,DATA_9_220,C,BATCH_REF_NO_220,TRF,2026-08-08 03:33:00,SOURCE_CODE_220
TRN000000000221,2026-08-09,021,CARD,2026-08-09,021,100000000221,FEE,5077.700,19579.700,D,MOD,INSTRUMENT_NO_22,94220,CUST000221,2026-08-09,2026-08-09,812149,EVEN,AMOUNT_TAG_221,100000000221,021,701488,USD,13,N,A,PER,TXN0000000000000221,EXT_OFSTXN_CODE,DATA_1_221,DATA_2_221,DATA_3_221,DATA_4_221,DATA_5_221,DATA_6_221,DATA_7_221,DATA_8_221,DATA_9_221,C,BATCH_REF_NO_221,FEE,2026-08-09 04:40:00,SOURCE_CODE_221
TRN000000000222,2026-08-10,022,CLRG,2026-08-10,022,100000000222,INT,1612.500,9607.300,C,MOD,INSTRUMENT_NO_22,813402,CUST000222,2026-08-10,2026-08-10,284236,EVEN,AMOUNT_TAG_222,100000000222,022,1211,PEN,3,N,A,PER,TXN0000000000000222,EXT_OFSTXN_CODE,DATA_1_222,DATA_2_222,DATA_3_222,DATA_4_222,DATA_5_222,DATA_6_222,DATA_7_222,DATA_8_222,DATA_9_222,C,BATCH_REF_NO_222,INT,2026-08-10 05:47:00,SOURCE_CODE_222
TRN000000000223,2026-08-11,023,SAV1,2026-08-11,023,100000000223,REV,84680.800,122457.600,D,MOD,INSTRUMENT_NO_22,974959,CUST000223,2026-08-11,2026-08-11,950890,EVEN,AMOUNT_TAG_223,100000000223,023,553138,EUR,31,N,A,PER,TXN0000000000000223,EXT_OFSTXN_CODE,DATA_1_223,DATA_2_223,DATA_3_223,DATA_4_223,DATA_5_223,DATA_6_223,DATA_7_223,DATA_8_223,DATA_9_223,C,BATCH_REF_NO_223,REV,2026-08-11 06:54:00,SOURCE_CODE_223
TRN000000000224,2026-08-12,024,CURR,2026-08-12,024,100000000224,PAY,1929.300,11788.400,C,MOD,INSTRUMENT_NO_22,212298,CUST000224,2026-08-12,2026-08-12,350914,EVEN,AMOUNT_TAG_224,100000000224,024,444758,BRL,26,N,A,PER,TXN0000000000000224,EXT_OFSTXN_CODE,DATA_1_224,DATA_2_224,DATA_3_224,DATA_4_224,DATA_5_224,DATA_6_224,DATA_7_224,DATA_8_224,DATA_9_224,C,BATCH_REF_NO_224,PAY,2026-08-12 07:01:00,SOURCE_CODE_224
TRN000000000225,2026-08-13,025,LOAN,2026-08-13,025,100000000225,ATM,20123.500,22354.100,D,MOD,INSTRUMENT_NO_22,703355,CUST000225,2026-08-13,2026-08-13,777866,EVEN,AMOUNT_TAG_225,100000000225,025,458231,USD,31,N,A,PER,TXN0000000000000225,EXT_OFSTXN_CODE,DATA_1_225,DATA_2_225,DATA_3_225,DATA_4_225,DATA_5_225,DATA_6_225,DATA_7_225,DATA_8_225,DATA_9_225,C,BATCH_REF_NO_225,ATM,2026-08-13 08:08:00,SOURCE_CODE_225
TRN000000000226,2026-08-14,001,TD01,2026-08-14,001,100000000226,DEP,20530.600,8775.100,C,MOD,INSTRUMENT_NO_22,686849,CUST000226,2026-08-14,2026-08-14,136232,EVEN,AMOUNT_TAG_226,100000000226,001,775073,PEN,24,N,A,PER,TXN0000000000000226,EXT_OFSTXN_CODE,DATA_1_226,DATA_2_226,DATA_3_226,DATA_4_226,DATA_5_226,DATA_6_226,DATA_7_226,DATA_8_226,DATA_9_226,C,BATCH_REF_NO_226,DEP,2026-08-14 09:15:00,SOURCE_CODE_226
TRN000000000227,2026-08-15,002,CARD,2026-08-15,002,100000000227,WDR,15220.400,4367.700,D,MOD,INSTRUMENT_NO_22,921185,CUST000227,2026-08-15,2026-08-15,103929,EVEN,AMOUNT_TAG_227,100000000227,002,979723,EUR,5,N,A,PER,TXN0000000000000227,EXT_OFSTXN_CODE,DATA_1_227,DATA_2_227,DATA_3_227,DATA_4_227,DATA_5_227,DATA_6_227,DATA_7_227,DATA_8_227,DATA_9_227,C,BATCH_REF_NO_227,WDR,2026-08-15 10:22:00,SOURCE_CODE_227
TRN000000000228,2026-08-16,003,CLRG,2026-08-16,003,100000000228,TRF,9392.600,24193.900,C,MOD,INSTRUMENT_NO_22,755213,CUST000228,2026-08-16,2026-08-16,609085,EVEN,AMOUNT_TAG_228,100000000228,003,85985,BRL,15,N,A,PER,TXN0000000000000228,EXT_OFSTXN_CODE,DATA_1_228,DATA_2_228,DATA_3_228,DATA_4_228,DATA_5_228,DATA_6_228,DATA_7_228,DATA_8_228,DATA_9_228,C,BATCH_REF_NO_228,TRF,2026-08-16 11:29:00,SOURCE_CODE_228
TRN000000000229,2026-08-17,004,SAV1,2026-08-17,004,100000000229,FEE,22065.800,21166.100,D,MOD,INSTRUMENT_NO_22,569000,CUST000229,2026-08-17,2026-08-17,729763,EVEN,AMOUNT_TAG_229,100000000229,004,877986,USD,9,Y,A,PER,TXN0000000000000229,EXT_OFSTXN_CODE,DATA_1_229,DATA_2_229,DATA_3_229,DATA_4_229,DATA_5_229,DATA_6_229,DATA_7_229,DATA_8_229,DATA_9_229,C,BATCH_REF_NO_229,FEE,2026-08-17 12:36:00,SOURCE_CODE_229
TRN000000000230,2026-08-18,005,CURR,2026-08-18,005,100000000230,INT,12284.200,22500.200,C,MOD,INSTRUMENT_NO_23,286539,CUST000230,2026-08-18,2026-08-18,526480,EVEN,AMOUNT_TAG_230,100000000230,005,638785,PEN,6,N,A,PER,TXN0000000000000230,EXT_OFSTXN_CODE,DATA_1_230,DATA_2_230,DATA_3_230,DATA_4_230,DATA_5_230,DATA_6_230,DATA_7_230,DATA_8_230,DATA_9_230,C,BATCH_REF_NO_230,INT,2026-08-18 13:43:00,SOURCE_CODE_230
TRN000000000231,2026-08-19,006,LOAN,2026-08-19,006,100000000231,REV,14840.300,20556.000,D,MOD,INSTRUMENT_NO_23,928926,CUST000231,2026-08-19,2026-08-19,400467,EVEN,AMOUNT_TAG_231,100000000231,006,105258,EUR,4,N,U,PER,TXN0000000000000231,EXT_OFSTXN_CODE,DATA_1_231,DATA_2_231,DATA_3_231,DATA_4_231,DATA_5_231,DATA_6_231,DATA_7_231,DATA_8_231,DATA_9_231,C,BATCH_REF_NO_231,REV,2026-08-19 14:50:00,SOURCE_CODE_231
TRN000000000232,2026-08-20,007,TD01,2026-08-20,007,100000000232,PAY,20563.300,398.700,C,MOD,INSTRUMENT_NO_23,105168,CUST000232,2026-08-20,2026-08-20,542032,EVEN,AMOUNT_TAG_232,100000000232,007,128399,BRL,19,N,A,PER,TXN0000000000000232,EXT_OFSTXN_CODE,DATA_1_232,DATA_2_232,DATA_3_232,DATA_4_232,DATA_5_232,DATA_6_232,DATA_7_232,DATA_8_232,DATA_9_232,C,BATCH_REF_NO_232,PAY,2026-08-20 15:57:00,SOURCE_CODE_232
TRN000000000233,2026-08-21,008,CARD,2026-08-21,008,100000000233,ATM,18186.500,854.900,D,MOD,INSTRUMENT_NO_23,725320,CUST000233,2026-08-21,2026-08-21,258511,EVEN,AMOUNT_TAG_233,100000000233,008,950018,USD,3,N,A,PER,TXN0000000000000233,EXT_OFSTXN_CODE,DATA_1_233,DATA_2_233,DATA_3_233,DATA_4_233,DATA_5_233,DATA_6_233,DATA_7_233,DATA_8_233,DATA_9_233,C,BATCH_REF_NO_233,ATM,2026-08-21 16:04:00,SOURCE_CODE_233
TRN000000000234,2026-08-22,009,CLRG,2026-08-22,009,100000000234,DEP,22815.600,17289.500,C,MOD,INSTRUMENT_NO_23,137256,CUST000234,2026-08-22,2026-08-22,704238,EVEN,AMOUNT_TAG_234,100000000234,009,134132,PEN,14,N,A,PER,TXN0000000000000234,EXT_OFSTXN_CODE,DATA_1_234,DATA_2_234,DATA_3_234,DATA_4_234,DATA_5_234,DATA_6_234,DATA_7_234,DATA_8_234,DATA_9_234,C,BATCH_REF_NO_234,DEP,2026-08-22 17:11:00,SOURCE_CODE_234
TRN000000000235,2026-08-23,010,SAV1,2026-08-23,010,100000000235,WDR,11948.000,20545.600,D,MOD,INSTRUMENT_NO_23,692524,CUST000235,2026-08-23,2026-08-23,275742,EVEN,AMOUNT_TAG_235,100000000235,010,646346,EUR,20,N,A,PER,TXN0000000000000235,EXT_OFSTXN_CODE,DATA_1_235,DATA_2_235,DATA_3_235,DATA_4_235,DATA_5_235,DATA_6_235,DATA_7_235,DATA_8_235,DATA_9_235,C,BATCH_REF_NO_235,WDR,2026-08-23 18:18:00,SOURCE_CODE_235
TRN000000000236,2026-08-24,011,CURR,2026-08-24,011,100000000236,TRF,19552.300,7069.800,C,MOD,INSTRUMENT_NO_23,662499,CUST000236,2026-08-24,2026-08-24,68195,EVEN,AMOUNT_TAG_236,100000000236,011,724663,BRL,33,N,A,PER,TXN0000000000000236,EXT_OFSTXN_CODE,DATA_1_236,DATA_2_236,DATA_3_236,DATA_4_236,DATA_5_236,DATA_6_236,DATA_7_236,DATA_8_236,DATA_9_236,C,BATCH_REF_NO_236,TRF,2026-08-24 19:25:00,SOURCE_CODE_236
TRN000000000237,2026-08-25,012,LOAN,2026-08-25,012,100000000237,FEE,8627.400,21452.700,D,MOD,INSTRUMENT_NO_23,221341,CUST000237,2026-08-25,2026-08-25,553125,EVEN,AMOUNT_TAG_237,100000000237,012,444930,USD,13,N,A,PER,TXN0000000000000237,EXT_OFSTXN_CODE,DATA_1_237,DATA_2_237,DATA_3_237,DATA_4_237,DATA_5_237,DATA_6_237,DATA_7_237,DATA_8_237,DATA_9_237,C,BATCH_REF_NO_237,FEE,2026-08-25 20:32:00,SOURCE_CODE_237
TRN000000000238,2026-08-26,013,TD01,2026-08-26,013,100000000238,INT,3816.900,17617.700,C,MOD,INSTRUMENT_NO_23,506126,CUST000238,2026-08-26,2026-08-26,901223,EVEN,AMOUNT_TAG_238,100000000238,013,494335,PEN,0,N,A,PER,TXN0000000000000238,EXT_OFSTXN_CODE,DATA_1_238,DATA_2_238,DATA_3_238,DATA_4_238,DATA_5_238,DATA_6_238,DATA_7_238,DATA_8_238,DATA_9_238,C,BATCH_REF_NO_238,INT,2026-08-26 21:39:00,SOURCE_CODE_238
TRN000000000239,2026-08-27,014,CARD,2026-08-27,014,100000000239,REV,3012.100,13619.500,D,MOD,INSTRUMENT_NO_23,70735,CUST000239,2026-08-27,2026-08-27,599920,EVEN,AMOUNT_TAG_239,100000000239,014,384631,EUR,26,N,A,PER,TXN0000000000000239,EXT_OFSTXN_CODE,DATA_1_239,DATA_2_239,DATA_3_239,DATA_4_239,DATA_5_239,DATA_6_239,DATA_7_239,DATA_8_239,DATA_9_239,C,BATCH_REF_NO_239,REV,2026-08-27 22:46:00,SOURCE_CODE_239
TRN000000000240,2026-08-28,015,CLRG,2026-08-28,015,100000000240,PAY,4402.900,9399.700,C,MOD,INSTRUMENT_NO_24,766408,CUST000240,2026-08-28,2026-08-28,517478,EVEN,AMOUNT_TAG_240,100000000240,015,997076,BRL,27,N,A,PER,TXN0000000000000240,EXT_OFSTXN_CODE,DATA_1_240,DATA_2_240,DATA_3_240,DATA_4_240,DATA_5_240,DATA_6_240,DATA_7_240,DATA_8_240,DATA_9_240,C,BATCH_REF_NO_240,PAY,2026-08-28 23:53:00,SOURCE_CODE_240
TRN000000000241,2026-08-29,016,SAV1,2026-08-29,016,100000000241,ATM,13687.900,14595.000,D,MOD,INSTRUMENT_NO_24,678435,CUST000241,2026-08-29,2026-08-29,282202,EVEN,AMOUNT_TAG_241,100000000241,016,71105,USD,30,N,A,PER,TXN0000000000000241,EXT_OFSTXN_CODE,DATA_1_241,DATA_2_241,DATA_3_241,DATA_4_241,DATA_5_241,DATA_6_241,DATA_7_241,DATA_8_241,DATA_9_241,C,BATCH_REF_NO_241,ATM,2026-08-29 00:00:00,SOURCE_CODE_241
TRN000000000242,2026-08-30,017,CURR,2026-08-30,017,100000000242,DEP,16937.400,4333.000,C,MOD,INSTRUMENT_NO_24,557364,CUST000242,2026-08-30,2026-08-30,745672,EVEN,AMOUNT_TAG_242,100000000242,017,336105,PEN,21,N,A,PER,TXN0000000000000242,EXT_OFSTXN_CODE,DATA_1_242,DATA_2_242,DATA_3_242,DATA_4_242,DATA_5_242,DATA_6_242,DATA_7_242,DATA_8_242,DATA_9_242,C,BATCH_REF_NO_242,DEP,2026-08-30 01:07:00,SOURCE_CODE_242
TRN000000000243,2026-08-31,018,LOAN,2026-08-31,018,100000000243,WDR,24523.000,21369.600,D,MOD,INSTRUMENT_NO_24,513014,CUST000243,2026-08-31,2026-08-31,455218,EVEN,AMOUNT_TAG_243,100000000243,018,640865,EUR,23,N,A,PER,TXN0000000000000243,EXT_OFSTXN_CODE,DATA_1_243,DATA_2_243,DATA_3_243,DATA_4_243,DATA_5_243,DATA_6_243,DATA_7_243,DATA_8_243,DATA_9_243,C,BATCH_REF_NO_243,WDR,2026-08-31 02:14:00,SOURCE_CODE_243
TRN000000000244,2026-09-01,019,TD01,2026-09-01,019,100000000244,TRF,5143.700,18120.200,C,MOD,INSTRUMENT_NO_24,536385,CUST000244,2026-09-01,2026-09-01,56540,EVEN,AMOUNT_TAG_244,100000000244,019,811066,BRL,16,N,A,PER,TXN0000000000000244,EXT_OFSTXN_CODE,DATA_1_244,DATA_2_244,DATA_3_244,DATA_4_244,DATA_5_244,DATA_6_244,DATA_7_244,DATA_8_244,DATA_9_244,C,BATCH_REF_NO_244,TRF,2026-09-01 03:21:00,SOURCE_CODE_244
TRN000000000245,2026-09-02,020,CARD,2026-09-02,020,100000000245,FEE,734.700,12162.200,D,MOD,INSTRUMENT_NO_24,612582,CUST000245,2026-09-02,2026-09-02,330067,EVEN,AMOUNT_TAG_245,100000000245,020,532105,USD,21,N,A,PER,TXN0000000000000245,EXT_OFSTXN_CODE,DATA_1_245,DATA_2_245,DATA_3_245,DATA_4_245,DATA_5_245,DATA_6_245,DATA_7_245,DATA_8_245,DATA_9_245,C,BATCH_REF_NO_245,FEE,2026-09-02 04:28:00,SOURCE_CODE_245
TRN000000000246,2026-09-03,021,CLRG,2026-09-03,021,100000000246,INT,21807.700,6498.400,C,MOD,INSTRUMENT_NO_24,269525,CUST000246,2026-09-03,2026-09-03,349478,EVEN,AMOUNT_TAG_246,100000000246,021,151632,PEN,7,N,A,PER,TXN0000000000000246,EXT_OFSTXN_CODE,DATA_1_246,DATA_2_246,DATA_3_246,DATA_4_246,DATA_5_246,DATA_6_246,DATA_7_246,DATA_8_246,DATA_9_246,C,BATCH_REF_NO_246,INT,2026-09-03 05:35:00,SOURCE_CODE_246
TRN000000000247,2026-09-04,022,SAV1,2026-09-04,022,100000000247,REV,13736.300,19816.900,D,MOD,INSTRUMENT_NO_24,166986,CUST000247,2026-09-04,2026-09-04,696427,EVEN,AMOUNT_TAG_247,100000000247,022,914688,EUR,25,N,A,PER,TXN0000000000000247,EXT_OFSTXN_CODE,DATA_1_247,DATA_2_247,DATA_3_247,DATA_4_247,DATA_5_247,DATA_6_247,DATA_7_247,DATA_8_247,DATA_9_247,C,BATCH_REF_NO_247,REV,2026-09-04 06:42:00,SOURCE_CODE_247
